budget_tokens,dataset,seed,method,target_loss,first_hit_step,first_hit_tokens,first_hit_ppl,total_minutes
300000000,fineweb,3407,role_depth_v2,4.05,6400,209715200,57.233,74.916
300000000,fineweb,3407,role_depth_v2,4.00,7450,244121600,54.477,74.916
300000000,fineweb,3407,role_depth_v3,4.40,2600,85196800,80.711,71.518
300000000,fineweb,3407,role_depth_v3,4.30,3300,108134400,73.346,71.518
300000000,fineweb,3407,role_depth_v3,4.20,4300,140902400,66.592,71.518
300000000,fineweb,3407,role_depth_v3,4.10,5600,183500800,60.325,71.518
300000000,fineweb,3407,role_depth_v3,4.05,6450,211353600,57.377,71.518
300000000,fineweb,3407,role_depth_v3,4.00,7650,250675200,54.544,71.518
300000000,fineweb,3407,role_depth_v4,4.40,2600,85196800,81.025,77.549
300000000,fineweb,3407,role_depth_v4,4.30,3300,108134400,73.405,77.549
300000000,fineweb,3407,role_depth_v4,4.20,4250,139264000,66.609,77.549
300000000,fineweb,3407,role_depth_v4,4.10,5550,181862400,60.218,77.549
300000000,fineweb,3407,role_depth_v4,4.05,6350,208076800,57.350,77.549
300000000,fineweb,3407,role_depth_v4,4.00,7450,244121600,54.582,77.549
300000000,dolma_sample,1337,full,4.20,2900,95027200,66.391,68.176
300000000,dolma_sample,1337,full,4.10,3800,124518400,60.232,68.176
300000000,dolma_sample,1337,full,4.00,4900,160563200,54.408,68.176
300000000,dolma_sample,1337,full,3.95,5600,183500800,51.824,68.176
300000000,dolma_sample,1337,full,3.90,6400,209715200,49.263,68.176
300000000,dolma_sample,1337,full,3.85,7550,247398400,46.957,68.176
300000000,dolma_sample,1337,full,3.82,8600,281804800,45.592,68.176
300000000,dolma_sample,1337,no_role_depth,4.20,2800,91750400,66.431,64.234
300000000,dolma_sample,1337,no_role_depth,4.10,3700,121241600,60.065,64.234
300000000,dolma_sample,1337,no_role_depth,4.00,4750,155648000,54.585,64.234
300000000,dolma_sample,1337,no_role_depth,3.95,5550,181862400,51.704,64.234
300000000,dolma_sample,1337,no_role_depth,3.90,6400,209715200,49.223,64.234
300000000,dolma_sample,1337,no_role_depth,3.85,7550,247398400,46.958,64.234
300000000,dolma_sample,1337,no_role_depth,3.82,8700,285081600,45.589,64.234
300000000,dolma_sample,1337,role_depth_v2,4.20,2900,95027200,66.371,62.220
300000000,dolma_sample,1337,role_depth_v2,4.10,3800,124518400,60.160,62.220
300000000,dolma_sample,1337,role_depth_v2,4.00,4900,160563200,54.387,62.220
300000000,dolma_sample,1337,role_depth_v2,3.95,5600,183500800,51.771,62.220
300000000,dolma_sample,1337,role_depth_v2,3.90,6400,209715200,49.236,62.220
300000000,dolma_sample,1337,role_depth_v2,3.85,7450,244121600,46.981,62.220
300000000,dolma_sample,1337,role_depth_v2,3.82,8550,280166400,45.588,62.220
300000000,dolma_sample,1337,role_depth_v3,4.20,2800,91750400,66.597,72.379
300000000,dolma_sample,1337,role_depth_v3,4.10,3700,121241600,60.180,72.379
300000000,dolma_sample,1337,role_depth_v3,4.00,4850,158924800,54.504,72.379
300000000,dolma_sample,1337,role_depth_v3,3.95,5550,181862400,51.804,72.379
300000000,dolma_sample,1337,role_depth_v3,3.90,6400,209715200,49.299,72.379
300000000,dolma_sample,1337,role_depth_v3,3.85,7600,249036800,46.941,72.379
300000000,dolma_sample,1337,role_depth_v3,3.82,8800,288358400,45.558,72.379
300000000,dolma_sample,1337,role_depth_v4,4.20,2850,93388800,66.409,75.421
300000000,dolma_sample,1337,role_depth_v4,4.10,3700,121241600,60.145,75.421
300000000,dolma_sample,1337,role_depth_v4,4.00,4850,158924800,54.303,75.421
300000000,dolma_sample,1337,role_depth_v4,3.95,5500,180224000,51.932,75.421
300000000,dolma_sample,1337,role_depth_v4,3.90,6350,208076800,49.352,75.421
300000000,dolma_sample,1337,role_depth_v4,3.85,7450,244121600,46.950,75.421
300000000,dolma_sample,1337,role_depth_v4,3.82,8550,280166400,45.555,75.421
300000000,dolma_sample,2027,full,4.20,2900,95027200,66.464,62.471
300000000,dolma_sample,2027,full,4.10,3750,122880000,60.260,62.471
300000000,dolma_sample,2027,full,4.00,4850,158924800,54.391,62.471
300000000,dolma_sample,2027,full,3.95,5550,181862400,51.812,62.471
300000000,dolma_sample,2027,full,3.90,6400,209715200,49.362,62.471
300000000,dolma_sample,2027,full,3.85,7450,244121600,46.976,62.471
300000000,dolma_sample,2027,full,3.82,8500,278528000,45.591,62.471
300000000,dolma_sample,2027,no_role_depth,4.20,2850,93388800,66.348,64.146
300000000,dolma_sample,2027,no_role_depth,4.10,3650,119603200,60.030,64.146
300000000,dolma_sample,2027,no_role_depth,4.00,4750,155648000,54.484,64.146
300000000,dolma_sample,2027,no_role_depth,3.95,5500,180224000,51.898,64.146
300000000,dolma_sample,2027,no_role_depth,3.90,6400,209715200,49.312,64.146
300000000,dolma_sample,2027,no_role_depth,3.85,7550,247398400,46.988,64.146
300000000,dolma_sample,2027,no_role_depth,3.82,8750,286720000,45.600,64.146
300000000,dolma_sample,2027,role_depth_v2,4.20,2900,95027200,66.300,62.542
300000000,dolma_sample,2027,role_depth_v2,4.10,3800,124518400,60.013,62.542
300000000,dolma_sample,2027,role_depth_v2,4.00,4850,158924800,54.402,62.542
300000000,dolma_sample,2027,role_depth_v2,3.95,5550,181862400,51.872,62.542
300000000,dolma_sample,2027,role_depth_v2,3.90,6450,211353600,49.180,62.542
300000000,dolma_sample,2027,role_depth_v2,3.85,7450,244121600,46.982,62.542
300000000,dolma_sample,2027,role_depth_v2,3.82,8400,275251200,45.579,62.542
300000000,dolma_sample,2027,role_depth_v3,4.20,2850,93388800,66.458,63.090
300000000,dolma_sample,2027,role_depth_v3,4.10,3650,119603200,60.308,63.090
300000000,dolma_sample,2027,role_depth_v3,4.00,4800,157286400,54.558,63.090
300000000,dolma_sample,2027,role_depth_v3,3.95,5550,181862400,51.861,63.090
300000000,dolma_sample,2027,role_depth_v3,3.90,6450,211353600,49.307,63.090
300000000,dolma_sample,2027,role_depth_v3,3.85,7650,250675200,46.986,63.090
300000000,dolma_sample,2027,role_depth_v3,3.82,8900,291635200,45.596,63.090
300000000,dolma_sample,2027,role_depth_v4,4.20,2850,93388800,66.543,64.461
300000000,dolma_sample,2027,role_depth_v4,4.10,3650,119603200,60.242,64.461
300000000,dolma_sample,2027,role_depth_v4,4.00,4750,155648000,54.589,64.461
300000000,dolma_sample,2027,role_depth_v4,3.95,5500,180224000,51.902,64.461
300000000,dolma_sample,2027,role_depth_v4,3.90,6400,209715200,49.295,64.461
300000000,dolma_sample,2027,role_depth_v4,3.85,7450,244121600,46.913,64.461
300000000,dolma_sample,2027,role_depth_v4,3.82,8500,278528000,45.544,64.461
300000000,dolma_sample,3407,full,4.20,2750,90112000,66.522,90.652
300000000,dolma_sample,3407,full,4.10,3650,119603200,60.272,90.652
300000000,dolma_sample,3407,full,4.00,4700,154009600,54.562,90.652
300000000,dolma_sample,3407,full,3.95,5400,176947200,51.685,90.652
300000000,dolma_sample,3407,full,3.90,6150,201523200,49.363,90.652
300000000,dolma_sample,3407,full,3.85,7200,235929600,46.861,90.652
300000000,dolma_sample,3407,full,3.82,8050,263782400,45.578,90.652
300000000,dolma_sample,3407,no_role_depth,4.20,2750,90112000,66.332,59.929
300000000,dolma_sample,3407,no_role_depth,4.10,3500,114688000,60.329,59.929
300000000,dolma_sample,3407,no_role_depth,4.00,4700,154009600,54.285,59.929
300000000,dolma_sample,3407,no_role_depth,3.95,5300,173670400,51.915,59.929
300000000,dolma_sample,3407,no_role_depth,3.90,6150,201523200,49.304,59.929
300000000,dolma_sample,3407,no_role_depth,3.85,7200,235929600,46.920,59.929
300000000,dolma_sample,3407,no_role_depth,3.82,8150,267059200,45.581,59.929
300000000,dolma_sample,3407,role_depth_v2,4.20,2750,90112000,66.651,62.321
300000000,dolma_sample,3407,role_depth_v2,4.10,3700,121241600,59.969,62.321
300000000,dolma_sample,3407,role_depth_v2,4.00,4700,154009600,54.434,62.321
300000000,dolma_sample,3407,role_depth_v2,3.95,5400,176947200,51.755,62.321
300000000,dolma_sample,3407,role_depth_v2,3.90,6150,201523200,49.328,62.321
300000000,dolma_sample,3407,role_depth_v2,3.85,7200,235929600,46.923,62.321
300000000,dolma_sample,3407,role_depth_v2,3.82,8100,265420800,45.584,62.321
300000000,dolma_sample,3407,role_depth_v3,4.20,2700,88473600,66.666,60.434
300000000,dolma_sample,3407,role_depth_v3,4.10,3550,116326400,60.198,60.434
300000000,dolma_sample,3407,role_depth_v3,4.00,4700,154009600,54.302,60.434
300000000,dolma_sample,3407,role_depth_v3,3.95,5300,173670400,51.808,60.434
300000000,dolma_sample,3407,role_depth_v3,3.90,6150,201523200,49.357,60.434
300000000,dolma_sample,3407,role_depth_v3,3.85,7250,237568000,46.970,60.434
300000000,dolma_sample,3407,role_depth_v3,3.82,8250,270336000,45.557,60.434
300000000,dolma_sample,3407,role_depth_v4,4.20,2750,90112000,66.512,62.590
300000000,dolma_sample,3407,role_depth_v4,4.10,3550,116326400,60.041,62.590
300000000,dolma_sample,3407,role_depth_v4,4.00,4650,152371200,54.429,62.590
300000000,dolma_sample,3407,role_depth_v4,3.95,5300,173670400,51.796,62.590
300000000,dolma_sample,3407,role_depth_v4,3.90,6050,198246400,49.399,62.590
300000000,dolma_sample,3407,role_depth_v4,3.85,7150,234291200,46.914,62.590
300000000,dolma_sample,3407,role_depth_v4,3.82,8000,262144000,45.535,62.590
300000000,c4_en,1337,full,4.40,2050,67174400,81.078,62.611
300000000,c4_en,1337,full,4.30,2750,90112000,73.263,62.611
300000000,c4_en,1337,full,4.20,3550,116326400,66.493,62.611
300000000,c4_en,1337,full,4.10,4500,147456000,60.310,62.611
300000000,c4_en,1337,full,4.05,5100,167116800,57.293,62.611
300000000,c4_en,1337,full,4.00,5850,191692800,54.492,62.611
300000000,c4_en,1337,no_role_depth,4.40,2150,70451200,81.171,70.961
300000000,c4_en,1337,no_role_depth,4.30,2750,90112000,73.109,70.961
300000000,c4_en,1337,no_role_depth,4.20,3450,113049600,66.474,70.961
300000000,c4_en,1337,no_role_depth,4.10,4400,144179200,60.330,70.961
300000000,c4_en,1337,no_role_depth,4.05,5100,167116800,57.174,70.961
300000000,c4_en,1337,no_role_depth,4.00,5800,190054400,54.585,70.961
300000000,c4_en,1337,role_depth_v2,4.40,2050,67174400,80.846,64.404
300000000,c4_en,1337,role_depth_v2,4.30,2750,90112000,73.438,64.404
300000000,c4_en,1337,role_depth_v2,4.20,3600,117964800,66.210,64.404
300000000,c4_en,1337,role_depth_v2,4.10,4500,147456000,60.337,64.404
300000000,c4_en,1337,role_depth_v2,4.05,5100,167116800,57.336,64.404
300000000,c4_en,1337,role_depth_v2,4.00,5850,191692800,54.538,64.404
300000000,c4_en,1337,role_depth_v3,4.40,2150,70451200,81.087,75.934
300000000,c4_en,1337,role_depth_v3,4.30,2750,90112000,72.971,75.934
300000000,c4_en,1337,role_depth_v3,4.20,3450,113049600,66.405,75.934
300000000,c4_en,1337,role_depth_v3,4.10,4450,145817600,60.158,75.934
300000000,c4_en,1337,role_depth_v3,4.05,5100,167116800,57.186,75.934
300000000,c4_en,1337,role_depth_v3,4.00,5800,190054400,54.583,75.934
300000000,c4_en,1337,role_depth_v4,4.40,2150,70451200,81.131,73.255
300000000,c4_en,1337,role_depth_v4,4.30,2750,90112000,73.189,73.255
300000000,c4_en,1337,role_depth_v4,4.20,3450,113049600,66.553,73.255
300000000,c4_en,1337,role_depth_v4,4.10,4450,145817600,60.135,73.255
300000000,c4_en,1337,role_depth_v4,4.05,5100,167116800,57.170,73.255
300000000,c4_en,1337,role_depth_v4,4.00,5800,190054400,54.465,73.255
300000000,c4_en,2027,full,4.40,2150,70451200,81.439,67.572
300000000,c4_en,2027,full,4.30,2950,96665600,73.274,67.572
300000000,c4_en,2027,full,4.20,3700,121241600,66.628,67.572
300000000,c4_en,2027,full,4.10,4750,155648000,60.338,67.572
300000000,c4_en,2027,full,4.05,5400,176947200,57.206,67.572
300000000,c4_en,2027,full,4.00,6200,203161600,54.535,67.572
300000000,c4_en,2027,no_role_depth,4.40,2250,73728000,80.747,68.324
300000000,c4_en,2027,no_role_depth,4.30,2800,91750400,73.657,68.324
300000000,c4_en,2027,no_role_depth,4.20,3600,117964800,66.470,68.324
300000000,c4_en,2027,no_role_depth,4.10,4650,152371200,60.308,68.324
300000000,c4_en,2027,no_role_depth,4.05,5300,173670400,57.396,68.324
300000000,c4_en,2027,no_role_depth,4.00,6150,201523200,54.467,68.324
300000000,c4_en,2027,role_depth_v2,4.40,2150,70451200,81.093,66.143
300000000,c4_en,2027,role_depth_v2,4.30,2900,95027200,73.699,66.143
300000000,c4_en,2027,role_depth_v2,4.20,3700,121241600,66.659,66.143
300000000,c4_en,2027,role_depth_v2,4.10,4750,155648000,60.163,66.143
300000000,c4_en,2027,role_depth_v2,4.05,5400,176947200,57.181,66.143
300000000,c4_en,2027,role_depth_v2,4.00,6150,201523200,54.592,66.143
300000000,c4_en,2027,role_depth_v3,4.40,2250,73728000,81.000,71.778
300000000,c4_en,2027,role_depth_v3,4.30,2850,93388800,73.252,71.778
300000000,c4_en,2027,role_depth_v3,4.20,3600,117964800,66.678,71.778
300000000,c4_en,2027,role_depth_v3,4.10,4700,154009600,60.146,71.778
300000000,c4_en,2027,role_depth_v3,4.05,5350,175308800,57.278,71.778
300000000,c4_en,2027,role_depth_v3,4.00,6150,201523200,54.574,71.778
300000000,c4_en,2027,role_depth_v4,4.40,2250,73728000,81.361,64.467
300000000,c4_en,2027,role_depth_v4,4.30,2850,93388800,73.657,64.467
300000000,c4_en,2027,role_depth_v4,4.20,3650,119603200,66.358,64.467
300000000,c4_en,2027,role_depth_v4,4.10,4700,154009600,60.055,64.467
300000000,c4_en,2027,role_depth_v4,4.05,5350,175308800,57.296,64.467
300000000,c4_en,2027,role_depth_v4,4.00,6150,201523200,54.487,64.467
300000000,c4_en,3407,full,4.40,2050,67174400,80.988,62.489
300000000,c4_en,3407,full,4.30,2700,88473600,73.497,62.489
300000000,c4_en,3407,full,4.20,3500,114688000,66.416,62.489
300000000,c4_en,3407,full,4.10,4500,147456000,60.148,62.489
300000000,c4_en,3407,full,4.05,5100,167116800,57.155,62.489
300000000,c4_en,3407,full,4.00,5800,190054400,54.442,62.489
300000000,c4_en,3407,no_role_depth,4.40,2150,70451200,81.175,71.045
300000000,c4_en,3407,no_role_depth,4.30,2650,86835200,73.645,71.045
300000000,c4_en,3407,no_role_depth,4.20,3450,113049600,66.162,71.045
300000000,c4_en,3407,no_role_depth,4.10,4400,144179200,60.188,71.045
300000000,c4_en,3407,no_role_depth,4.05,5000,163840000,57.372,71.045
300000000,c4_en,3407,no_role_depth,4.00,5750,188416000,54.548,71.045
300000000,c4_en,3407,role_depth_v2,4.40,2050,67174400,81.255,93.120
300000000,c4_en,3407,role_depth_v2,4.30,2700,88473600,73.632,93.120
300000000,c4_en,3407,role_depth_v2,4.20,3500,114688000,66.647,93.120
300000000,c4_en,3407,role_depth_v2,4.10,4500,147456000,60.142,93.120
300000000,c4_en,3407,role_depth_v2,4.05,5100,167116800,57.185,93.120
300000000,c4_en,3407,role_depth_v2,4.00,5800,190054400,54.401,93.120
300000000,c4_en,3407,role_depth_v3,4.40,2150,70451200,81.005,72.559
300000000,c4_en,3407,role_depth_v3,4.30,2700,88473600,73.305,72.559
300000000,c4_en,3407,role_depth_v3,4.20,3450,113049600,66.424,72.559
300000000,c4_en,3407,role_depth_v3,4.10,4450,145817600,60.196,72.559
300000000,c4_en,3407,role_depth_v3,4.05,5100,167116800,57.108,72.559
300000000,c4_en,3407,role_depth_v3,4.00,5800,190054400,54.430,72.559
300000000,c4_en,3407,role_depth_v4,4.40,2150,70451200,81.149,61.781
300000000,c4_en,3407,role_depth_v4,4.30,2700,88473600,73.378,61.781
300000000,c4_en,3407,role_depth_v4,4.20,3450,113049600,66.386,61.781
300000000,c4_en,3407,role_depth_v4,4.10,4450,145817600,60.156,61.781
300000000,c4_en,3407,role_depth_v4,4.05,5050,165478400,57.247,61.781
300000000,c4_en,3407,role_depth_v4,4.00,5800,190054400,54.355,61.781
