model_scale,dataset,train_tokens,steps_required,activation,activation_display_name,optimizer,optimizer_display_name,method,method_display_name,runs_total,runs_reached_required_step,runs_stopped_early,runs_non_finite,endpoint_seed_count,validation_loss_mean,validation_loss_sample_std,matched_control_seed_count,matched_control_validation_loss_mean,lead_vs_matched_control_mean,lead_vs_matched_control_sample_std,exact_time_ratio_seed_count,exact_total_time_ratio_mean,exact_total_time_ratio_sample_std,total_seconds_mean,total_seconds_sample_std,mean_seconds_per_step,tokens_per_second_mean,status
12l_768d,dolma_sample,300000000,9150,rlb_fused_global_rational,GRAIN,soap_adamw,SOAP,rlb_soap,GRAIN + SOAP,3,3,0,0,3,3.9268813133239746,0.012526252333303076,3,3.9568339188893638,0.029952605565388996,0.007456201120724156,0,,,4210.308907472257,345.02019203718606,0.43512959887985386,75686.59436690995,complete
12l_768d,dolma_sample,300000000,9150,silu,SwiGLU,soap_adamw,SOAP,silu_soap,SwiGLU + SOAP,3,3,0,0,3,3.9568339188893638,0.00931911926130607,0,,,,0,,,4776.960104897308,709.6975151437064,0.5025041131606408,66102.19246802594,complete
12l_768d,fineweb,100000000,3050,rlb_fused_global_rational,GRAIN,soap_adamw,SOAP,rlb_soap,GRAIN + SOAP,3,3,0,0,3,4.4849526666666675,0.025544168147217747,3,4.4840246666666665,-0.0009280000000000399,0.022904710672697812,0,,,1508.6693472090021,7.78450457899381,0.46712511067211654,70149.43035229122,complete
12l_768d,fineweb,100000000,3050,silu,SwiGLU,soap_adamw,SOAP,silu_soap,SwiGLU + SOAP,3,3,0,0,3,4.4840246666666665,0.011240523534664237,0,,,,0,,,1695.061039964261,317.9355816354048,0.537228907828834,62793.510220620294,complete
12l_768d,fineweb,300000000,9150,rlb_fused_global_rational,GRAIN,soap_adamw,SOAP,rlb_soap,GRAIN + SOAP,3,3,0,0,3,4.108142058054606,0.032040158799325834,3,4.113941669464111,0.005799611409505208,0.03519584826458011,0,,,4092.6949882808453,299.4417746753573,0.4223496720608794,77878.66937074646,complete
12l_768d,fineweb,300000000,9150,silu,SwiGLU,soap_adamw,SOAP,silu_soap,SwiGLU + SOAP,3,3,0,0,3,4.113941669464111,0.01009540641690034,0,,,,0,,,4340.786321818014,37.565309786498545,0.4570597188024223,71696.44163336435,complete
12l_768d,fineweb_edu,100000000,3050,rlb_fused_global_rational,GRAIN,soap_adamw,SOAP,rlb_soap,GRAIN + SOAP,3,3,0,0,3,4.262286666666667,0.013053819224017504,3,4.263002666666666,0.0007159999999994208,0.0350498098140345,0,,,1480.2988339052924,63.836757055306656,0.4573630543799457,71748.03190747979,complete
12l_768d,fineweb_edu,100000000,3050,silu,SwiGLU,soap_adamw,SOAP,silu_soap,SwiGLU + SOAP,3,3,0,0,3,4.263002666666666,0.022048115482583397,0,,,,0,,,1879.0474895434745,514.7179056651322,0.5980138523737734,58499.73979885392,complete
12l_768d,fineweb_edu,300000000,9150,rlb_fused_global_rational,GRAIN,soap_adamw,SOAP,rlb_soap,GRAIN + SOAP,3,3,0,0,3,3.8240076700846353,0.012762132082281753,3,3.862924575805664,0.03891690572102865,0.009372925463994302,0,,,4283.355993899827,219.0911093790002,0.44269958713747243,74163.37900163307,complete
12l_768d,fineweb_edu,300000000,9150,silu,SwiGLU,soap_adamw,SOAP,silu_soap,SwiGLU + SOAP,3,3,0,0,3,3.862924575805664,0.020105157733147912,0,,,,0,,,5206.485059135982,720.8913830016061,0.5474789864575659,60685.2486171686,complete
18l_1024d,c4_en,100000000,3050,rlb_fused_global_rational,GRAIN,soap_adamw,SOAP,rlb_soap,GRAIN + SOAP,3,0,0,0,0,,,0,,,,0,,,,,,,pending
18l_1024d,c4_en,100000000,3050,silu,SwiGLU,soap_adamw,SOAP,silu_soap,SwiGLU + SOAP,3,0,0,0,0,,,0,,,,0,,,,,,,pending
18l_1024d,dclm,100000000,3050,rlb_fused_global_rational,GRAIN,soap_adamw,SOAP,rlb_soap,GRAIN + SOAP,3,0,0,0,0,,,0,,,,0,,,,,,,pending
18l_1024d,dclm,100000000,3050,silu,SwiGLU,soap_adamw,SOAP,silu_soap,SwiGLU + SOAP,3,0,0,0,0,,,0,,,,0,,,,,,,pending
18l_1024d,dolma_sample,100000000,3050,rlb_fused_global_rational,GRAIN,soap_adamw,SOAP,rlb_soap,GRAIN + SOAP,3,0,0,0,0,,,0,,,,0,,,,,,,pending
18l_1024d,dolma_sample,100000000,3050,silu,SwiGLU,soap_adamw,SOAP,silu_soap,SwiGLU + SOAP,3,0,0,0,0,,,0,,,,0,,,,,,,pending
18l_1024d,fineweb,100000000,3050,rlb_fused_global_rational,GRAIN,soap_adamw,SOAP,rlb_soap,GRAIN + SOAP,3,0,0,0,0,,,0,,,,0,,,,,,,pending
18l_1024d,fineweb,100000000,3050,silu,SwiGLU,soap_adamw,SOAP,silu_soap,SwiGLU + SOAP,3,0,0,0,0,,,0,,,,0,,,,,,,pending
18l_1024d,fineweb_edu,100000000,3050,rlb_fused_global_rational,GRAIN,soap_adamw,SOAP,rlb_soap,GRAIN + SOAP,3,0,0,0,0,,,0,,,,0,,,,,,,pending
18l_1024d,fineweb_edu,100000000,3050,silu,SwiGLU,soap_adamw,SOAP,silu_soap,SwiGLU + SOAP,3,0,0,0,0,,,0,,,,0,,,,,,,pending
