update,loss_tokens,proposal_accepted,functional_refresh,ledger_measurement,coefficient_abs_deviation_mean,coefficient_abs_deviation_max,budget_residual,beta2,fixed_activation_congruence,response_departure_energy
1,262144,True,True,functional,0.39690956473350525,2.440695285797119,3.8350034774977314e-16,0.95,1.0,0.0
2,524288,True,False,gradient_surrogate,0.26888173818588257,1.6969866752624512,0.0,0.95,1.0,0.0
3,786432,True,False,gradient_surrogate,0.26080867648124695,2.528822898864746,1.2267469995697399e-15,0.95,1.0,0.0
4,1048576,True,False,gradient_surrogate,0.2626734972000122,2.695051908493042,4.082075413619902e-16,0.95,1.0,0.0
5,1310720,False,False,gradient_surrogate,0.0,0.0,4.0470109643511227e-16,0.95,1.0,0.0
6,1572864,False,False,gradient_surrogate,0.0,0.0,2.0125925047336767e-16,0.95,1.0,0.0
7,1835008,False,False,gradient_surrogate,0.0,0.0,9.959183048440364e-16,0.95,1.0,0.0
8,2097152,False,False,gradient_surrogate,0.0,0.0,1.963247283360607e-16,0.95,1.0,0.0
9,2359296,False,True,functional,0.0,0.0,3.86874199112939e-16,0.95,1.0,0.0
10,2621440,False,False,gradient_surrogate,0.0,0.0,3.821782779813615e-16,0.95,1.0,0.0
11,2883584,False,False,gradient_surrogate,0.0,0.0,1.1336016071950055e-15,0.95,1.0,0.0
12,3145728,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
13,3407872,False,False,gradient_surrogate,0.0,0.0,5.580903179955032e-16,0.95,1.0,0.0
14,3670016,False,False,gradient_surrogate,0.0,0.0,3.6557139249368496e-16,0.95,1.0,0.0
15,3932160,False,False,gradient_surrogate,0.0,0.0,1.8064378884884922e-16,0.95,1.0,0.0
16,4194304,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
17,4456448,False,True,functional,0.0,0.0,5.352443169255875e-16,0.95,1.0,0.0
18,4718592,False,False,gradient_surrogate,0.0,0.0,8.829747573363595e-16,0.95,1.0,0.0
19,4980736,False,False,gradient_surrogate,0.0,0.0,3.4999328366242317e-16,0.95,1.0,0.0
20,5242880,False,False,gradient_surrogate,0.0,0.0,1.0433670637236465e-15,0.95,1.0,0.0
21,5505024,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
22,5767168,False,False,gradient_surrogate,0.0,0.0,3.4202946965743297e-16,0.95,1.0,0.0
23,6029312,False,False,gradient_surrogate,0.0,0.0,3.3940140570130523e-16,0.95,1.0,0.0
24,6291456,False,False,gradient_surrogate,0.0,0.0,5.062238154674552e-16,0.95,1.0,0.0
25,6553600,False,True,functional,0.0,0.0,6.716430576955188e-16,0.95,1.0,0.0
26,6815744,False,False,gradient_surrogate,0.0,0.0,5.017505339378839e-16,0.95,1.0,0.0
27,7077888,False,False,gradient_surrogate,0.0,0.0,3.33612707710376e-16,0.95,1.0,0.0
28,7340032,False,False,gradient_surrogate,0.0,0.0,8.329900925524205e-16,0.95,1.0,0.0
29,7602176,False,False,gradient_surrogate,0.0,0.0,6.663837424461936e-16,0.95,1.0,0.0
30,7864320,False,False,gradient_surrogate,0.0,0.0,3.3348017567706636e-16,0.95,1.0,0.0
31,8126464,False,False,gradient_surrogate,0.0,0.0,3.3402272402474226e-16,0.95,1.0,0.0
32,8388608,False,False,gradient_surrogate,0.0,0.0,3.345258522148876e-16,0.95,1.0,0.0
33,8650752,False,True,functional,0.0,0.0,0.0,0.95,1.0,0.0
34,8912896,False,False,gradient_surrogate,0.0,0.0,3.3548275645410605e-16,0.95,1.0,0.0
35,9175040,False,False,gradient_surrogate,0.0,0.0,1.0090717965737853e-15,0.95,1.0,0.0
36,9437184,False,False,gradient_surrogate,0.0,0.0,1.68793152184802e-16,0.95,1.0,0.0
37,9699328,False,False,gradient_surrogate,0.0,0.0,3.3929245164635516e-16,0.95,1.0,0.0
38,9961472,False,False,gradient_surrogate,0.0,0.0,5.118075575575996e-16,0.95,1.0,0.0
39,10223616,False,False,gradient_surrogate,0.0,0.0,1.1993405268022105e-15,0.95,1.0,0.0
40,10485760,False,False,gradient_surrogate,0.0,0.0,1.725267528194758e-16,0.95,1.0,0.0
41,10747904,False,True,functional,0.0,0.0,3.466210108909912e-16,0.95,1.0,0.0
42,11010048,False,False,gradient_surrogate,0.0,0.0,3.4909560802725845e-16,0.95,1.0,0.0
43,11272192,False,False,gradient_surrogate,0.0,0.0,5.273408039546584e-16,0.95,1.0,0.0
44,11534336,False,False,gradient_surrogate,0.0,0.0,1.7703308486317306e-16,0.95,1.0,0.0
45,11796480,False,False,gradient_surrogate,0.0,0.0,5.353896054342973e-16,0.95,1.0,0.0
46,12058624,False,False,gradient_surrogate,0.0,0.0,3.6026524663675977e-16,0.95,1.0,0.0
47,12320768,False,False,gradient_surrogate,0.0,0.0,5.432174279709721e-16,0.95,1.0,0.0
48,12582912,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
49,12845056,False,True,functional,0.0,0.0,1.8263235307627965e-16,0.95,1.0,0.0
50,13107200,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
51,13369344,False,False,gradient_surrogate,0.0,0.0,7.336085993334725e-16,0.95,1.0,0.0
52,13631488,False,False,gradient_surrogate,0.0,0.0,5.509815420789667e-16,0.95,1.0,0.0
53,13893632,False,False,gradient_surrogate,0.0,0.0,1.8381814863529308e-16,0.95,1.0,0.0
54,14155776,False,False,gradient_surrogate,0.0,0.0,3.6708563967555163e-16,0.95,1.0,0.0
55,14417920,False,False,gradient_surrogate,0.0,0.0,9.154150511185236e-16,0.95,1.0,0.0
56,14680064,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
57,14942208,False,True,functional,0.0,0.0,9.116198664661799e-16,0.95,1.0,0.0
58,15204352,False,False,gradient_surrogate,0.0,0.0,1.4491386323975607e-15,0.95,1.0,0.0
59,15466496,False,False,gradient_surrogate,0.0,0.0,1.801159892041805e-16,0.95,1.0,0.0
60,15728640,False,False,gradient_surrogate,0.0,0.0,1.7947476718289457e-16,0.95,1.0,0.0
61,15990784,False,False,gradient_surrogate,0.0,0.0,1.7866694920340218e-16,0.95,1.0,0.0
62,16252928,False,False,gradient_surrogate,0.0,0.0,1.787041432697138e-16,0.95,1.0,0.0
63,16515072,False,False,gradient_surrogate,0.0,0.0,7.123997640737659e-16,0.95,1.0,0.0
64,16777216,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
65,17039360,False,True,functional,0.0,0.0,3.542774497493903e-16,0.95,1.0,0.0
66,17301504,False,False,gradient_surrogate,0.0,0.0,5.277320155532124e-16,0.95,1.0,0.0
67,17563648,False,False,gradient_surrogate,0.0,0.0,5.291927643964844e-16,0.95,1.0,0.0
68,17825792,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
69,18087936,False,False,gradient_surrogate,0.0,0.0,7.02262734378617e-16,0.95,1.0,0.0
70,18350080,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
71,18612224,False,False,gradient_surrogate,0.0,0.0,1.0508574016271019e-15,0.95,1.0,0.0
72,18874368,False,False,gradient_surrogate,0.0,0.0,6.955922337791512e-16,0.95,1.0,0.0
73,19136512,False,True,functional,0.0,0.0,0.0,0.95,1.0,0.0
74,19398656,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
75,19660800,False,False,gradient_surrogate,0.0,0.0,1.043956865920102e-15,0.95,1.0,0.0
76,19922944,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
77,20185088,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
78,20447232,False,False,gradient_surrogate,0.0,0.0,3.456672492417644e-16,0.95,1.0,0.0
79,20709376,False,False,gradient_surrogate,0.0,0.0,5.198976212330666e-16,0.95,1.0,0.0
80,20971520,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
81,21233664,False,True,functional,0.0,0.0,0.0,0.95,1.0,0.0
82,21495808,False,False,gradient_surrogate,0.0,0.0,8.643482717486598e-16,0.95,1.0,0.0
83,21757952,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
84,22020096,False,False,gradient_surrogate,0.0,0.0,6.903198263068802e-16,0.95,1.0,0.0
85,22282240,False,False,gradient_surrogate,0.0,0.0,1.721993628189176e-16,0.95,1.0,0.0
86,22544384,False,False,gradient_surrogate,0.0,0.0,6.904353205988601e-16,0.95,1.0,0.0
87,22806528,False,False,gradient_surrogate,0.0,0.0,6.890129034599717e-16,0.95,1.0,0.0
88,23068672,False,False,gradient_surrogate,0.0,0.0,5.169494693000651e-16,0.95,1.0,0.0
89,23330816,False,True,functional,0.0,0.0,3.4415197523305625e-16,0.95,1.0,0.0
90,23592960,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
91,23855104,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
92,24117248,False,False,gradient_surrogate,0.0,0.0,1.702284235671001e-16,0.95,1.0,0.0
93,24379392,False,False,gradient_surrogate,0.0,0.0,6.829481259048727e-16,0.95,1.0,0.0
94,24641536,False,False,gradient_surrogate,0.0,0.0,3.4081887369345883e-16,0.95,1.0,0.0
95,24903680,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
96,25165824,False,False,gradient_surrogate,0.0,0.0,1.6966721352391995e-16,0.95,1.0,0.0
97,25427968,False,True,functional,0.0,0.0,8.539583863161796e-16,0.95,1.0,0.0
98,25690112,False,False,gradient_surrogate,0.0,0.0,3.382723104684329e-16,0.95,1.0,0.0
99,25952256,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
100,26214400,False,False,gradient_surrogate,0.0,0.0,3.3973499293977643e-16,0.95,1.0,0.0
101,26476544,False,False,gradient_surrogate,0.0,0.0,1.7080164277812978e-16,0.95,1.0,0.0
102,26738688,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
103,27000832,False,False,gradient_surrogate,0.0,0.0,3.357076253564807e-16,0.95,1.0,0.0
104,27262976,False,False,gradient_surrogate,0.0,0.0,6.710862845604346e-16,0.95,1.0,0.0
105,27525120,False,True,functional,0.0,0.0,3.338862004459696e-16,0.95,1.0,0.0
106,27787264,False,False,gradient_surrogate,0.0,0.0,3.354543387283637e-16,0.95,1.0,0.0
107,28049408,False,False,gradient_surrogate,0.0,0.0,1.6802059229688775e-16,0.95,1.0,0.0
108,28311552,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
109,28573696,False,False,gradient_surrogate,0.0,0.0,3.3787163184909993e-16,0.95,1.0,0.0
110,28835840,False,False,gradient_surrogate,0.0,0.0,3.406636499751389e-16,0.95,1.0,0.0
111,29097984,False,False,gradient_surrogate,0.0,0.0,8.386200729158962e-16,0.95,1.0,0.0
112,29360128,False,False,gradient_surrogate,0.0,0.0,6.740921390911065e-16,0.95,1.0,0.0
113,29622272,False,True,functional,0.0,0.0,8.361469111364867e-16,0.95,1.0,0.0
114,29884416,False,False,gradient_surrogate,0.0,0.0,3.400868284780713e-16,0.95,1.0,0.0
115,30146560,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
116,30408704,False,False,gradient_surrogate,0.0,0.0,8.535662388877572e-16,0.95,1.0,0.0
117,30670848,False,False,gradient_surrogate,0.0,0.0,6.826471049842362e-16,0.95,1.0,0.0
118,30932992,False,False,gradient_surrogate,0.0,0.0,6.793260484561748e-16,0.95,1.0,0.0
119,31195136,False,False,gradient_surrogate,0.0,0.0,6.840587437227403e-16,0.95,1.0,0.0
120,31457280,False,False,gradient_surrogate,0.0,0.0,3.4228882658305367e-16,0.95,1.0,0.0
121,31719424,True,True,functional,0.5732696056365967,2.8921704292297363,0.0,0.95,1.0,0.0
122,31981568,False,False,gradient_surrogate,0.0,0.0,7.116502812678679e-16,0.95,1.0,0.0
123,32243712,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
124,32505856,False,False,gradient_surrogate,0.0,0.0,1.7286953698247704e-16,0.95,1.0,0.0
125,32768000,False,False,gradient_surrogate,0.0,0.0,1.756931675436811e-16,0.95,1.0,0.0
126,33030144,False,False,gradient_surrogate,0.0,0.0,7.036941104919959e-16,0.95,1.0,0.0
127,33292288,False,False,gradient_surrogate,0.0,0.0,8.812059961586276e-16,0.95,1.0,0.0
128,33554432,False,False,gradient_surrogate,0.0,0.0,3.5752205760846578e-16,0.95,1.0,0.0
129,33816576,False,True,functional,0.0,0.0,5.320937242023763e-16,0.95,1.0,0.0
130,34078720,False,False,gradient_surrogate,0.0,0.0,7.203479360910218e-16,0.95,1.0,0.0
131,34340864,True,False,gradient_surrogate,0.6246060729026794,6.361353874206543,3.59638679933848e-16,0.95,1.0,0.0
132,34603008,False,False,gradient_surrogate,0.0,0.0,5.607309487763045e-16,0.95,1.0,0.0
133,34865152,False,False,gradient_surrogate,0.0,0.0,3.5855770080781824e-16,0.95,1.0,0.0
134,35127296,False,False,gradient_surrogate,0.0,0.0,8.735154755687979e-16,0.95,1.0,0.0
135,35389440,False,False,gradient_surrogate,0.0,0.0,6.739261950487234e-16,0.95,1.0,0.0
136,35651584,False,False,gradient_surrogate,0.0,0.0,7.038539503487766e-16,0.95,1.0,0.0
137,35913728,False,True,functional,0.0,0.0,7.090319077752267e-16,0.95,1.0,0.0
138,36175872,False,False,gradient_surrogate,0.0,0.0,5.39630746422546e-16,0.95,1.0,0.0
139,36438016,False,False,gradient_surrogate,0.0,0.0,1.8072630821320412e-16,0.95,1.0,0.0
140,36700160,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
141,36962304,False,False,gradient_surrogate,0.0,0.0,3.6802217359554835e-16,0.95,1.0,0.0
142,37224448,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
143,37486592,False,False,gradient_surrogate,0.0,0.0,9.367205941671525e-16,0.95,1.0,0.0
144,37748736,False,False,gradient_surrogate,0.0,0.0,1.8746551538363478e-16,0.95,1.0,0.0
145,38010880,False,True,functional,0.0,0.0,1.8737919597302127e-16,0.95,1.0,0.0
146,38273024,False,False,gradient_surrogate,0.0,0.0,7.440041126937357e-16,0.95,1.0,0.0
147,38535168,False,False,gradient_surrogate,0.0,0.0,3.74967310846981e-16,0.95,1.0,0.0
148,38797312,False,False,gradient_surrogate,0.0,0.0,3.7688980443598667e-16,0.95,1.0,0.0
149,39059456,False,False,gradient_surrogate,0.0,0.0,1.1270971049845261e-15,0.95,1.0,0.0
150,39321600,True,False,gradient_surrogate,0.6211472749710083,4.165860652923584,7.573775123088487e-16,0.95,1.0,0.0
151,39583744,False,False,gradient_surrogate,0.0,0.0,5.797597675183095e-16,0.95,1.0,0.0
152,39845888,True,False,gradient_surrogate,0.6621137857437134,5.540132999420166,0.0,0.95,1.0,0.0
153,40108032,False,True,functional,0.0,0.0,1.9468852513349692e-16,0.95,1.0,0.0
154,40370176,True,False,gradient_surrogate,0.6219711303710938,5.676862716674805,0.0,0.95,1.0,0.0
155,40632320,False,False,gradient_surrogate,0.0,0.0,7.721104801849529e-16,0.95,1.0,0.0
156,40894464,False,False,gradient_surrogate,0.0,0.0,1.9050681169192074e-16,0.95,1.0,0.0
157,41156608,False,False,gradient_surrogate,0.0,0.0,3.8654527064174693e-16,0.95,1.0,0.0
158,41418752,False,False,gradient_surrogate,0.0,0.0,3.853004750475148e-16,0.95,1.0,0.0
159,41680896,False,False,gradient_surrogate,0.0,0.0,3.8623938455583946e-16,0.95,1.0,0.0
160,41943040,False,False,gradient_surrogate,0.0,0.0,5.806722843679416e-16,0.95,1.0,0.0
161,42205184,False,True,functional,0.0,0.0,0.0,0.95,1.0,0.0
162,42467328,False,False,gradient_surrogate,0.0,0.0,3.8577006487586203e-16,0.95,1.0,0.0
163,42729472,False,False,gradient_surrogate,0.0,0.0,5.799245515045945e-16,0.95,1.0,0.0
164,42991616,False,False,gradient_surrogate,0.0,0.0,7.722705416863767e-16,0.95,1.0,0.0
165,43253760,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
166,43515904,True,False,gradient_surrogate,0.7096802592277527,5.529646396636963,5.791444291214379e-16,0.95,1.0,0.0
167,43778048,False,False,gradient_surrogate,0.0,0.0,3.8681108427913084e-16,0.95,1.0,0.0
168,44040192,False,False,gradient_surrogate,0.0,0.0,3.8503376290380373e-16,0.95,1.0,0.0
169,44302336,False,True,functional,0.0,0.0,3.8780580625560757e-16,0.95,1.0,0.0
170,44564480,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
171,44826624,False,False,gradient_surrogate,0.0,0.0,7.753656409889771e-16,0.95,1.0,0.0
172,45088768,False,False,gradient_surrogate,0.0,0.0,1.9355840727044335e-16,0.95,1.0,0.0
173,45350912,False,False,gradient_surrogate,0.0,0.0,7.745396752865674e-16,0.95,1.0,0.0
174,45613056,False,False,gradient_surrogate,0.0,0.0,7.746447264470599e-16,0.95,1.0,0.0
175,45875200,False,False,gradient_surrogate,0.0,0.0,3.8604366283161596e-16,0.95,1.0,0.0
176,46137344,False,False,gradient_surrogate,0.0,0.0,1.9353890408247858e-16,0.95,1.0,0.0
177,46399488,False,True,functional,0.0,0.0,0.0,0.95,1.0,0.0
178,46661632,False,False,gradient_surrogate,0.0,0.0,3.8558533674101e-16,0.95,1.0,0.0
179,46923776,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
180,47185920,False,False,gradient_surrogate,0.0,0.0,1.9249209314734295e-16,0.95,1.0,0.0
181,47448064,False,False,gradient_surrogate,0.0,0.0,3.8574251937829805e-16,0.95,1.0,0.0
182,47710208,False,False,gradient_surrogate,0.0,0.0,3.87431871229153e-16,0.95,1.0,0.0
183,47972352,False,False,gradient_surrogate,0.0,0.0,1.9334082489358197e-16,0.95,1.0,0.0
184,48234496,False,False,gradient_surrogate,0.0,0.0,5.7648688331961e-16,0.95,1.0,0.0
185,48496640,False,True,functional,0.0,0.0,0.0,0.95,1.0,0.0
186,48758784,False,False,gradient_surrogate,0.0,0.0,3.851882407774869e-16,0.95,1.0,0.0
187,49020928,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
188,49283072,False,False,gradient_surrogate,0.0,0.0,7.731931300042023e-16,0.95,1.0,0.0
189,49545216,True,False,gradient_surrogate,0.6363438963890076,5.579164505004883,5.799054911478973e-16,0.95,1.0,0.0
190,49807360,False,False,gradient_surrogate,0.0,0.0,1.9271901103276273e-16,0.95,1.0,0.0
191,50069504,True,False,gradient_surrogate,0.7377082705497742,3.937612295150757,5.822786263635373e-16,0.95,1.0,0.0
192,50331648,False,False,gradient_surrogate,0.0,0.0,7.693733627215184e-16,0.95,1.0,0.0
193,50593792,True,True,functional,0.5819128751754761,5.10249662399292,0.0,0.95,1.0,0.0
194,50855936,False,False,gradient_surrogate,0.0,0.0,3.8186482472179013e-16,0.95,1.0,0.0
195,51118080,False,False,gradient_surrogate,0.0,0.0,7.69514553141091e-16,0.95,1.0,0.0
196,51380224,False,False,gradient_surrogate,0.0,0.0,7.649504225704606e-16,0.95,1.0,0.0
197,51642368,False,False,gradient_surrogate,0.0,0.0,3.831382693964414e-16,0.95,1.0,0.0
198,51904512,False,False,gradient_surrogate,0.0,0.0,1.9151044690452573e-16,0.95,1.0,0.0
199,52166656,False,False,gradient_surrogate,0.0,0.0,1.1489587545239501e-15,0.95,1.0,0.0
200,52428800,False,False,gradient_surrogate,0.0,0.0,3.821922877595311e-16,0.95,1.0,0.0
201,52690944,True,True,functional,0.7737888097763062,6.987512111663818,1.9155324159712681e-16,0.95,1.0,0.0
202,52953088,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
203,53215232,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
204,53477376,False,False,gradient_surrogate,0.0,0.0,3.809325318110944e-16,0.95,1.0,0.0
205,53739520,True,False,gradient_surrogate,0.6404904723167419,5.423649787902832,3.856629424718018e-16,0.95,1.0,0.0
206,54001664,False,False,gradient_surrogate,0.0,0.0,7.602688630001709e-16,0.95,1.0,0.0
207,54263808,False,False,gradient_surrogate,0.0,0.0,1.9075523176246264e-16,0.95,1.0,0.0
208,54525952,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
209,54788096,False,True,functional,0.0,0.0,7.615439859128041e-16,0.95,1.0,0.0
210,55050240,True,False,gradient_surrogate,0.6288753747940063,8.645966529846191,1.9110955037239552e-16,0.95,1.0,0.0
211,55312384,False,False,gradient_surrogate,0.0,0.0,3.7695737187523715e-16,0.95,1.0,0.0
212,55574528,True,False,gradient_surrogate,0.5616811513900757,8.16801929473877,3.837105793861073e-16,0.95,1.0,0.0
213,55836672,False,False,gradient_surrogate,0.0,0.0,3.785750795316604e-16,0.95,1.0,0.0
214,56098816,True,False,gradient_surrogate,0.807187557220459,10.502206802368164,0.0,0.95,1.0,0.0
215,56360960,False,False,gradient_surrogate,0.0,0.0,1.8892918665501906e-16,0.95,1.0,0.0
216,56623104,True,False,gradient_surrogate,0.27126383781433105,3.838348865509033,7.645228548040867e-16,0.95,1.0,0.0
217,56885248,True,True,functional,0.5077187418937683,11.857475280761719,1.9110302595530556e-16,0.95,1.0,0.0
218,57147392,False,False,gradient_surrogate,0.0,0.0,1.521301813860037e-15,0.95,1.0,0.0
219,57409536,True,False,gradient_surrogate,0.24734532833099365,3.136287212371826,1.140502027654276e-15,0.95,1.0,0.0
220,57671680,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
221,57933824,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
222,58195968,True,False,gradient_surrogate,0.810912013053894,7.418765068054199,0.0,0.95,1.0,0.0
223,58458112,False,False,gradient_surrogate,0.0,0.0,3.774007348366299e-16,0.95,1.0,0.0
224,58720256,True,False,gradient_surrogate,0.29506105184555054,2.363877534866333,7.722819815623464e-16,0.95,1.0,0.0
225,58982400,False,True,functional,0.0,0.0,1.8997195343168247e-16,0.95,1.0,0.0
226,59244544,True,False,gradient_surrogate,0.47994694113731384,5.757626533508301,3.831536211699574e-16,0.95,1.0,0.0
227,59506688,False,False,gradient_surrogate,0.0,0.0,7.564413449629478e-16,0.95,1.0,0.0
228,59768832,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
229,60030976,True,False,gradient_surrogate,0.7436561584472656,5.896658897399902,7.629091120770309e-16,0.95,1.0,0.0
230,60293120,False,False,gradient_surrogate,0.0,0.0,1.8959696805020092e-16,0.95,1.0,0.0
231,60555264,True,False,gradient_surrogate,0.24843637645244598,4.191827774047852,1.1353725448950108e-15,0.95,1.0,0.0
232,60817408,True,False,gradient_surrogate,0.34244829416275024,3.238145351409912,0.0,0.95,1.0,0.0
233,61079552,True,True,functional,0.44944852590560913,4.646580219268799,3.7573828484072965e-16,0.95,1.0,0.0
234,61341696,False,False,gradient_surrogate,0.0,0.0,3.746862760915941e-16,0.95,1.0,0.0
235,61603840,False,False,gradient_surrogate,0.0,0.0,7.470491914237211e-16,0.95,1.0,0.0
236,61865984,True,False,gradient_surrogate,0.5438632965087891,7.029499053955078,3.7475761924265614e-16,0.95,1.0,0.0
237,62128128,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
238,62390272,True,False,gradient_surrogate,0.34108853340148926,3.696087121963501,3.761262249548689e-16,0.95,1.0,0.0
239,62652416,True,False,gradient_surrogate,0.22127044200897217,4.382676124572754,5.6138353871015485e-16,0.95,1.0,0.0
240,62914560,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
241,63176704,True,True,functional,0.3572993278503418,3.7258529663085938,1.1294250967036477e-15,0.95,1.0,0.0
242,63438848,False,False,gradient_surrogate,0.0,0.0,1.8594543408354198e-16,0.95,1.0,0.0
243,63700992,True,False,gradient_surrogate,0.38472864031791687,4.276902675628662,1.8959369607546318e-16,0.95,1.0,0.0
244,63963136,False,False,gradient_surrogate,0.0,0.0,1.8664731916943715e-16,0.95,1.0,0.0
245,64225280,False,False,gradient_surrogate,0.0,0.0,7.477915415671244e-16,0.95,1.0,0.0
246,64487424,False,False,gradient_surrogate,0.0,0.0,3.7174655949976546e-16,0.95,1.0,0.0
247,64749568,False,False,gradient_surrogate,0.0,0.0,3.7210954000545185e-16,0.95,1.0,0.0
248,65011712,False,False,gradient_surrogate,0.0,0.0,3.723880488221502e-16,0.95,1.0,0.0
249,65273856,True,True,functional,0.3329787254333496,4.978005886077881,1.8804385664989077e-16,0.95,1.0,0.0
250,65536000,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
251,65798144,False,False,gradient_surrogate,0.0,0.0,3.757585108062974e-16,0.95,1.0,0.0
252,66060288,False,False,gradient_surrogate,0.0,0.0,7.471277587737117e-16,0.95,1.0,0.0
253,66322432,False,False,gradient_surrogate,0.0,0.0,5.601585995273083e-16,0.95,1.0,0.0
254,66584576,False,False,gradient_surrogate,0.0,0.0,3.7123197396911007e-16,0.95,1.0,0.0
255,66846720,False,False,gradient_surrogate,0.0,0.0,3.7141395462226395e-16,0.95,1.0,0.0
256,67108864,False,False,gradient_surrogate,0.0,0.0,7.397437140493905e-16,0.95,1.0,0.0
257,67371008,False,True,functional,0.0,0.0,3.711394933689228e-16,0.95,1.0,0.0
258,67633152,True,False,gradient_surrogate,0.348766028881073,4.156139373779297,0.0,0.95,1.0,0.0
259,67895296,False,False,gradient_surrogate,0.0,0.0,0.0,0.95,1.0,0.0
260,68157440,False,False,gradient_surrogate,0.0,0.0,3.691226311374516e-16,0.95,1.0,0.0
261,68419584,False,False,gradient_surrogate,0.0,0.0,7.379606373593488e-16,0.95,1.0,0.0
262,68681728,True,False,gradient_surrogate,0.2401522696018219,3.6080334186553955,3.6838755372258206e-16,0.95,1.0,0.0
263,68943872,False,False,gradient_surrogate,0.0,0.0,1.104452858275408e-15,0.95,1.0,0.0
264,69206016,False,False,gradient_surrogate,0.0,0.0,3.7327972449818263e-16,0.95,1.0,0.0
265,69468160,True,True,functional,0.6194049119949341,5.448074817657471,1.847873666342462e-16,0.95,1.0,0.0
266,69730304,False,False,gradient_surrogate,0.0,0.0,3.695535763000976e-16,0.95,1.0,0.0
267,69992448,True,False,gradient_surrogate,0.6469941735267639,5.542186737060547,3.698375821328764e-16,0.95,1.0,0.0
268,70254592,True,False,gradient_surrogate,0.5082282423973083,4.474029541015625,3.6677877197711286e-16,0.95,1.0,0.0
269,70516736,False,False,gradient_surrogate,0.0,0.0,7.306665404083863e-16,0.95,1.0,0.0
270,70778880,False,False,gradient_surrogate,0.0,0.0,5.523785174630381e-16,0.95,1.0,0.0
271,71041024,False,False,gradient_surrogate,0.0,0.0,1.8397599240400523e-16,0.95,1.0,0.0
272,71303168,True,False,gradient_surrogate,0.8716646432876587,7.996687889099121,1.8381570426779233e-16,0.95,1.0,0.0
273,71565312,False,True,functional,0.0,0.0,0.0,0.95,1.0,0.0
274,71827456,False,False,gradient_surrogate,0.0,0.0,1.828632933290884e-16,0.95,1.0,0.0
275,72089600,True,False,gradient_surrogate,0.5210661888122559,3.383965015411377,3.694596935075904e-16,0.95,1.0,0.0
276,72351744,False,False,gradient_surrogate,0.0,0.0,9.188746413172423e-16,0.95,1.0,0.0
277,72613888,True,False,gradient_surrogate,0.5680674314498901,4.545176029205322,3.6585476814269573e-16,0.95,1.0,0.0
278,72876032,False,False,gradient_surrogate,0.0,0.0,7.337833268870257e-16,0.95,1.0,0.0
279,73138176,True,False,gradient_surrogate,0.3295958638191223,2.965536594390869,1.8686304691574103e-16,0.95,1.0,0.0
280,73400320,False,False,gradient_surrogate,0.0,0.0,3.703067370278058e-16,0.95,1.0,0.0
