task,task_safe,method,gauge_log_scale,step,loss,train_ppl,path
Code,synthetic_code,RLB+AdamW,2.0,670,0.11643714234232902,1.1234868884934266,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_adamw_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+AdamW,2.0,680,0.11565122827887535,1.122604271223746,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_adamw_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+AdamW,2.0,690,0.11495920419692993,1.1218276707776624,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_adamw_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+AdamW,2.0,700,0.11501301303505898,1.1218880366453021,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_adamw_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+AdamW,2.0,710,0.1149856612086296,1.1218573513781016,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_adamw_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+AdamW,2.0,720,0.11389580145478248,1.120635350227171,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_adamw_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+AdamW,2.0,730,0.11362308710813522,1.1203297785585868,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_adamw_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+AdamW,2.0,740,0.11362138167023658,1.1203278679073527,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_adamw_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+AdamW,2.0,750,0.11310990452766419,1.1197549923296022,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_adamw_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,1,10.876128196716309,52898.39074669643,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,10,10.810989591810438,49562.49075328554,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,20,10.472664260864258,35336.2370201208,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,30,9.803517818450928,18097.296083651854,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,40,8.863391399383545,7068.413956213644,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,50,7.582217264175415,1962.97658135134,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,60,5.792160749435425,327.7203815193307,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,70,3.846330237388611,46.82092588991098,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,80,2.371747386455536,10.716101103506274,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,90,1.664106798171997,5.280954184604405,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,100,1.4480322480201722,4.25473401122212,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,110,1.3391159653663636,3.815668830524727,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,120,1.2376634359359742,3.4475486281945864,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,130,1.1445554494857788,3.1410446933848037,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,140,1.0212518393993377,2.7766685322782396,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,150,0.897113424539566,2.4525135184188156,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,160,0.7670479714870453,2.1533999635807644,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,170,0.6371567726135254,1.8910964111918966,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,180,0.5156225502490998,1.6746807502560832,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,190,0.4205217033624649,1.5227557752352507,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,200,0.3658312767744064,1.4417119718381093,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,210,0.31964304149150846,1.3766362745891396,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,220,0.2847671151161194,1.329452382703234,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,230,0.25561078935861586,1.291250061859792,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,240,0.2349792391061783,1.2648825083688453,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,250,0.21861877292394638,1.2443568037464519,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,260,0.20772505849599837,1.230874704479465,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,270,0.20159978568553924,1.2233583046194976,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,280,0.1927965223789215,1.2126360241205236,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,290,0.1894352301955223,1.2085668428162248,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,300,0.18256000876426698,1.200286176482692,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,310,0.1782909646630287,1.1951730237638936,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,320,0.1738903343677521,1.189925064780197,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,330,0.1696610689163208,1.1849031827354468,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,340,0.1658012792468071,1.1803385206561374,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,350,0.16159010529518128,1.175378361201277,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,360,0.15655972212553024,1.1694806041009156,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,370,0.15393946170806885,1.1664202715500849,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,380,0.15079537630081177,1.1627587057496735,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,390,0.14655403941869735,1.1578374979932318,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,400,0.14338246881961822,1.1541711517373523,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,410,0.14159911572933198,1.152114691289751,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,420,0.13780923038721085,1.1477565723107963,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,430,0.13623540103435516,1.145951620043353,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,440,0.13273658603429794,1.1419491533541344,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,450,0.13127292096614837,1.1402789448798434,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,460,0.12937856763601302,1.138120898359992,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,470,0.12694689258933067,1.1353567203247772,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,480,0.12547949627041816,1.1336919238095864,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,490,0.12289620116353035,1.130767042552389,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,500,0.12290794178843498,1.1307803185420242,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,510,0.12046485841274261,1.1280210998173346,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,520,0.11947790160775185,1.1269083409295015,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,530,0.11886539533734322,1.126218313849036,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,540,0.1170199029147625,1.1241418031663768,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,550,0.11525184586644173,1.122156012341012,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,560,0.11596044898033142,1.1229514573797585,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,570,0.11551064103841782,1.122446458480618,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,580,0.1148306168615818,1.1216834272209035,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,590,0.1131482720375061,1.119797955364478,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,600,0.11286012753844261,1.119475338225986,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,610,0.11146761476993561,1.1179175394025802,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,620,0.1100117415189743,1.1162911773359634,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,630,0.11005693301558495,1.1163416253448224,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,640,0.10903938859701157,1.115206275886945,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,650,0.10875871106982231,1.1148933064709186,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,660,0.10890853404998779,1.115060355622249,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,670,0.10815880224108695,1.114224672712969,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,680,0.10720817744731903,1.1131659664092193,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,690,0.10676199421286584,1.112669401205616,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,700,0.10646586269140243,1.112339953505283,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,710,0.10664971470832825,1.1125444782498095,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,720,0.1052210882306099,1.1109562025470396,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,730,0.1049865648150444,1.1106956878534664,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,740,0.10488402768969536,1.1105818061491475,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB+Muon,2.0,750,0.10427731052041053,1.1099082014638886,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_rlb_muon_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,1,10.876128196716309,52898.39074669643,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,10,9.175272623697916,9655.40000369062,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,20,7.428868198394776,1683.9006529803637,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,30,5.508642053604126,246.81573685788803,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,40,3.9752850770950316,53.26529945836938,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,50,2.6292818546295167,13.8638100952262,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,60,1.8616098284721374,6.434086213959835,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,70,1.4627880215644837,4.317981387179642,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,80,1.2053213238716125,3.337831430690039,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,90,0.9192080736160279,2.507304003311261,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,100,0.7526478052139283,2.1226128478572286,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,110,0.6872998416423798,1.9883394469917453,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,120,0.6168842792510987,1.8531451547844684,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,130,0.5663122057914733,1.7617580557374113,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,140,0.5012575775384903,1.6507959698114643,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,150,0.39540156424045564,1.4849803862284319,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,160,0.3113255500793457,1.365233600755386,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,170,0.2664097785949707,1.3052698207456253,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,180,0.2374609127640724,1.2680254322128235,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,190,0.21430623829364776,1.2390020265678472,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,200,0.19733589440584182,1.2181531428206382,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,210,0.18550395518541335,1.203824961116645,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,220,0.18141600787639617,1.1989138331617553,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,230,0.1778224751353264,1.1946132288577322,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,240,0.17400907576084138,1.1900663665290783,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,250,0.1688113898038864,1.1838968228528508,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,260,0.16627054810523986,1.180892546749719,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,270,0.4073910087347031,1.5028916345464218,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,280,0.4226264476776123,1.5259641620290518,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,290,0.2689677238464355,1.3086129033738099,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
Code,synthetic_code,RLB MatrixPolicy,2.0,300,0.17178093045949935,1.1874176776738385,experiments/runs/rlb_gauge_stress_20260529/synthetic_code/synthetic_code_matrix_policy_gauge2p0_20260529/rlb_fused_fixed_strong_ffn.jsonl
