model_scale,dataset,train_tokens,steps_required,activation,activation_display_name,optimizer,optimizer_display_name,method,method_display_name,runs_total,runs_reached_required_step,runs_stopped_early,runs_non_finite,endpoint_seed_count,validation_loss_mean,validation_loss_sample_std,matched_control_seed_count,matched_control_validation_loss_mean,lead_vs_matched_control_mean,lead_vs_matched_control_sample_std,exact_time_ratio_seed_count,exact_total_time_ratio_mean,exact_total_time_ratio_sample_std,total_seconds_mean,total_seconds_sample_std,mean_seconds_per_step,tokens_per_second_mean,status
12l_768d,fineweb_edu,100000000,3050,silu,SwiGLU,lion,Lion,silu_lion,SwiGLU + Lion,3,3,0,0,3,4.149365666666667,0.009179800778520675,0,,,,0,,,2095.366792498981,268.9172702268946,0.6681949950469339,49554.4688033775,complete
12l_768d,fineweb_edu,300000000,9150,rlb_fused_global_rational,GRAIN,lion,Lion,rlb_lion,GRAIN + Lion,3,3,0,0,3,3.74162491162618,0.021373844228871144,3,3.7440171241760254,0.0023922125498453775,0.0009905556403959892,0,,,3964.429545542613,88.44789411009963,0.40777801589925167,80381.31878442307,complete
12l_768d,fineweb_edu,300000000,9150,silu,SwiGLU,lion,Lion,silu_lion,SwiGLU + Lion,3,3,0,0,3,3.7440171241760254,0.020802429964423597,0,,,,0,,,4467.183848329005,689.9003406989606,0.47093125241710254,70922.98621982608,complete
18l_1024d,c4_en,300000000,9150,rlb_fused_global_rational,GRAIN,lion,Lion,rlb_lion,GRAIN + Lion,3,0,0,0,0,,,0,,,,0,,,,,,,pending
18l_1024d,c4_en,300000000,9150,silu,SwiGLU,lion,Lion,silu_lion,SwiGLU + Lion,3,0,0,0,0,,,0,,,,0,,,,,,,pending
18l_1024d,dclm,300000000,9150,rlb_fused_global_rational,GRAIN,lion,Lion,rlb_lion,GRAIN + Lion,3,0,0,0,0,,,0,,,,0,,,,,,,pending
18l_1024d,dclm,300000000,9150,silu,SwiGLU,lion,Lion,silu_lion,SwiGLU + Lion,3,0,0,0,0,,,0,,,,0,,,,,,,pending
18l_1024d,dolma_sample,300000000,9150,rlb_fused_global_rational,GRAIN,lion,Lion,rlb_lion,GRAIN + Lion,3,0,0,0,0,,,0,,,,0,,,,,,,pending
18l_1024d,dolma_sample,300000000,9150,silu,SwiGLU,lion,Lion,silu_lion,SwiGLU + Lion,3,0,0,0,0,,,0,,,,0,,,,,,,pending
18l_1024d,fineweb,300000000,9150,rlb_fused_global_rational,GRAIN,lion,Lion,rlb_lion,GRAIN + Lion,3,0,0,0,0,,,0,,,,0,,,,,,,pending
18l_1024d,fineweb,300000000,9150,silu,SwiGLU,lion,Lion,silu_lion,SwiGLU + Lion,3,0,0,0,0,,,0,,,,0,,,,,,,pending
18l_1024d,fineweb_edu,300000000,9150,rlb_fused_global_rational,GRAIN,lion,Lion,rlb_lion,GRAIN + Lion,3,0,0,0,0,,,0,,,,0,,,,,,,pending
18l_1024d,fineweb_edu,300000000,9150,silu,SwiGLU,lion,Lion,silu_lion,SwiGLU + Lion,3,0,0,0,0,,,0,,,,0,,,,,,,pending
