row,row_id,source_phase,source_row_index,source_row_id,seed,method,activation,optimizer,complete,final_val_loss,final_val_ppl,steps,global_tokens_per_step,total_tokens,slurm_job_id,slurm_restart_count,slurm_node,timing_attempt_id,timing_node_override_reason,timing_integrity_issues,jsonl
285,E2_m0_300m_fineweb_edu_m0_300m_seed1337_silu_adamw,E2_m0_300m,285,E2_m0_300m_fineweb_edu_m0_300m_seed1337_silu_adamw,1337,silu_adamw,silu,adamw,True,3.7887895107269287,44.2028607892093,9150,32768,299827200,,,,,,,experiments/runs/iclr26_main/E2_m0_300m/fineweb_edu/E2_m0_300m_fineweb_edu_m0_300m_seed1337_silu_adamw/silu.jsonl
286,E2_m0_300m_fineweb_edu_m0_300m_seed1337_rlb_adamw,E2_global_rational_optimizers_300m,126,E2_global_rational_optimizers_300m_fineweb_edu_m0_300m_seed1337_rlb_adamw,1337,rlb_adamw,rlb_fused_global_rational,adamw,True,3.7840514183044434,43.99391893325088,9150,32768,299827200,982153,0,lancer-compute-01,982153:0:1782535259,,,experiments/runs/iclr26_main/E2_global_rational_optimizers_300m/fineweb_edu/E2_global_rational_optimizers_300m_fineweb_edu_m0_300m_seed1337_rlb_adamw/rlb_fused_global_rational.jsonl
287,E2_m0_300m_fineweb_edu_m0_300m_seed1337_silu_muon,E2_m0_300m,287,E2_m0_300m_fineweb_edu_m0_300m_seed1337_silu_muon,1337,silu_muon,silu,muon,True,3.732583999633789,41.78694623102123,9150,32768,299827200,,,,,,,experiments/runs/iclr26_main/E2_m0_300m/fineweb_edu/E2_m0_300m_fineweb_edu_m0_300m_seed1337_silu_muon/silu.jsonl
288,E2_m0_300m_fineweb_edu_m0_300m_seed1337_rlb_muon,E2_global_rational_optimizers_300m,127,E2_global_rational_optimizers_300m_fineweb_edu_m0_300m_seed1337_rlb_muon,1337,rlb_muon,rlb_fused_global_rational,muon,True,3.7179641723632812,41.180472368755815,9150,32768,299827200,982154,0,ellis-compute-02,982154:0:1782541068,,,experiments/runs/iclr26_main/E2_global_rational_optimizers_300m/fineweb_edu/E2_global_rational_optimizers_300m_fineweb_edu_m0_300m_seed1337_rlb_muon/rlb_fused_global_rational.jsonl
289,E2_m0_300m_fineweb_edu_m0_300m_seed1337_silu_lion,E2_m0_300m,289,E2_m0_300m_fineweb_edu_m0_300m_seed1337_silu_lion,1337,silu_lion,silu,lion,True,3.7271487712860107,41.56044074842222,9150,32768,299827200,,,,,,,experiments/runs/iclr26_main/E2_m0_300m/fineweb_edu/E2_m0_300m_fineweb_edu_m0_300m_seed1337_silu_lion/silu.jsonl
290,E2_m0_300m_fineweb_edu_m0_300m_seed1337_rlb_lion,E2_global_rational_optimizers_300m,128,E2_global_rational_optimizers_300m_fineweb_edu_m0_300m_seed1337_rlb_lion,1337,rlb_lion,rlb_fused_global_rational,lion,True,3.7236318588256836,41.41453303920807,9150,32768,299827200,982155,0,lancer-compute-01,982155:0:1782539409,,,experiments/runs/iclr26_main/E2_global_rational_optimizers_300m/fineweb_edu/E2_global_rational_optimizers_300m_fineweb_edu_m0_300m_seed1337_rlb_lion/rlb_fused_global_rational.jsonl
291,E2_m0_300m_fineweb_edu_m0_300m_seed1337_silu_soap,E2_m0_300m,291,E2_m0_300m_fineweb_edu_m0_300m_seed1337_silu_soap,1337,silu_soap,silu,soap_adamw,True,3.8445794582366943,46.739024505528164,9150,32768,299827200,,,,,,,experiments/runs/iclr26_main/E2_m0_300m/fineweb_edu/E2_m0_300m_fineweb_edu_m0_300m_seed1337_silu_soap/silu.jsonl
292,E2_m0_300m_fineweb_edu_m0_300m_seed1337_rlb_soap,E2_global_rational_optimizers_300m,129,E2_global_rational_optimizers_300m_fineweb_edu_m0_300m_seed1337_rlb_soap,1337,rlb_soap,rlb_fused_global_rational,soap_adamw,True,3.816362142562866,45.43860811005284,9150,32768,299827200,982156,0,zabih-compute-01,982156:0:1782545973,,,experiments/runs/iclr26_main/E2_global_rational_optimizers_300m/fineweb_edu/E2_global_rational_optimizers_300m_fineweb_edu_m0_300m_seed1337_rlb_soap/rlb_fused_global_rational.jsonl
293,E2_m0_300m_fineweb_edu_m0_300m_seed1337_silu_ademamix,E2_m0_300m,293,E2_m0_300m_fineweb_edu_m0_300m_seed1337_silu_ademamix,1337,silu_ademamix,silu,ademamix,True,nan,485165195.4097903,9150,32768,299827200,,,,,,,experiments/runs/iclr26_main/E2_m0_300m/fineweb_edu/E2_m0_300m_fineweb_edu_m0_300m_seed1337_silu_ademamix/silu.jsonl
294,E2_m0_300m_fineweb_edu_m0_300m_seed1337_rlb_ademamix,E2_global_rational_optimizers_300m,130,E2_global_rational_optimizers_300m_fineweb_edu_m0_300m_seed1337_rlb_ademamix,1337,rlb_ademamix,rlb_fused_global_rational,ademamix,False,nan,nan,9150,32768,299827200,982157,0,zabih-compute-01,982157:0:1782543554,,,experiments/runs/iclr26_main/E2_global_rational_optimizers_300m/fineweb_edu/E2_global_rational_optimizers_300m_fineweb_edu_m0_300m_seed1337_rlb_ademamix/rlb_fused_global_rational.jsonl
295,E2_m0_300m_fineweb_edu_m0_300m_seed1337_silu_came,E2_m0_300m,295,E2_m0_300m_fineweb_edu_m0_300m_seed1337_silu_came,1337,silu_came,silu,adafactor_came,True,4.13820743560791,62.6903441892331,9150,32768,299827200,,,,,,,experiments/runs/iclr26_main/E2_m0_300m/fineweb_edu/E2_m0_300m_fineweb_edu_m0_300m_seed1337_silu_came/silu.jsonl
296,E2_m0_300m_fineweb_edu_m0_300m_seed1337_rlb_came,E2_global_rational_optimizers_300m,131,E2_global_rational_optimizers_300m_fineweb_edu_m0_300m_seed1337_rlb_came,1337,rlb_came,rlb_fused_global_rational,adafactor_came,True,4.185757637023926,65.74329160451606,9150,32768,299827200,982158,0,zabih-compute-01,982158:0:1782550051,,,experiments/runs/iclr26_main/E2_global_rational_optimizers_300m/fineweb_edu/E2_global_rational_optimizers_300m_fineweb_edu_m0_300m_seed1337_rlb_came/rlb_fused_global_rational.jsonl
297,E2_m0_300m_fineweb_edu_m0_300m_seed1337_silu_schedulefree,E2_m0_300m,297,E2_m0_300m_fineweb_edu_m0_300m_seed1337_silu_schedulefree,1337,silu_schedulefree,silu,schedule_free_adamw,True,4.134111404418945,62.43408775962889,9150,32768,299827200,,,,,,,experiments/runs/iclr26_main/E2_m0_300m/fineweb_edu/E2_m0_300m_fineweb_edu_m0_300m_seed1337_silu_schedulefree/silu.jsonl
