target_loss,matrixpolicy_mean_tokens_all_hits,matrixpolicy_hit_seeds,matrixpolicy_mean_tokens_second_best_common,second_best_mean_tokens_common,second_best_common_seeds,saved_tokens_vs_second_best,saved_fraction_vs_second_best,matrixpolicy_mean_tokens_silu_adamw_common,silu_adamw_mean_tokens_common,silu_adamw_common_seeds,saved_tokens_vs_silu_adamw,saved_fraction_vs_silu_adamw
4.2,74820266.66666667,3,74820266.66666667,79735466.66666667,3,4915200.0,0.06164383561643835,74820266.66666667,93388800.0,3,18568533.33333333,0.19883040935672508
4.1,98850133.33333333,3,98850133.33333333,99942400.0,3,1092266.6666666716,0.01092896174863393,98850133.33333333,117964800.0,3,19114666.66666667,0.1620370370370371
4.0,126702933.33333333,3,126702933.33333333,128341333.33333333,3,1638400.0,0.012765957446808512,126702933.33333333,151825066.66666666,3,25122133.33333333,0.16546762589928055
3.9,162201600.0,3,162201600.0,166570666.66666666,3,4369066.666666657,0.026229508196721252,162201600.0,200430933.33333334,3,38229333.33333334,0.19073569482288832
3.85,183500800.0,3,183500800.0,191146666.66666666,3,7645866.666666657,0.03999999999999995,183500800.0,237021866.66666666,3,53521066.66666666,0.2258064516129032
3.8,209715200.0,3,209715200.0,223368533.33333334,3,13653333.333333343,0.061124694376528156,203161600.0,287539200.0,2,84377600.0,0.2934472934472934
3.75,244121600.0,3,234291200.0,262963200.0,2,28672000.0,0.10903426791277258,nan,nan,0,nan,nan
