task,method,step,loss,lr,seconds_per_step
fineweb,SiLU+AdamW,1800,4.598062181472779,0.00013926513242255067,0.6195670470129698
fineweb,SiLU+AdamW,1810,4.587948608398437,0.00013780589153557232,0.6221914285095409
fineweb,SiLU+AdamW,1820,4.596090078353882,0.0001363499549560718,0.6220220532966778
fineweb,SiLU+AdamW,1830,4.583031415939331,0.0001348974995922986,0.6225168193224817
fineweb,SiLU+AdamW,1840,4.559881353378296,0.00013344870192950604,0.6210420905146747
fineweb,SiLU+AdamW,1850,4.602466011047364,0.00013200373800850669,0.6197387915570289
fineweb,SiLU+AdamW,1860,4.55384669303894,0.00013056278340428193,0.6245830596191808
fineweb,SiLU+AdamW,1870,4.56667947769165,0.00012912601320464842,0.6231931278016418
fineweb,SiLU+AdamW,1880,4.570444345474243,0.0001276936019889831,0.622304393351078
fineweb,SiLU+AdamW,1890,4.576059341430664,0.00012626572380701058,0.6210199518129229
fineweb,SiLU+AdamW,1900,4.594409990310669,0.0001248425521576549,0.6229912129230797
fineweb,SiLU+AdamW,1910,4.589406681060791,0.00012342425996795747,0.6228403316577896
fineweb,SiLU+AdamW,1920,4.572465229034424,0.00012201101957206532,0.6230269029736519
fineweb,SiLU+AdamW,1930,4.561817359924317,0.00012060300269029124,0.6258475281763822
fineweb,SiLU+AdamW,1940,4.542353820800781,0.00011920038040824796,0.6259136973647401
fineweb,SiLU+AdamW,1950,4.572420310974121,0.00011780332315606016,0.6297353918198496
fineweb,SiLU+AdamW,1960,4.561170291900635,0.00011641200068765563,0.6270740221720189
fineweb,SiLU+AdamW,1970,4.5887610912323,0.00011502658206013892,0.6254006265895441
fineweb,SiLU+AdamW,1980,4.535384654998779,0.00011364723561324927,0.6223900717217475
fineweb,SiLU+AdamW,1990,4.53996434211731,0.00011227412894890628,0.6206994317239151
fineweb,SiLU+AdamW,2000,4.5338132858276365,0.00011090742891084471,0.6224578193156048
fineweb,SiLU+AdamW,2010,4.545357513427734,0.00010954730156434157,0.623592812102288
fineweb,SiLU+AdamW,2020,4.55191216468811,0.00010819391217603787,0.6228710929863155
fineweb,SiLU+AdamW,2030,4.539335584640503,0.00010684742519385737,0.6239300409099087
fineweb,SiLU+AdamW,2040,4.548482227325439,0.00010550800422702489,0.6217224815161899
fineweb,SiLU+AdamW,2050,4.547691535949707,0.00010417581202618635,0.6201783713884652
fineweb,SiLU+AdamW,2060,4.512645244598389,0.00010285101046363306,0.6213717248989269
fineweb,SiLU+AdamW,2070,4.524394369125366,0.00010153376051363338,0.6239342464599759
fineweb,SiLU+AdamW,2080,4.5208878993988035,0.00010022422223287245,0.6252808346645906
fineweb,SiLU+AdamW,2090,4.519703722000122,9.892255474100456e-05,0.6266463712789119
fineweb,SiLU+AdamW,2100,4.527079057693482,9.762891620131822e-05,0.6258393950294703
fineweb,SiLU+AdamW,2110,4.510869359970092,9.634346380151855e-05,0.6253123973030597
fineweb,SiLU+AdamW,2120,4.494577550888062,9.506635373462743e-05,0.622395277558826
fineweb,SiLU+AdamW,2130,4.5151660442352295,9.379774118000463e-05,0.6192893870873377
fineweb,SiLU+AdamW,2140,4.534541225433349,9.253778028449258e-05,0.6164169949945062
fineweb,SiLU+AdamW,2150,4.510828924179077,9.128662414368604e-05,0.6174199713394046
fineweb,SiLU+AdamW,2160,4.517543363571167,9.004442478332968e-05,0.6167458638781682
fineweb,SiLU+AdamW,2170,4.49874324798584,8.881133314084598e-05,0.6173454495379701
fineweb,SiLU+AdamW,2180,4.564894962310791,8.758749904699466e-05,0.61983696911484
fineweb,SiLU+AdamW,2190,4.5085235118865965,8.637307120766755e-05,0.6243858168134466
fineweb,SiLU+AdamW,2200,4.50663013458252,8.516819718581906e-05,0.6203807224519551
fineweb,SiLU+AdamW,2210,4.494720935821533,8.397302338353651e-05,0.6217779190512374
fineweb,SiLU+AdamW,2220,4.4771911144256595,8.278769502425084e-05,0.6227694686735049
fineweb,SiLU+AdamW,2230,4.518730592727661,8.161235613509075e-05,0.621710297302343
fineweb,SiLU+AdamW,2240,4.493149042129517,8.044714952938238e-05,0.6202295140828937
fineweb,SiLU+AdamW,2250,4.486043405532837,7.929221678929623e-05,0.621455944981426
fineweb,SiLU+AdamW,2260,4.493928241729736,7.814769824864366e-05,0.623260785266757
fineweb,SiLU+AdamW,2270,4.482169914245605,7.701373297582546e-05,0.6222007545875385
fineweb,SiLU+AdamW,2280,4.505322408676148,7.589045875693352e-05,0.6203452298650518
fineweb,SiLU+AdamW,2290,4.466740417480469,7.477801207900909e-05,0.6186078232480213
fineweb,SiLU+AdamW,2300,4.474746227264404,7.367652811345809e-05,0.6196874517947435
fineweb,SiLU+AdamW,2310,4.471378374099731,7.258614069962701e-05,0.6204872765112668
fineweb,SiLU+AdamW,2320,4.469245433807373,7.15069823285402e-05,0.6189803018700332
fineweb,SiLU+AdamW,2330,4.479778671264649,7.043918412680096e-05,0.6219633325235918
fineweb,SiLU+AdamW,2340,4.486914348602295,6.938287584065885e-05,0.6225337588693947
fineweb,SiLU+AdamW,2350,4.4840660572052,6.833818582024439e-05,0.6234656348126009
fineweb,SiLU+AdamW,2360,4.461888599395752,6.730524100397324e-05,0.6197396183153614
fineweb,SiLU+AdamW,2370,4.480756425857544,6.628416690312251e-05,0.6188138115219772
fineweb,SiLU+AdamW,2380,4.478622150421143,6.527508758657974e-05,0.622371053788811
fineweb,SiLU+AdamW,2390,4.4690615177154545,6.427812566576775e-05,0.6192284540040418
fineweb,SiLU+AdamW,2400,4.443965864181519,6.329340227974629e-05,0.6175428004469723
fineweb,SiLU+AdamW,2410,4.466437435150146,6.232103708049272e-05,0.6183014318579808
fineweb,SiLU+AdamW,2420,4.440896654129029,6.136114821836304e-05,0.6213275414891541
fineweb,SiLU+AdamW,2430,4.448755884170533,6.0413852327735977e-05,0.6222560305614024
fineweb,SiLU+AdamW,2440,4.451994895935059,5.9479264512840794e-05,0.6207298699067906
fineweb,SiLU+AdamW,2450,4.448635149002075,5.855749833377125e-05,0.6191377501003444
fineweb,SiLU+AdamW,2460,4.4486963748931885,5.764866579268692e-05,0.6195192659273744
fineweb,SiLU+AdamW,2470,4.450128984451294,5.6752877320204306e-05,0.6213882426265627
fineweb,SiLU+AdamW,2480,4.454206037521362,5.5870241761978464e-05,0.6190534992376342
fineweb,SiLU+AdamW,2490,4.449119281768799,5.50008663654772e-05,0.619071798119694
fineweb,SiLU+AdamW,2500,4.41571078300476,5.414485676694995e-05,0.6233060326194391
fineweb,SiLU+AdamW,2510,4.442761993408203,5.330231697859196e-05,0.6236164694884792
fineweb,SiLU+AdamW,2520,4.462507009506226,5.2473349375905794e-05,0.6233390612993389
fineweb,SiLU+AdamW,2530,4.4514354228973385,5.1658054685262116e-05,0.6235452021937817
fineweb,SiLU+AdamW,2540,4.414714384078979,5.085653197166052e-05,0.6218361238250509
fineweb,SiLU+AdamW,2550,4.444049453735351,5.006887862669219e-05,0.6185975390253589
fineweb,SiLU+AdamW,2560,4.451309442520142,4.9295190356706257e-05,0.6175555001944304
fineweb,SiLU+AdamW,2570,4.4483311653137205,4.853556117118055e-05,0.6175654946360737
fineweb,SiLU+AdamW,2580,4.453925657272339,4.779008337129862e-05,0.6222487758146599
fineweb,SiLU+AdamW,2590,4.440193223953247,4.705884753873448e-05,0.6224779370240867
fineweb,SiLU+AdamW,2600,4.434758424758911,4.634194252464623e-05,0.6248919520759955
fineweb,SiLU+AdamW,2610,4.400572729110718,4.5639455438879834e-05,0.6197408579057082
fineweb,SiLU+AdamW,2620,4.431514406204224,4.495147163938453e-05,0.6211306503042578
fineweb,SiLU+AdamW,2630,4.401068449020386,4.4278074721841174e-05,0.6224658824270591
fineweb,SiLU+AdamW,2640,4.41934061050415,4.361934650950481e-05,0.617423826851882
fineweb,SiLU+AdamW,2650,4.4141181945800785,4.297536704326216e-05,0.6203074013348668
fineweb,SiLU+AdamW,2660,4.405194044113159,4.234621457190635e-05,0.6198150449665263
fineweb,SiLU+AdamW,2670,4.423924160003662,4.173196554262883e-05,0.621305956481956
fineweb,SiLU+AdamW,2680,4.395202159881592,4.113269459173043e-05,0.6221982040908187
fineweb,SiLU+AdamW,2690,4.415962409973145,4.0548474535552446e-05,0.621739575243555
fineweb,SiLU+AdamW,2700,4.421599864959717,3.9979376361628946e-05,0.6167055162601173
fineweb,SiLU+AdamW,2710,4.413718891143799,3.942546922006115e-05,0.6162741050356999
fineweb,SiLU+AdamW,2720,4.408806562423706,3.888682041511499e-05,0.6169328616233543
fineweb,SiLU+AdamW,2730,4.409147167205811,3.836349539704333e-05,0.6177751297829672
fineweb,SiLU+AdamW,2740,4.40667314529419,3.7855557754133057e-05,0.6202534209005535
fineweb,SiLU+AdamW,2750,4.41930046081543,3.7363069204978575e-05,0.6235002824570983
fineweb,SiLU+AdamW,2760,4.4085523128509525,3.688608959098262e-05,0.6273503543110565
fineweb,SiLU+AdamW,2770,4.418148136138916,3.6424676869084926e-05,0.6225404974538833
fineweb,SiLU+AdamW,2780,4.415426397323609,3.597888710472001e-05,0.6235435152426362
fineweb,SiLU+AdamW,2790,4.411127328872681,3.554877446500471e-05,0.6198898414848373
fineweb,SiLU+AdamW,2800,4.419126796722412,3.513439121215659e-05,0.6211304296273739
fineweb,SiLU+AdamW,2810,4.41310076713562,3.473578769714351e-05,0.6215559811796993
fineweb,SiLU+AdamW,2820,4.422609329223633,3.435301235356557e-05,0.6232562529854476
fineweb,SiLU+AdamW,2830,4.38833441734314,3.3986111691770114e-05,0.6225383261218667
fineweb,SiLU+AdamW,2840,4.403831100463867,3.36351302932003e-05,0.6238022066419944
fineweb,SiLU+AdamW,2850,4.407929515838623,3.330011080497806e-05,0.6228909340454265
fineweb,SiLU+AdamW,2860,4.401011180877686,3.298109393472216e-05,0.6197111431509257
fineweb,SiLU+AdamW,2870,4.398707723617553,3.267811844560191e-05,0.618269596924074
fineweb,SiLU+AdamW,2880,4.406290912628174,3.2391221151627036e-05,0.6182752749882638
fineweb,SiLU+AdamW,2890,4.386476945877075,3.212043691317456e-05,0.617376609169878
fineweb,SiLU+AdamW,2900,4.388772058486938,3.1865798632752955e-05,0.6215117232175544
fineweb,SiLU+AdamW,2910,4.4215099811553955,3.1627337251004223e-05,0.6222405107226223
fineweb,SiLU+AdamW,2920,4.405242300033569,3.140508174294431e-05,0.6246978493174538
fineweb,SiLU+AdamW,2930,4.364818096160889,3.119905911444245e-05,0.6207385720219463
fineweb,SiLU+AdamW,2940,4.421271896362304,3.1009294398939736e-05,0.6192155193304643
fineweb,SiLU+AdamW,2950,4.376060485839844,3.0835810654407316e-05,0.6183819815982133
fineweb,SiLU+AdamW,2960,4.414794206619263,3.0678628960544684e-05,0.6176814664620907
fineweb,SiLU+AdamW,2970,4.3970513343811035,3.053776841621831e-05,0.6203222469892353
fineweb,SiLU+AdamW,2980,4.370607709884643,3.0413246137140968e-05,0.6202649410581216
fineweb,SiLU+AdamW,2990,4.399363851547241,3.030507725379207e-05,0.6236845863517374
fineweb,SiLU+AdamW,3000,4.414332723617553,3.0213274909579147e-05,0.622316787019372
fineweb,SiLU+AdamW,3010,4.373806428909302,3.0137850259240852e-05,0.6241698258789257
fineweb,SiLU+AdamW,3020,4.385226774215698,3.0078812467491507e-05,0.6223249099217355
fineweb,SiLU+AdamW,3030,4.41278076171875,3.0036168707907614e-05,0.6211032008985058
fineweb,SiLU+AdamW,3040,4.404859828948974,3.0009924162056113e-05,0.6218044424895197
fineweb,SiLU+AdamW,3050,4.396997404098511,3.0000082018864835e-05,0.6217030311236158
fineweb,RLB+AdamW,1,10.991342544555664,1.4999999999999998e-06,2.7628386800643057
fineweb,RLB+AdamW,10,10.670545366075304,1.4999999999999999e-05,1.6317845904966817
fineweb,RLB+AdamW,20,9.88674783706665,2.9999999999999997e-05,1.509908092371188
fineweb,RLB+AdamW,30,9.486927604675293,4.4999999999999996e-05,1.5105506950290875
