task,run_name,label,activation,optimizer,seed,step,tokens,gpu_hours_approx,loss,lr,seconds_per_step,grad_clip_triggered,grad_global_norm_before_clip
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,790,25886720,0.6405323016069209,5.247054243087769,7.106860548191599e-05,0.7297203436028212,False,0.6977673172950745
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,800,26214400,0.648522179822127,5.274788284301758,7.024969109890507e-05,0.7295874522998929,False,0.7178843021392822
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,810,26542080,0.6585950636978669,5.230190896987915,6.942782563310953e-05,0.7317722929976298,False,0.703339695930481
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,820,26869760,0.6647383781946782,5.2320352554321286,6.860347109133732e-05,0.729590902896598,False,0.7285982370376587
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,830,27197440,0.6723573649868033,5.200244045257568,6.777709087961573e-05,0.7290622029977385,False,0.6254146695137024
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,840,27525120,0.6809240379231051,5.223157072067261,6.694914954269044e-05,0.7295614692033269,False,0.6543338894844055
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,850,27852800,0.6910092858508707,5.204988670349121,6.612011250288442e-05,0.731656890900922,False,0.7503101825714111
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,860,28180480,0.6960453915418798,5.207715606689453,6.52904457984635e-05,0.7284195957996417,False,0.6593548655509949
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,870,28508160,0.7067762888328677,5.166054725646973,6.446061582165576e-05,0.7311478849995183,False,0.67578125
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,880,28835840,0.7235216186503466,5.1978716373443605,6.363108905647191e-05,0.7399652918014908,False,0.688021719455719
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,890,29163520,0.7322621881598186,5.178810071945191,6.280233181647404e-05,0.7404898531953222,False,0.6153103709220886
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,900,29491200,0.7357519938028417,5.190811634063721,6.197480998264016e-05,0.7357519938028417,False,0.6895045042037964
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,910,29818880,0.7415315713872487,5.167922925949097,6.114898874147208e-05,0.7333828728005756,False,0.6382753252983093
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,920,30146560,0.7460993396619516,5.157565307617188,6.032533232349346e-05,0.7298797887997353,False,0.6653391122817993
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,930,30474240,0.7545141017729474,5.145049333572388,5.950430374228544e-05,0.7301749371996266,False,0.6282753944396973
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,940,30801920,0.7622329828812507,5.146143960952759,5.868636453420626e-05,0.7297975368011975,False,0.6722633242607117
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,950,31129600,0.7743002072854627,5.160653495788575,5.787197449894134e-05,0.7335475647967542,False,0.6852731704711914
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,960,31457280,0.7809962081070989,5.133069038391113,5.70615914410296e-05,0.7321839451004053,False,0.6945809125900269
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,970,31784960,0.7919545354261289,5.146367835998535,5.625567091251139e-05,0.7348031771995011,False,0.6765385866165161
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,980,32112640,0.7992954182705985,5.114300394058228,5.54546659568425e-05,0.7340468126974884,False,0.6870782375335693
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,990,32440320,0.8085294520606112,5.1172160625457765,5.46590268542186e-05,0.7350267746005557,False,0.6455968618392944
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1000,32768000,0.8188110679992759,5.118234348297119,5.386920086845278e-05,0.7369299611993483,False,0.595915675163269
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1010,33095680,0.820017062370882,5.110749530792236,5.3085631995548916e-05,0.7307082733997958,False,0.6643341779708862
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1020,33423360,0.8295213329523298,5.121645784378051,5.23087607141119e-05,0.7319305878991145,False,0.651106595993042
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1030,33751040,0.8458260900275005,5.078443765640259,5.153902373773523e-05,0.7390713408007287,False,0.6019870638847351
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1040,34078720,0.8457422365588395,5.101558017730713,5.077685376950502e-05,0.7318923200989957,False,0.6977644562721252
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1050,34406400,0.8564446129198283,5.086524629592896,5.002267925875854e-05,0.73409538250271,False,0.6689275503158569
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1060,34734080,0.8632779261625061,5.102844142913819,4.9276924160233956e-05,0.7329718241002411,False,0.6768037676811218
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1070,35061760,0.867003700357422,5.0832044124603275,4.854000769574668e-05,0.7292554488987661,False,0.6197255849838257
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1080,35389440,0.8818658629216952,5.055963325500488,4.7812344118526286e-05,0.7348882191014127,False,0.6621086597442627
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1090,35717120,0.8868108031279472,5.098417901992798,4.709434248034654e-05,0.7322291035001399,False,0.6538208723068237
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1100,36044800,0.8959861974534256,5.055079174041748,4.6386406401579374e-05,0.7330796160982572,False,0.6413429975509644
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1110,36372480,0.9049048373773015,5.054707717895508,4.568893384430202e-05,0.7337066249005147,False,0.7120441198348999
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1120,36700160,0.9122556887062577,5.0782324314117435,4.500231688858506e-05,0.7330626069960999,False,0.6665046811103821
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1130,37027840,0.9217263127603089,5.021102857589722,4.432694151208688e-05,0.7341183021984762,False,0.5901243686676025
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1140,37355520,0.9341919513617176,5.0212384223937985,4.3663187373078653e-05,0.737519961601356,False,0.6085642576217651
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1150,37683200,0.9324481997904918,5.066020536422729,4.301142759702166e-05,0.7297420694012544,False,0.6586440205574036
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1160,38010880,0.9473806597851216,5.031710529327393,4.237202856681701e-05,0.7350367187988013,False,0.6485286951065063
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1170,38338560,0.9548878298682394,5.0409361839294435,4.174534971684571e-05,0.7345290998986457,False,0.6544651389122009
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1180,38666240,0.9587753360414515,5.0422264575958256,4.113174333091471e-05,0.7312693240994121,False,0.6293067336082458
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1190,38993920,0.968029800326185,5.0257025241851805,4.0531554344222654e-05,0.732123378397955,False,0.6826649904251099
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1200,39321600,0.9752058211966262,5.035366439819336,3.9945120149456625e-05,0.7314043658974697,False,0.689873456954956
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1210,39649280,0.9887309133284079,5.002359771728516,3.9372770407128786e-05,0.7354196875996422,False,0.6742944121360779
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1220,39976960,0.9986545609100722,5.011299324035645,3.881482686025976e-05,0.7367123809992335,False,0.6795573234558105
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1230,40304640,0.9945093189849771,5.006491804122925,3.827160315351262e-05,0.7276897455987636,False,0.6752134561538696
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1240,40632320,1.008888417115409,5.012271165847778,3.774340465687941e-05,0.7322577220998937,False,0.6462215781211853
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1250,40960000,1.0089083444432214,5.0030763149261475,3.723052829401924e-05,0.7264140079991194,False,0.6475561857223511
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1260,41287680,1.0256542881234783,5.014847993850708,3.673326237534441e-05,0.7326102058024844,False,0.6313768029212952
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1270,41615360,1.0352113969646193,4.988078451156616,3.625188643594836e-05,0.7336143758016987,False,0.7113313674926758
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1280,41943040,1.040483645869212,4.997010040283203,3.578667107846675e-05,0.7315900635017897,False,0.6512856483459473
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1290,42270720,1.0498574645534002,4.9876972198486325,3.533787782095973e-05,0.7324586962000467,False,0.6245856285095215
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1300,42598400,1.067065153263684,4.990957450866699,3.490575894990114e-05,0.738737413797935,False,0.7014336585998535
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1310,42926080,1.0676203338858774,5.016074848175049,3.4490557378357156e-05,0.7334796187002212,False,0.6728000640869141
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1320,43253760,1.0781730800120082,4.988839912414551,3.409250650943414e-05,0.7351180090990965,False,0.6738714575767517
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1330,43581440,1.0844310596684872,4.973586845397949,3.371183010507246e-05,0.7338255290989764,False,0.7641659379005432
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1340,43909120,1.0931748171303965,4.989863729476928,3.334874216026007e-05,0.7342218921025051,False,0.6792142987251282
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1350,44236800,1.104066160645016,4.9670545101165775,3.300344678273647e-05,0.7360441070966772,False,0.6673567295074463
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1360,44564480,1.107858224955853,4.965037727355957,3.2676138078254746e-05,0.7331414723972557,False,0.6546447277069092
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1370,44892160,1.104951677117416,4.982560682296753,3.236700004146616e-05,0.7258806637997622,False,0.6839686036109924
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1380,45219840,1.116585226325939,4.96839165687561,3.207620645248869e-05,0.7282077562995255,False,0.6635652780532837
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1390,45547520,1.126326774945515,4.977391719818115,3.180392077921753e-05,0.7292763291014126,False,0.6594139337539673
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1400,45875200,1.1294888226186028,4.954053163528442,3.155029608543255e-05,0.7260999573976733,False,0.6618449687957764
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1410,46202880,1.1600839018702875,4.984113359451294,3.131547494475447e-05,0.7404790863001836,False,0.6456084847450256
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1420,46530560,1.1658430923580374,4.957552909851074,3.109958936049791e-05,0.7389146360015729,False,0.6821284294128418
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1430,46858240,1.1740238440114383,4.952455854415893,3.0902760691466485e-05,0.7388961256016046,False,0.7109977602958679
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1440,47185920,1.1802124281600117,4.957921504974365,3.07250995837317e-05,0.7376327676000074,False,0.7030051946640015
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1450,47513600,1.1913273047783555,4.951458740234375,3.056670590843389e-05,0.7394445340003586,False,0.6679989695549011
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1460,47841280,1.1931430082916954,4.932904577255249,3.04276687056403e-05,0.7354991147003602,False,0.6931782364845276
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1470,48168960,1.2017127635564733,4.9488434314727785,3.0308066134291686e-05,0.7357425082998816,False,0.7053331136703491
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1480,48496640,1.2095415555180646,4.927052545547485,3.0207965428265734e-05,0.7355320270042285,False,0.6667726635932922
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1490,48824320,1.2233379876036876,4.9192064762115475,3.0127422858581973e-05,0.7389289858008852,False,0.6866163611412048
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1500,49152000,1.2277158021655243,4.930952024459839,3.0066483701769305e-05,0.7366294812993146,False,0.649901270866394
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1510,49479680,1.2293666795213196,4.919205856323242,3.0025182214414118e-05,0.732735106999462,False,0.6764270067214966
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1520,49807360,1.2493976764467596,4.946719646453857,3.0003541613903107e-05,0.7397749400013709,False,0.6998631358146667
dclm,dclm_adamw_lr0.0001_wd0.20_phase1_protocol_lock,SiLU+AdamW lr=0.0001 wd=0.2,silu,adamw,1337,1525,49971200,1.2511014801665523,4.955559825897216,3.0000098379777063e-05,0.7383549719015718,False,0.6654758453369141
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,1,32768,0.0016606268777913,11.086013793945312,1.4999999999999998e-06,1.49456419001217,True,4.724297523498535
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,10,327680,0.010372569927777577,10.458143658108181,1.4999999999999999e-05,0.933531293499982,True,2.9353926181793213
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,20,655360,0.019671070364355628,9.351434803009033,2.9999999999999997e-05,0.8851981663960032,True,1.9300719499588013
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,30,983040,0.02957318438673004,8.935747814178466,4.4999999999999996e-05,0.8871955316019011,True,1.5649735927581787
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,40,1310720,0.039496424253253885,8.460259246826173,5.9999999999999995e-05,0.8886695456982124,True,1.3126975297927856
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,50,1638400,0.04932672507760193,7.996836519241333,7.5e-05,0.8878810513968347,True,1.00669264793396
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,60,1966080,0.05918025843973737,7.586866760253907,8.999999999999999e-05,0.8877038765960605,False,0.8611604571342468
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,70,2293760,0.06914709366366474,7.343731260299682,0.00010499999999999999,0.8890340613899752,True,1.0064046382904053
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,80,2621440,0.0791198252617485,7.147149610519409,0.00011999999999999999,0.8900980341946706,False,0.7669894695281982
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,90,2949120,0.08903411004954251,6.996489572525024,0.00013499999999999997,0.890341100495425,False,0.5577327609062195
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,100,3276800,0.0988702521336058,6.8257190704345705,0.00015,0.8898322692024522,False,0.6390600204467773
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,110,3604480,0.10878999243412787,6.676286363601685,0.00016499999999999997,0.89009993809741,False,0.5849718451499939
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,120,3932160,0.11861649582589355,6.640211009979248,0.00017999999999999998,0.8896237186942016,False,0.8267654776573181
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,130,4259840,0.12839471185680143,6.51603136062622,0.000195,0.888886466700933,False,0.7624229192733765
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,140,4587520,0.1384913346137748,6.416793251037598,0.00020999999999999998,0.890301436802838,False,0.6976989507675171
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,150,4915200,0.14836908058399179,6.346075630187988,0.000225,0.8902144835039507,False,0.8041490316390991
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,160,5242880,0.15836056078215027,6.228344917297363,0.00023999999999999998,0.8907781543995952,False,0.6812747716903687
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,170,5570560,0.16844786588632915,6.2227705955505375,0.00025499999999999996,0.8917828193982131,False,0.8864752054214478
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,180,5898240,0.17767039869795553,6.072376155853272,0.00026999999999999995,0.8883519934897777,True,1.0671677589416504
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,190,6225920,0.18818738855793427,6.067542362213135,0.000285,0.8914139458007412,False,0.6183024644851685
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,200,6553600,0.1979187611775059,6.008479166030884,0.0003,0.8906344252987765,False,0.9597281813621521
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,210,6881280,0.20759434007651484,5.952984046936035,0.00029996926449872693,0.8896900288993492,False,0.599214494228363
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,220,7208960,0.2174839428922213,5.90785813331604,0.0002998630362889915,0.8897070391045417,False,0.8764029145240784
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,230,7536640,0.227579533895607,5.869909954071045,0.00029968099562149874,0.8905286108958534,False,0.599886417388916
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,240,7864320,0.23755492527969183,5.790040016174316,0.00029942324482933253,0.8908309697988444,False,0.674728274345398
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,250,8192000,0.2468347392213117,5.727692031860352,0.00029908992880557547,0.8886050611967221,False,0.6366711854934692
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,260,8519680,0.25660225953460514,5.704350852966309,0.0002986812349218578,0.8882385906967102,False,0.49060526490211487
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,270,8847360,0.26745777717093006,5.713918018341064,0.00029819739292302766,0.8915259239031001,False,0.644719123840332
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,280,9175040,0.27684341175533417,5.6257682800292965,0.0002976386747980014,0.8898538234992884,False,0.5794443488121033
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,290,9502720,0.28658536728804596,5.588548469543457,0.00029700539462686665,0.889402863997384,False,0.6588178277015686
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,300,9830400,0.29706139439949764,5.580232763290406,0.00029629790840432404,0.891184183198493,False,0.47512462735176086
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,310,10158080,0.30614723860577214,5.542165279388428,0.00029551661383956664,0.8888145636941772,False,0.5303481817245483
dclm,dclm_adamw_lr0.0003_wd0.03_phase1_protocol_lock,RLB+AdamW lr=0.0003 wd=0.03,rlb_fused_fixed_strong_ffn,adamw,1337,320,10485760,0.3165116575267166,5.516165781021118,0.00029466195013271067,0.8901890367938904,False,0.5720655918121338
