task,seed,method,step,loss,lr,seconds_per_step
fineweb_edu,3407,SiLU+Muon,2120,4.304459,0.000095,1.855615
fineweb_edu,3407,SiLU+Muon,2130,4.312033,0.000094,1.821791
fineweb_edu,3407,SiLU+Muon,2140,4.309032,0.000093,2.036541
fineweb_edu,3407,SiLU+Muon,2150,4.290778,0.000091,1.723831
fineweb_edu,3407,SiLU+Muon,2160,4.305319,0.000090,1.822152
fineweb_edu,3407,SiLU+Muon,2170,4.293475,0.000089,1.755546
fineweb_edu,3407,SiLU+Muon,2180,4.288079,0.000088,1.896400
fineweb_edu,3407,SiLU+Muon,2190,4.292754,0.000086,1.706862
fineweb_edu,3407,SiLU+Muon,2200,4.274536,0.000085,1.838133
fineweb_edu,3407,SiLU+Muon,2210,4.252877,0.000084,1.801496
fineweb_edu,3407,SiLU+Muon,2220,4.269860,0.000083,1.656627
fineweb_edu,3407,SiLU+Muon,2230,4.268530,0.000082,1.956361
fineweb_edu,3407,SiLU+Muon,2240,4.278655,0.000080,1.986378
fineweb_edu,3407,SiLU+Muon,2250,4.255156,0.000079,1.890936
fineweb_edu,3407,SiLU+Muon,2260,4.260765,0.000078,1.794456
fineweb_edu,3407,SiLU+Muon,2270,4.243780,0.000077,1.929096
fineweb_edu,3407,SiLU+Muon,2280,4.244455,0.000076,1.819185
fineweb_edu,3407,SiLU+Muon,2290,4.260547,0.000075,1.877626
fineweb_edu,3407,SiLU+Muon,2300,4.256781,0.000074,1.929347
fineweb_edu,3407,SiLU+Muon,2310,4.254286,0.000073,1.835401
fineweb_edu,3407,SiLU+Muon,2320,4.239473,0.000072,1.940318
fineweb_edu,3407,SiLU+Muon,2330,4.235964,0.000070,1.972320
fineweb_edu,3407,SiLU+Muon,2340,4.247734,0.000069,1.934236
fineweb_edu,3407,SiLU+Muon,2350,4.251270,0.000068,1.746692
fineweb_edu,3407,SiLU+Muon,2360,4.268353,0.000067,1.923496
fineweb_edu,3407,SiLU+Muon,2370,4.219610,0.000066,1.918676
fineweb_edu,3407,SiLU+Muon,2380,4.216842,0.000065,1.854537
fineweb_edu,3407,SiLU+Muon,2390,4.229818,0.000064,1.951922
fineweb_edu,3407,SiLU+Muon,2400,4.226406,0.000063,1.697077
fineweb_edu,3407,SiLU+Muon,2410,4.232540,0.000062,1.813243
fineweb_edu,3407,SiLU+Muon,2420,4.222730,0.000061,1.891296
fineweb_edu,3407,SiLU+Muon,2430,4.227563,0.000060,1.874690
fineweb_edu,3407,SiLU+Muon,2440,4.202755,0.000059,1.943733
fineweb_edu,3407,SiLU+Muon,2450,4.235300,0.000059,1.928934
fineweb_edu,3407,SiLU+Muon,2460,4.241625,0.000058,1.975587
fineweb_edu,3407,SiLU+Muon,2470,4.229158,0.000057,1.841419
fineweb_edu,3407,SiLU+Muon,2480,4.218062,0.000056,1.953514
fineweb_edu,3407,SiLU+Muon,2490,4.233731,0.000055,1.992491
fineweb_edu,3407,SiLU+Muon,2500,4.218694,0.000054,1.795971
fineweb_edu,3407,SiLU+Muon,2510,4.216350,0.000053,1.939079
fineweb_edu,3407,SiLU+Muon,2520,4.222435,0.000052,1.978764
fineweb_edu,3407,SiLU+Muon,2530,4.224416,0.000052,1.900367
fineweb_edu,3407,SiLU+Muon,2540,4.174904,0.000051,1.771272
fineweb_edu,3407,SiLU+Muon,2550,4.217659,0.000050,1.865273
fineweb_edu,3407,SiLU+Muon,2560,4.209115,0.000049,1.687893
fineweb_edu,3407,SiLU+Muon,2570,4.204406,0.000049,1.875894
fineweb_edu,3407,SiLU+Muon,2580,4.194046,0.000048,1.948196
fineweb_edu,3407,SiLU+Muon,2590,4.173657,0.000047,1.899981
fineweb_edu,3407,SiLU+Muon,2600,4.202335,0.000046,1.722432
fineweb_edu,3407,SiLU+Muon,2610,4.197307,0.000046,1.934803
fineweb_edu,3407,SiLU+Muon,2620,4.172710,0.000045,1.910814
fineweb_edu,3407,SiLU+Muon,2630,4.200382,0.000044,1.799055
fineweb_edu,3407,SiLU+Muon,2640,4.205173,0.000044,1.915260
fineweb_edu,3407,SiLU+Muon,2650,4.206737,0.000043,1.914887
fineweb_edu,3407,SiLU+Muon,2660,4.188070,0.000042,1.788047
fineweb_edu,3407,SiLU+Muon,2670,4.204729,0.000042,1.788857
fineweb_edu,3407,SiLU+Muon,2680,4.172870,0.000041,1.974517
fineweb_edu,3407,SiLU+Muon,2690,4.208226,0.000041,1.869384
fineweb_edu,3407,SiLU+Muon,2700,4.186443,0.000040,1.937609
fineweb_edu,3407,SiLU+Muon,2710,4.163730,0.000039,1.926894
fineweb_edu,3407,SiLU+Muon,2720,4.182965,0.000039,1.892455
fineweb_edu,3407,SiLU+Muon,2730,4.192504,0.000038,1.900359
fineweb_edu,3407,SiLU+Muon,2740,4.181312,0.000038,1.912272
fineweb_edu,3407,SiLU+Muon,2750,4.184970,0.000037,1.955670
fineweb_edu,3407,SiLU+Muon,2760,4.168400,0.000037,1.893795
fineweb_edu,3407,SiLU+Muon,2770,4.163109,0.000036,1.875535
fineweb_edu,3407,SiLU+Muon,2780,4.168303,0.000036,1.921844
fineweb_edu,3407,SiLU+Muon,2790,4.183274,0.000036,1.899813
fineweb_edu,3407,SiLU+Muon,2800,4.168055,0.000035,1.978278
fineweb_edu,3407,SiLU+Muon,2810,4.163338,0.000035,1.954280
fineweb_edu,3407,SiLU+Muon,2820,4.155380,0.000034,1.852284
fineweb_edu,3407,SiLU+Muon,2830,4.175036,0.000034,1.808946
fineweb_edu,3407,SiLU+Muon,2840,4.192288,0.000034,1.881869
fineweb_edu,3407,SiLU+Muon,2850,4.140069,0.000033,1.936161
fineweb_edu,3407,SiLU+Muon,2860,4.165918,0.000033,1.820943
fineweb_edu,3407,SiLU+Muon,2870,4.144558,0.000033,1.814900
fineweb_edu,3407,SiLU+Muon,2880,4.170853,0.000032,1.893199
fineweb_edu,3407,SiLU+Muon,2890,4.153843,0.000032,1.948167
fineweb_edu,3407,SiLU+Muon,2900,4.162282,0.000032,1.957002
fineweb_edu,3407,SiLU+Muon,2910,4.173937,0.000032,1.941168
fineweb_edu,3407,SiLU+Muon,2920,4.151586,0.000031,1.928011
fineweb_edu,3407,SiLU+Muon,2930,4.158698,0.000031,1.879269
fineweb_edu,3407,SiLU+Muon,2940,4.155266,0.000031,1.866443
fineweb_edu,3407,SiLU+Muon,2950,4.138904,0.000031,1.928201
fineweb_edu,3407,SiLU+Muon,2960,4.149619,0.000031,1.903783
fineweb_edu,3407,SiLU+Muon,2970,4.168969,0.000031,1.869507
fineweb_edu,3407,SiLU+Muon,2980,4.157453,0.000030,1.822858
fineweb_edu,3407,SiLU+Muon,2990,4.148058,0.000030,1.865533
fineweb_edu,3407,SiLU+Muon,3000,4.149744,0.000030,1.972785
fineweb_edu,3407,SiLU+Muon,3010,4.180524,0.000030,1.943763
fineweb_edu,3407,SiLU+Muon,3020,4.154403,0.000030,1.887439
fineweb_edu,3407,SiLU+Muon,3030,4.140460,0.000030,1.885934
fineweb_edu,3407,SiLU+Muon,3040,4.131584,0.000030,1.852007
fineweb_edu,3407,SiLU+Muon,3050,4.167864,0.000030,1.905007
fineweb_edu,3407,RLB+Muon,1,10.989019,0.000001,4.475060
fineweb_edu,3407,RLB+Muon,10,10.978257,0.000015,2.638318
fineweb_edu,3407,RLB+Muon,20,10.921205,0.000030,2.433203
fineweb_edu,3407,RLB+Muon,30,10.805883,0.000045,2.517683
fineweb_edu,3407,RLB+Muon,40,10.635207,0.000060,2.494963
fineweb_edu,3407,RLB+Muon,50,10.423369,0.000075,2.456569
fineweb_edu,3407,RLB+Muon,60,10.185623,0.000090,2.497956
fineweb_edu,3407,RLB+Muon,70,9.907206,0.000105,2.497848
fineweb_edu,3407,RLB+Muon,80,9.623372,0.000120,2.470452
fineweb_edu,3407,RLB+Muon,90,9.370556,0.000135,2.461654
fineweb_edu,3407,RLB+Muon,100,9.133181,0.000150,2.445739
fineweb_edu,3407,RLB+Muon,110,8.890432,0.000165,2.534612
fineweb_edu,3407,RLB+Muon,120,8.715222,0.000180,2.526003
fineweb_edu,3407,RLB+Muon,130,8.543715,0.000195,2.442709
fineweb_edu,3407,RLB+Muon,140,8.367778,0.000210,2.456624
fineweb_edu,3407,RLB+Muon,150,8.187368,0.000225,2.519184
fineweb_edu,3407,RLB+Muon,160,8.041516,0.000240,2.433284
fineweb_edu,3407,RLB+Muon,170,7.933206,0.000255,2.376257
fineweb_edu,3407,RLB+Muon,180,7.790738,0.000270,2.450706
fineweb_edu,3407,RLB+Muon,190,7.672806,0.000285,2.453479
fineweb_edu,3407,RLB+Muon,200,7.572101,0.000300,2.452806
fineweb_edu,3407,RLB+Muon,210,7.464068,0.000300,2.487401
fineweb_edu,3407,RLB+Muon,220,7.368453,0.000300,2.385165
fineweb_edu,3407,RLB+Muon,230,7.283049,0.000300,2.519424
fineweb_edu,3407,RLB+Muon,240,7.182971,0.000300,2.377914
fineweb_edu,3407,RLB+Muon,250,7.088633,0.000300,2.431160
fineweb_edu,3407,RLB+Muon,260,7.046662,0.000300,2.444341
fineweb_edu,3407,RLB+Muon,270,6.949387,0.000300,2.467515
fineweb_edu,3407,RLB+Muon,280,6.899251,0.000299,2.456174
fineweb_edu,3407,RLB+Muon,290,6.814110,0.000299,2.536690
fineweb_edu,3407,RLB+Muon,300,6.771137,0.000299,2.442515
fineweb_edu,3407,RLB+Muon,310,6.696981,0.000299,2.456432
fineweb_edu,3407,RLB+Muon,320,6.617085,0.000299,2.490714
fineweb_edu,3407,RLB+Muon,330,6.589197,0.000299,2.478842
fineweb_edu,3407,RLB+Muon,340,6.536191,0.000298,2.490595
fineweb_edu,3407,RLB+Muon,350,6.462655,0.000298,2.472834
fineweb_edu,3407,RLB+Muon,360,6.383667,0.000298,2.481516
fineweb_edu,3407,RLB+Muon,370,6.343784,0.000298,2.513650
fineweb_edu,3407,RLB+Muon,380,6.309936,0.000297,2.487343
fineweb_edu,3407,RLB+Muon,390,6.270997,0.000297,2.471824
fineweb_edu,3407,RLB+Muon,400,6.213919,0.000297,2.491310
fineweb_edu,3407,RLB+Muon,410,6.181708,0.000296,2.451354
fineweb_edu,3407,RLB+Muon,420,6.102082,0.000296,2.460688
fineweb_edu,3407,RLB+Muon,430,6.097205,0.000296,2.473445
fineweb_edu,3407,RLB+Muon,440,6.026368,0.000295,2.498964
fineweb_edu,3407,RLB+Muon,450,6.016274,0.000295,2.487257
fineweb_edu,3407,RLB+Muon,460,5.955630,0.000295,2.524488
fineweb_edu,3407,RLB+Muon,470,5.907790,0.000294,2.491160
fineweb_edu,3407,RLB+Muon,480,5.882162,0.000294,2.489416
fineweb_edu,3407,RLB+Muon,490,5.851132,0.000293,2.489908
fineweb_edu,3407,RLB+Muon,500,5.802006,0.000293,2.482593
fineweb_edu,3407,RLB+Muon,510,5.796804,0.000292,2.418684
fineweb_edu,3407,RLB+Muon,520,5.762524,0.000292,2.394794
fineweb_edu,3407,RLB+Muon,530,5.679169,0.000291,2.399611
fineweb_edu,3407,RLB+Muon,540,5.693896,0.000291,2.433871
fineweb_edu,3407,RLB+Muon,550,5.667245,0.000290,2.399764
fineweb_edu,3407,RLB+Muon,560,5.651858,0.000290,2.417887
fineweb_edu,3407,RLB+Muon,570,5.639266,0.000289,2.460178
fineweb_edu,3407,RLB+Muon,580,5.583933,0.000288,2.369168
fineweb_edu,3407,RLB+Muon,590,5.565764,0.000288,2.350744
fineweb_edu,3407,RLB+Muon,600,5.536657,0.000287,2.417522
fineweb_edu,3407,RLB+Muon,610,5.528442,0.000287,2.330050
fineweb_edu,3407,RLB+Muon,620,5.466237,0.000286,2.397810
fineweb_edu,3407,RLB+Muon,630,5.468005,0.000285,2.434795
fineweb_edu,3407,RLB+Muon,640,5.452250,0.000284,2.506348
fineweb_edu,3407,RLB+Muon,650,5.443088,0.000284,2.458518
fineweb_edu,3407,RLB+Muon,660,5.396405,0.000283,2.444579
fineweb_edu,3407,RLB+Muon,670,5.388522,0.000282,2.529224
fineweb_edu,3407,RLB+Muon,680,5.374822,0.000282,2.407961
fineweb_edu,3407,RLB+Muon,690,5.361232,0.000281,2.387520
fineweb_edu,3407,RLB+Muon,700,5.285072,0.000280,2.485558
fineweb_edu,3407,RLB+Muon,710,5.311310,0.000279,2.508032
fineweb_edu,3407,RLB+Muon,720,5.288039,0.000279,2.506139
fineweb_edu,3407,RLB+Muon,730,5.288039,0.000278,2.426999
fineweb_edu,3407,RLB+Muon,740,5.234999,0.000277,2.413771
fineweb_edu,3407,RLB+Muon,750,5.246790,0.000276,2.491056
fineweb_edu,3407,RLB+Muon,760,5.219300,0.000275,2.525802
fineweb_edu,3407,RLB+Muon,770,5.208688,0.000274,2.437530
fineweb_edu,3407,RLB+Muon,780,5.184295,0.000273,2.464119
fineweb_edu,3407,RLB+Muon,790,5.181243,0.000273,2.535279
fineweb_edu,3407,RLB+Muon,800,5.166516,0.000272,2.495631
fineweb_edu,3407,RLB+Muon,810,5.153528,0.000271,2.398944
fineweb_edu,3407,RLB+Muon,820,5.162093,0.000270,2.499197
fineweb_edu,3407,RLB+Muon,830,5.109113,0.000269,2.503963
fineweb_edu,3407,RLB+Muon,840,5.107928,0.000268,2.491866
fineweb_edu,3407,RLB+Muon,850,5.102109,0.000267,2.431275
fineweb_edu,3407,RLB+Muon,860,5.086650,0.000266,2.472710
fineweb_edu,3407,RLB+Muon,870,5.059316,0.000265,2.490845
fineweb_edu,3407,RLB+Muon,880,5.020371,0.000264,2.444099
fineweb_edu,3407,RLB+Muon,890,5.027429,0.000263,2.462453
fineweb_edu,3407,RLB+Muon,900,5.013818,0.000262,2.442984
fineweb_edu,3407,RLB+Muon,910,4.989030,0.000261,2.505704
fineweb_edu,3407,RLB+Muon,920,4.985077,0.000260,2.437203
fineweb_edu,3407,RLB+Muon,930,4.976209,0.000259,2.436962
fineweb_edu,3407,RLB+Muon,940,4.979205,0.000258,2.487137
fineweb_edu,3407,RLB+Muon,950,4.940751,0.000257,2.477186
fineweb_edu,3407,RLB+Muon,960,4.946515,0.000255,2.402108
fineweb_edu,3407,RLB+Muon,970,4.931455,0.000254,2.438014
fineweb_edu,3407,RLB+Muon,980,4.934443,0.000253,2.523745
fineweb_edu,3407,RLB+Muon,990,4.883806,0.000252,2.460691
fineweb_edu,3407,RLB+Muon,1000,4.913666,0.000251,2.462118
fineweb_edu,3407,RLB+Muon,1010,4.908238,0.000250,2.466718
fineweb_edu,3407,RLB+Muon,1020,4.864344,0.000249,2.515203
fineweb_edu,3407,RLB+Muon,1030,4.889876,0.000247,2.452968
fineweb_edu,3407,RLB+Muon,1040,4.874581,0.000246,2.403967
fineweb_edu,3407,RLB+Muon,1050,4.860436,0.000245,2.469717
fineweb_edu,3407,RLB+Muon,1060,4.841047,0.000244,2.475949
fineweb_edu,3407,RLB+Muon,1070,4.860585,0.000243,2.408786
fineweb_edu,3407,RLB+Muon,1080,4.827007,0.000241,2.449695
fineweb_edu,3407,RLB+Muon,1090,4.809561,0.000240,2.488021
fineweb_edu,3407,RLB+Muon,1100,4.810860,0.000239,2.508800
fineweb_edu,3407,RLB+Muon,1110,4.812345,0.000238,2.518622
fineweb_edu,3407,RLB+Muon,1120,4.788269,0.000236,2.395072
fineweb_edu,3407,RLB+Muon,1130,4.798090,0.000235,2.432713
fineweb_edu,3407,RLB+Muon,1140,4.797530,0.000234,2.435766
fineweb_edu,3407,RLB+Muon,1150,4.747983,0.000233,2.403169
fineweb_edu,3407,RLB+Muon,1160,4.747017,0.000231,2.485183
fineweb_edu,3407,RLB+Muon,1170,4.738237,0.000230,2.479813
fineweb_edu,3407,RLB+Muon,1180,4.748595,0.000229,2.505684
fineweb_edu,3407,RLB+Muon,1190,4.721936,0.000227,2.397568
fineweb_edu,3407,RLB+Muon,1200,4.748839,0.000226,2.363721
fineweb_edu,3407,RLB+Muon,1210,4.716921,0.000225,2.461594
fineweb_edu,3407,RLB+Muon,1220,4.719994,0.000223,2.485719
fineweb_edu,3407,RLB+Muon,1230,4.711275,0.000222,2.380980
fineweb_edu,3407,RLB+Muon,1240,4.723775,0.000221,2.483579
fineweb_edu,3407,RLB+Muon,1250,4.694497,0.000219,2.396600
fineweb_edu,3407,RLB+Muon,1260,4.677295,0.000218,2.446818
fineweb_edu,3407,RLB+Muon,1270,4.684226,0.000217,2.390517
fineweb_edu,3407,RLB+Muon,1280,4.673894,0.000215,2.471416
fineweb_edu,3407,RLB+Muon,1290,4.678403,0.000214,2.436032
fineweb_edu,3407,RLB+Muon,1300,4.660089,0.000212,2.492680
fineweb_edu,3407,RLB+Muon,1310,4.635960,0.000211,2.394302
fineweb_edu,3407,RLB+Muon,1320,4.670162,0.000210,2.399883
fineweb_edu,3407,RLB+Muon,1330,4.628466,0.000208,2.486244
fineweb_edu,3407,RLB+Muon,1340,4.628360,0.000207,2.469862
fineweb_edu,3407,RLB+Muon,1350,4.610685,0.000205,2.453869
fineweb_edu,3407,RLB+Muon,1360,4.609851,0.000204,2.473619
fineweb_edu,3407,RLB+Muon,1370,4.628187,0.000203,2.493356
fineweb_edu,3407,RLB+Muon,1380,4.625478,0.000201,2.449526
fineweb_edu,3407,RLB+Muon,1390,4.608918,0.000200,2.410108
fineweb_edu,3407,RLB+Muon,1400,4.583394,0.000198,2.406699
fineweb_edu,3407,RLB+Muon,1410,4.583935,0.000197,2.471741
fineweb_edu,3407,RLB+Muon,1420,4.565721,0.000195,2.499088
fineweb_edu,3407,RLB+Muon,1430,4.563478,0.000194,2.473525
fineweb_edu,3407,RLB+Muon,1440,4.561061,0.000192,2.503640
fineweb_edu,3407,RLB+Muon,1450,4.568500,0.000191,2.524182
fineweb_edu,3407,RLB+Muon,1460,4.572124,0.000190,2.477861
fineweb_edu,3407,RLB+Muon,1470,4.548932,0.000188,2.378213
fineweb_edu,3407,RLB+Muon,1480,4.543910,0.000187,2.347994
fineweb_edu,3407,RLB+Muon,1490,4.526257,0.000185,2.390612
fineweb_edu,3407,RLB+Muon,1500,4.538241,0.000184,2.416365
fineweb_edu,3407,RLB+Muon,1510,4.530988,0.000182,2.413715
fineweb_edu,3407,RLB+Muon,1520,4.522075,0.000181,2.397294
fineweb_edu,3407,RLB+Muon,1530,4.486183,0.000179,2.513155
fineweb_edu,3407,RLB+Muon,1540,4.516367,0.000178,2.356092
fineweb_edu,3407,RLB+Muon,1550,4.519454,0.000176,2.420240
fineweb_edu,3407,RLB+Muon,1560,4.510082,0.000175,2.445784
fineweb_edu,3407,RLB+Muon,1570,4.490002,0.000173,2.499472
fineweb_edu,3407,RLB+Muon,1580,4.482814,0.000172,2.446721
fineweb_edu,3407,RLB+Muon,1590,4.474673,0.000170,2.373840
fineweb_edu,3407,RLB+Muon,1600,4.485298,0.000169,2.415051
fineweb_edu,3407,RLB+Muon,1610,4.481254,0.000167,2.446636
fineweb_edu,3407,RLB+Muon,1620,4.488231,0.000166,2.380207
fineweb_edu,3407,RLB+Muon,1630,4.453629,0.000164,2.460224
fineweb_edu,3407,RLB+Muon,1640,4.488884,0.000163,2.448109
fineweb_edu,3407,RLB+Muon,1650,4.466553,0.000161,2.528526
fineweb_edu,3407,RLB+Muon,1660,4.426274,0.000160,2.472333
fineweb_edu,3407,RLB+Muon,1670,4.445918,0.000158,2.434127
fineweb_edu,3407,RLB+Muon,1680,4.435082,0.000157,2.457573
fineweb_edu,3407,RLB+Muon,1690,4.427592,0.000155,2.438068
fineweb_edu,3407,RLB+Muon,1700,4.433557,0.000154,2.425029
fineweb_edu,3407,RLB+Muon,1710,4.437905,0.000153,2.435531
fineweb_edu,3407,RLB+Muon,1720,4.448624,0.000151,2.442682
fineweb_edu,3407,RLB+Muon,1730,4.435408,0.000150,2.447315
fineweb_edu,3407,RLB+Muon,1740,4.419806,0.000148,2.476679
fineweb_edu,3407,RLB+Muon,1750,4.417430,0.000147,2.467032
fineweb_edu,3407,RLB+Muon,1760,4.414926,0.000145,2.467780
fineweb_edu,3407,RLB+Muon,1770,4.406718,0.000144,2.391994
fineweb_edu,3407,RLB+Muon,1780,4.391757,0.000142,2.396664
fineweb_edu,3407,RLB+Muon,1790,4.402439,0.000141,2.396885
fineweb_edu,3407,RLB+Muon,1800,4.407272,0.000139,2.396678
fineweb_edu,3407,RLB+Muon,1810,4.402009,0.000138,2.449695
fineweb_edu,3407,RLB+Muon,1820,4.380475,0.000136,2.423210
fineweb_edu,3407,RLB+Muon,1830,4.401908,0.000135,2.450735
fineweb_edu,3407,RLB+Muon,1840,4.381379,0.000133,2.415714
fineweb_edu,3407,RLB+Muon,1850,4.369084,0.000132,2.374702
fineweb_edu,3407,RLB+Muon,1860,4.371932,0.000131,2.385208
fineweb_edu,3407,RLB+Muon,1870,4.355640,0.000129,2.432320
fineweb_edu,3407,RLB+Muon,1880,4.357515,0.000128,2.425384
fineweb_edu,3407,RLB+Muon,1890,4.353777,0.000126,2.455012
fineweb_edu,3407,RLB+Muon,1900,4.351091,0.000125,2.497057
fineweb_edu,3407,RLB+Muon,1910,4.387264,0.000123,2.481839
fineweb_edu,3407,RLB+Muon,1920,4.380196,0.000122,2.415123
fineweb_edu,3407,RLB+Muon,1930,4.315559,0.000121,2.463961
fineweb_edu,3407,RLB+Muon,1940,4.348342,0.000119,2.415164
fineweb_edu,3407,RLB+Muon,1950,4.314698,0.000118,2.512552
fineweb_edu,3407,RLB+Muon,1960,4.330486,0.000116,2.473923
fineweb_edu,3407,RLB+Muon,1970,4.336962,0.000115,2.475794
fineweb_edu,3407,RLB+Muon,1980,4.311761,0.000114,2.539743
fineweb_edu,3407,RLB+Muon,1990,4.342350,0.000112,2.434686
fineweb_edu,3407,RLB+Muon,2000,4.320253,0.000111,2.457000
fineweb_edu,3407,RLB+Muon,2010,4.336840,0.000110,2.422033
fineweb_edu,3407,RLB+Muon,2020,4.331069,0.000108,2.486139
fineweb_edu,3407,RLB+Muon,2030,4.312242,0.000107,2.487933
fineweb_edu,3407,RLB+Muon,2040,4.289771,0.000106,2.399609
fineweb_edu,3407,RLB+Muon,2050,4.299441,0.000104,2.496748
fineweb_edu,3407,RLB+Muon,2060,4.319818,0.000103,2.510614
fineweb_edu,3407,RLB+Muon,2070,4.286728,0.000102,2.503708
fineweb_edu,3407,RLB+Muon,2080,4.295883,0.000100,2.443921
fineweb_edu,3407,RLB+Muon,2090,4.294579,0.000099,2.551046
fineweb_edu,3407,RLB+Muon,2100,4.313214,0.000098,2.484302
fineweb_edu,3407,RLB+Muon,2110,4.304904,0.000096,2.441269
fineweb_edu,3407,RLB+Muon,2120,4.292863,0.000095,2.462956
fineweb_edu,3407,RLB+Muon,2130,4.301635,0.000094,2.465701
fineweb_edu,3407,RLB+Muon,2140,4.297366,0.000093,2.471092
fineweb_edu,3407,RLB+Muon,2150,4.279190,0.000091,2.413436
fineweb_edu,3407,RLB+Muon,2160,4.294418,0.000090,2.454663
fineweb_edu,3407,RLB+Muon,2170,4.284823,0.000089,2.418745
fineweb_edu,3407,RLB+Muon,2180,4.275046,0.000088,2.352833
fineweb_edu,3407,RLB+Muon,2190,4.280280,0.000086,2.344129
fineweb_edu,3407,RLB+Muon,2200,4.261836,0.000085,2.233838
fineweb_edu,3407,RLB+Muon,2210,4.239295,0.000084,2.186608
fineweb_edu,3407,RLB+Muon,2220,4.257824,0.000083,2.289392
fineweb_edu,3407,RLB+Muon,2230,4.256409,0.000082,2.347731
fineweb_edu,3407,RLB+Muon,2240,4.269873,0.000080,2.262662
fineweb_edu,3407,RLB+Muon,2250,4.244744,0.000079,2.340917
fineweb_edu,3407,RLB+Muon,2260,4.246502,0.000078,2.428264
fineweb_edu,3407,RLB+Muon,2270,4.230405,0.000077,2.358007
fineweb_edu,3407,RLB+Muon,2280,4.231060,0.000076,2.332842
fineweb_edu,3407,RLB+Muon,2290,4.248853,0.000075,2.430100
fineweb_edu,3407,RLB+Muon,2300,4.243744,0.000074,2.569106
fineweb_edu,3407,RLB+Muon,2310,4.240599,0.000073,2.378427
fineweb_edu,3407,RLB+Muon,2320,4.227035,0.000072,2.440198
fineweb_edu,3407,RLB+Muon,2330,4.222546,0.000070,2.487143
fineweb_edu,3407,RLB+Muon,2340,4.235035,0.000069,2.504615
fineweb_edu,3407,RLB+Muon,2350,4.237330,0.000068,2.443185
fineweb_edu,3407,RLB+Muon,2360,4.256817,0.000067,2.433111
fineweb_edu,3407,RLB+Muon,2370,4.206653,0.000066,2.490640
fineweb_edu,3407,RLB+Muon,2380,4.203163,0.000065,2.450752
fineweb_edu,3407,RLB+Muon,2390,4.215706,0.000064,2.397235
fineweb_edu,3407,RLB+Muon,2400,4.211416,0.000063,2.481836
fineweb_edu,3407,RLB+Muon,2410,4.216457,0.000062,2.462151
fineweb_edu,3407,RLB+Muon,2420,4.210733,0.000061,2.445796
fineweb_edu,3407,RLB+Muon,2430,4.211922,0.000060,2.464908
fineweb_edu,3407,RLB+Muon,2440,4.187729,0.000059,2.359966
fineweb_edu,3407,RLB+Muon,2450,4.221447,0.000059,2.446645
fineweb_edu,3407,RLB+Muon,2460,4.229442,0.000058,2.521694
fineweb_edu,3407,RLB+Muon,2470,4.215244,0.000057,2.349404
fineweb_edu,3407,RLB+Muon,2480,4.206813,0.000056,2.443472
fineweb_edu,3407,RLB+Muon,2490,4.219582,0.000055,2.439237
fineweb_edu,3407,RLB+Muon,2500,4.204707,0.000054,2.401914
fineweb_edu,3407,RLB+Muon,2510,4.201807,0.000053,2.401637
fineweb_edu,3407,RLB+Muon,2520,4.207276,0.000052,2.435759
fineweb_edu,3407,RLB+Muon,2530,4.210752,0.000052,2.504656
fineweb_edu,3407,RLB+Muon,2540,4.161816,0.000051,2.438804
fineweb_edu,3407,RLB+Muon,2550,4.202732,0.000050,2.366379
fineweb_edu,3407,RLB+Muon,2560,4.193001,0.000049,2.474576
fineweb_edu,3407,RLB+Muon,2570,4.190634,0.000049,2.469345
fineweb_edu,3407,RLB+Muon,2580,4.181307,0.000048,2.462552
fineweb_edu,3407,RLB+Muon,2590,4.160408,0.000047,2.440588
fineweb_edu,3407,RLB+Muon,2600,4.187755,0.000046,2.412326
fineweb_edu,3407,RLB+Muon,2610,4.180857,0.000046,2.427757
fineweb_edu,3407,RLB+Muon,2620,4.159165,0.000045,2.385156
fineweb_edu,3407,RLB+Muon,2630,4.187482,0.000044,2.443529
fineweb_edu,3407,RLB+Muon,2640,4.190450,0.000044,2.352711
fineweb_edu,3407,RLB+Muon,2650,4.191533,0.000043,2.427543
fineweb_edu,3407,RLB+Muon,2660,4.173782,0.000042,2.388292
fineweb_edu,3407,RLB+Muon,2670,4.192937,0.000042,2.450813
fineweb_edu,3407,RLB+Muon,2680,4.161817,0.000041,2.427097
fineweb_edu,3407,RLB+Muon,2690,4.193241,0.000041,2.541019
fineweb_edu,3407,RLB+Muon,2700,4.171661,0.000040,2.422733
fineweb_edu,3407,RLB+Muon,2710,4.151727,0.000039,2.405110
fineweb_edu,3407,RLB+Muon,2720,4.170366,0.000039,2.413690
fineweb_edu,3407,RLB+Muon,2730,4.177897,0.000038,2.472602
fineweb_edu,3407,RLB+Muon,2740,4.169767,0.000038,2.408218
fineweb_edu,3407,RLB+Muon,2750,4.171610,0.000037,2.437626
fineweb_edu,3407,RLB+Muon,2760,4.155294,0.000037,2.446302
fineweb_edu,3407,RLB+Muon,2770,4.147008,0.000036,2.504312
fineweb_edu,3407,RLB+Muon,2780,4.154983,0.000036,2.493897
fineweb_edu,3407,RLB+Muon,2790,4.168765,0.000036,2.374807
fineweb_edu,3407,RLB+Muon,2800,4.154841,0.000035,2.553284
fineweb_edu,3407,RLB+Muon,2810,4.150869,0.000035,2.428811
fineweb_edu,3407,RLB+Muon,2820,4.143099,0.000034,2.437053
