task,seed,method,step,loss,lr,seconds_per_step
fineweb,2027,RLB+AdamW,1930,4.571707,0.000121,2.359375
fineweb,2027,RLB+AdamW,1940,4.540071,0.000119,2.408473
fineweb,2027,RLB+AdamW,1950,4.560207,0.000118,2.460123
fineweb,2027,RLB+AdamW,1960,4.529995,0.000116,2.472058
fineweb,2027,RLB+AdamW,1970,4.543234,0.000115,2.482157
fineweb,2027,RLB+AdamW,1980,4.544241,0.000114,2.498619
fineweb,2027,RLB+AdamW,1990,4.538870,0.000112,2.399005
fineweb,2027,RLB+AdamW,2000,4.538789,0.000111,2.433001
fineweb,2027,RLB+AdamW,2010,4.534224,0.000110,2.495347
fineweb,2027,RLB+AdamW,2020,4.511918,0.000108,2.389254
fineweb,2027,RLB+AdamW,2030,4.514050,0.000107,2.429216
fineweb,2027,RLB+AdamW,2040,4.500655,0.000106,2.377111
fineweb,2027,RLB+AdamW,2050,4.518157,0.000104,2.460165
fineweb,2027,RLB+AdamW,2060,4.498839,0.000103,2.508640
fineweb,2027,RLB+AdamW,2070,4.499827,0.000102,2.427616
fineweb,2027,RLB+AdamW,2080,4.509811,0.000100,2.371242
fineweb,2027,RLB+AdamW,2090,4.523989,0.000099,2.435887
fineweb,2027,RLB+AdamW,2100,4.507527,0.000098,2.454696
fineweb,2027,RLB+AdamW,2110,4.500742,0.000096,2.467659
fineweb,2027,RLB+AdamW,2120,4.476469,0.000095,2.488583
fineweb,2027,RLB+AdamW,2130,4.494017,0.000094,2.309526
fineweb,2027,RLB+AdamW,2140,4.513867,0.000093,2.437247
fineweb,2027,RLB+AdamW,2150,4.474713,0.000091,2.514523
fineweb,2027,RLB+AdamW,2160,4.490939,0.000090,2.473854
fineweb,2027,RLB+AdamW,2170,4.462844,0.000089,2.492843
fineweb,2027,RLB+AdamW,2180,4.484126,0.000088,2.417472
fineweb,2027,RLB+AdamW,2190,4.477313,0.000086,2.440047
fineweb,2027,RLB+AdamW,2200,4.525994,0.000085,2.478209
fineweb,2027,RLB+AdamW,2210,4.472149,0.000084,2.471844
fineweb,2027,RLB+AdamW,2220,4.480582,0.000083,2.505226
fineweb,2027,RLB+AdamW,2230,4.474567,0.000082,2.411377
fineweb,2027,RLB+AdamW,2240,4.477063,0.000080,2.459072
fineweb,2027,RLB+AdamW,2250,4.482095,0.000079,2.476008
fineweb,2027,RLB+AdamW,2260,4.478731,0.000078,2.445116
fineweb,2027,RLB+AdamW,2270,4.461598,0.000077,2.417089
fineweb,2027,RLB+AdamW,2280,4.450965,0.000076,2.393156
fineweb,2027,RLB+AdamW,2290,4.489497,0.000075,2.491710
fineweb,2027,RLB+AdamW,2300,4.466055,0.000074,2.460350
fineweb,2027,RLB+AdamW,2310,4.468892,0.000073,2.461583
fineweb,2027,RLB+AdamW,2320,4.442092,0.000072,2.398528
fineweb,2027,RLB+AdamW,2330,4.461740,0.000070,2.406405
fineweb,2027,RLB+AdamW,2340,4.452905,0.000069,2.485548
fineweb,2027,RLB+AdamW,2350,4.431553,0.000068,2.437003
fineweb,2027,RLB+AdamW,2360,4.446298,0.000067,2.502084
fineweb,2027,RLB+AdamW,2370,4.460167,0.000066,2.370216
fineweb,2027,RLB+AdamW,2380,4.450344,0.000065,2.456093
fineweb,2027,RLB+AdamW,2390,4.427995,0.000064,2.458811
fineweb,2027,RLB+AdamW,2400,4.438615,0.000063,2.415961
fineweb,2027,RLB+AdamW,2410,4.435420,0.000062,2.497893
fineweb,2027,RLB+AdamW,2420,4.441571,0.000061,2.259091
fineweb,2027,RLB+AdamW,2430,4.432463,0.000060,2.456844
fineweb,2027,RLB+AdamW,2440,4.440512,0.000059,2.431906
fineweb,2027,RLB+AdamW,2450,4.436780,0.000059,2.443638
fineweb,2027,RLB+AdamW,2460,4.434230,0.000058,2.448457
fineweb,2027,RLB+AdamW,2470,4.437674,0.000057,2.298907
fineweb,2027,RLB+AdamW,2480,4.414774,0.000056,2.500385
fineweb,2027,RLB+AdamW,2490,4.457784,0.000055,2.500793
fineweb,2027,RLB+AdamW,2500,4.411956,0.000054,2.392207
fineweb,2027,RLB+AdamW,2510,4.474413,0.000053,2.481284
fineweb,2027,RLB+AdamW,2520,4.430851,0.000052,2.338631
fineweb,2027,RLB+AdamW,2530,4.425610,0.000052,2.472957
fineweb,2027,RLB+AdamW,2540,4.434962,0.000051,2.397983
fineweb,2027,RLB+AdamW,2550,4.445095,0.000050,2.477004
fineweb,2027,RLB+AdamW,2560,4.412895,0.000049,2.487684
fineweb,2027,RLB+AdamW,2570,4.413206,0.000049,2.302457
fineweb,2027,RLB+AdamW,2580,4.436739,0.000048,2.469874
fineweb,2027,RLB+AdamW,2590,4.430362,0.000047,2.441895
fineweb,2027,RLB+AdamW,2600,4.434437,0.000046,2.467985
fineweb,2027,RLB+AdamW,2610,4.413838,0.000046,2.424834
fineweb,2027,RLB+AdamW,2620,4.369623,0.000045,2.350594
fineweb,2027,RLB+AdamW,2630,4.415382,0.000044,2.490496
fineweb,2027,RLB+AdamW,2640,4.434876,0.000044,2.494572
fineweb,2027,RLB+AdamW,2650,4.398352,0.000043,2.455005
fineweb,2027,RLB+AdamW,2660,4.383164,0.000042,2.382289
fineweb,2027,RLB+AdamW,2670,4.391885,0.000042,2.453439
fineweb,2027,RLB+AdamW,2680,4.401114,0.000041,2.463753
fineweb,2027,RLB+AdamW,2690,4.413605,0.000041,2.441203
fineweb,2027,RLB+AdamW,2700,4.383312,0.000040,2.510779
fineweb,2027,RLB+AdamW,2710,4.405226,0.000039,2.387976
fineweb,2027,RLB+AdamW,2720,4.398395,0.000039,2.466976
fineweb,2027,RLB+AdamW,2730,4.424175,0.000038,2.478555
fineweb,2027,RLB+AdamW,2740,4.403988,0.000038,2.430040
fineweb,2027,RLB+AdamW,2750,4.411290,0.000037,2.470819
fineweb,2027,RLB+AdamW,2760,4.400790,0.000037,2.371719
fineweb,2027,RLB+AdamW,2770,4.415096,0.000036,2.441970
fineweb,2027,RLB+AdamW,2780,4.381038,0.000036,2.502371
fineweb,2027,RLB+AdamW,2790,4.393810,0.000036,2.434944
fineweb,2027,RLB+AdamW,2800,4.424208,0.000035,2.477868
fineweb,2027,RLB+AdamW,2810,4.379373,0.000035,2.413718
fineweb,2027,RLB+AdamW,2820,4.410276,0.000034,2.496160
fineweb,2027,RLB+AdamW,2830,4.388069,0.000034,2.467357
fineweb,2027,RLB+AdamW,2840,4.386987,0.000034,2.484843
fineweb,2027,RLB+AdamW,2850,4.399236,0.000033,2.379282
fineweb,2027,RLB+AdamW,2860,4.396782,0.000033,2.320273
fineweb,2027,RLB+AdamW,2870,4.380263,0.000033,2.469713
fineweb,2027,RLB+AdamW,2880,4.377734,0.000032,2.477274
fineweb,2027,RLB+AdamW,2890,4.387758,0.000032,2.503410
fineweb,2027,RLB+AdamW,2900,4.388683,0.000032,2.425445
fineweb,2027,RLB+AdamW,2910,4.372001,0.000032,2.423883
fineweb,2027,RLB+AdamW,2920,4.387094,0.000031,2.462799
fineweb,2027,RLB+AdamW,2930,4.390781,0.000031,2.477768
fineweb,2027,RLB+AdamW,2940,4.374871,0.000031,2.469166
fineweb,2027,RLB+AdamW,2950,4.407489,0.000031,2.365679
fineweb,2027,RLB+AdamW,2960,4.360367,0.000031,2.482140
fineweb,2027,RLB+AdamW,2970,4.386234,0.000031,2.481717
fineweb,2027,RLB+AdamW,2980,4.364113,0.000030,2.395410
fineweb,2027,RLB+AdamW,2990,4.388970,0.000030,2.480470
fineweb,2027,RLB+AdamW,3000,4.379728,0.000030,2.393118
fineweb,2027,RLB+AdamW,3010,4.370141,0.000030,2.460275
fineweb,2027,RLB+AdamW,3020,4.337988,0.000030,2.451509
fineweb,2027,RLB+AdamW,3030,4.389485,0.000030,2.512876
fineweb,2027,RLB+AdamW,3040,4.371405,0.000030,2.493168
fineweb,2027,RLB+AdamW,3050,4.364572,0.000030,2.380372
fineweb,2027,SiLU+Muon,1,10.989661,0.000001,3.157251
fineweb,2027,SiLU+Muon,10,10.980917,0.000015,2.155641
fineweb,2027,SiLU+Muon,20,10.938365,0.000030,1.723733
fineweb,2027,SiLU+Muon,30,10.845366,0.000045,1.835557
fineweb,2027,SiLU+Muon,40,10.709756,0.000060,1.625495
fineweb,2027,SiLU+Muon,50,10.536016,0.000075,1.695458
fineweb,2027,SiLU+Muon,60,10.320797,0.000090,1.902538
fineweb,2027,SiLU+Muon,70,10.109097,0.000105,2.016592
fineweb,2027,SiLU+Muon,80,9.894131,0.000120,1.968260
fineweb,2027,SiLU+Muon,90,9.683099,0.000135,1.942753
fineweb,2027,SiLU+Muon,100,9.491567,0.000150,1.924303
fineweb,2027,SiLU+Muon,110,9.297637,0.000165,1.815977
fineweb,2027,SiLU+Muon,120,9.094524,0.000180,1.972476
fineweb,2027,SiLU+Muon,130,8.889013,0.000195,1.973201
fineweb,2027,SiLU+Muon,140,8.711626,0.000210,1.821396
fineweb,2027,SiLU+Muon,150,8.499648,0.000225,1.971062
fineweb,2027,SiLU+Muon,160,8.319288,0.000240,1.854485
fineweb,2027,SiLU+Muon,170,8.159405,0.000255,1.678515
fineweb,2027,SiLU+Muon,180,8.005635,0.000270,1.841498
fineweb,2027,SiLU+Muon,190,7.875026,0.000285,2.008922
fineweb,2027,SiLU+Muon,200,7.754592,0.000300,1.849069
fineweb,2027,SiLU+Muon,210,7.662366,0.000300,1.981064
fineweb,2027,SiLU+Muon,220,7.524706,0.000300,2.032902
fineweb,2027,SiLU+Muon,230,7.471173,0.000300,1.670770
fineweb,2027,SiLU+Muon,240,7.355993,0.000300,1.938943
fineweb,2027,SiLU+Muon,250,7.271751,0.000300,1.944801
fineweb,2027,SiLU+Muon,260,7.184388,0.000300,1.964108
fineweb,2027,SiLU+Muon,270,7.102080,0.000300,1.922360
fineweb,2027,SiLU+Muon,280,7.073706,0.000299,1.977563
fineweb,2027,SiLU+Muon,290,6.990540,0.000299,1.718628
fineweb,2027,SiLU+Muon,300,6.930432,0.000299,1.770357
fineweb,2027,SiLU+Muon,310,6.841692,0.000299,2.050048
fineweb,2027,SiLU+Muon,320,6.773053,0.000299,1.966247
fineweb,2027,SiLU+Muon,330,6.744778,0.000299,1.913688
fineweb,2027,SiLU+Muon,340,6.693726,0.000298,1.848705
fineweb,2027,SiLU+Muon,350,6.632108,0.000298,1.931225
fineweb,2027,SiLU+Muon,360,6.604591,0.000298,1.589104
fineweb,2027,SiLU+Muon,370,6.522193,0.000298,2.026317
fineweb,2027,SiLU+Muon,380,6.507754,0.000297,1.843872
fineweb,2027,SiLU+Muon,390,6.440065,0.000297,1.978429
fineweb,2027,SiLU+Muon,400,6.399784,0.000297,1.992355
fineweb,2027,SiLU+Muon,410,6.339319,0.000296,2.081840
fineweb,2027,SiLU+Muon,420,6.295352,0.000296,1.592541
fineweb,2027,SiLU+Muon,430,6.237762,0.000296,1.976117
fineweb,2027,SiLU+Muon,440,6.206861,0.000295,1.996726
fineweb,2027,SiLU+Muon,450,6.209631,0.000295,2.019396
fineweb,2027,SiLU+Muon,460,6.148346,0.000295,1.951815
fineweb,2027,SiLU+Muon,470,6.128757,0.000294,1.905707
fineweb,2027,SiLU+Muon,480,6.039637,0.000294,1.722735
fineweb,2027,SiLU+Muon,490,6.047984,0.000293,1.928760
fineweb,2027,SiLU+Muon,500,6.002644,0.000293,1.915915
fineweb,2027,SiLU+Muon,510,5.938581,0.000292,1.845608
fineweb,2027,SiLU+Muon,520,5.982922,0.000292,1.824136
fineweb,2027,SiLU+Muon,530,5.908904,0.000291,1.957440
fineweb,2027,SiLU+Muon,540,5.869884,0.000291,1.813737
fineweb,2027,SiLU+Muon,550,5.868666,0.000290,1.772882
fineweb,2027,SiLU+Muon,560,5.838322,0.000290,2.065124
fineweb,2027,SiLU+Muon,570,5.843152,0.000289,1.948084
fineweb,2027,SiLU+Muon,580,5.779787,0.000288,2.016321
fineweb,2027,SiLU+Muon,590,5.740486,0.000288,1.910143
fineweb,2027,SiLU+Muon,600,5.720393,0.000287,1.966618
fineweb,2027,SiLU+Muon,610,5.738632,0.000287,1.604281
fineweb,2027,SiLU+Muon,620,5.697318,0.000286,1.945724
fineweb,2027,SiLU+Muon,630,5.697521,0.000285,1.942684
fineweb,2027,SiLU+Muon,640,5.653850,0.000284,1.975655
fineweb,2027,SiLU+Muon,650,5.646922,0.000284,1.897812
fineweb,2027,SiLU+Muon,660,5.610180,0.000283,2.016632
fineweb,2027,SiLU+Muon,670,5.604829,0.000282,1.717026
fineweb,2027,SiLU+Muon,680,5.615155,0.000282,1.869553
fineweb,2027,SiLU+Muon,690,5.566474,0.000281,1.965112
fineweb,2027,SiLU+Muon,700,5.555290,0.000280,1.915360
fineweb,2027,SiLU+Muon,710,5.501027,0.000279,1.982592
fineweb,2027,SiLU+Muon,720,5.509533,0.000279,1.936910
fineweb,2027,SiLU+Muon,730,5.520486,0.000278,1.731172
fineweb,2027,SiLU+Muon,740,5.491249,0.000277,2.026765
fineweb,2027,SiLU+Muon,750,5.441458,0.000276,2.014008
fineweb,2027,SiLU+Muon,760,5.470115,0.000275,1.936689
fineweb,2027,SiLU+Muon,770,5.433579,0.000274,1.883420
fineweb,2027,SiLU+Muon,780,5.405830,0.000273,1.963902
fineweb,2027,SiLU+Muon,790,5.418529,0.000273,1.834801
fineweb,2027,SiLU+Muon,800,5.391935,0.000272,1.913925
fineweb,2027,SiLU+Muon,810,5.366343,0.000271,1.915862
fineweb,2027,SiLU+Muon,820,5.371663,0.000270,1.897999
fineweb,2027,SiLU+Muon,830,5.344951,0.000269,1.809806
fineweb,2027,SiLU+Muon,840,5.354276,0.000268,1.769998
fineweb,2027,SiLU+Muon,850,5.333717,0.000267,1.879372
fineweb,2027,SiLU+Muon,860,5.297980,0.000266,1.638704
fineweb,2027,SiLU+Muon,870,5.309654,0.000265,1.897168
fineweb,2027,SiLU+Muon,880,5.297691,0.000264,1.929494
fineweb,2027,SiLU+Muon,890,5.258651,0.000263,1.865437
fineweb,2027,SiLU+Muon,900,5.262612,0.000262,2.048012
fineweb,2027,SiLU+Muon,910,5.228415,0.000261,1.937542
fineweb,2027,SiLU+Muon,920,5.235567,0.000260,1.773933
fineweb,2027,SiLU+Muon,930,5.169556,0.000259,1.903854
fineweb,2027,SiLU+Muon,940,5.181149,0.000258,1.959658
fineweb,2027,SiLU+Muon,950,5.189075,0.000257,1.927422
fineweb,2027,SiLU+Muon,960,5.175403,0.000255,2.039126
fineweb,2027,SiLU+Muon,970,5.186487,0.000254,1.968986
fineweb,2027,SiLU+Muon,980,5.176228,0.000253,1.831518
fineweb,2027,SiLU+Muon,990,5.151937,0.000252,1.714129
fineweb,2027,SiLU+Muon,1000,5.155298,0.000251,1.943144
fineweb,2027,SiLU+Muon,1010,5.162126,0.000250,2.004270
fineweb,2027,SiLU+Muon,1020,5.121053,0.000249,1.986992
fineweb,2027,SiLU+Muon,1030,5.114862,0.000247,1.893307
fineweb,2027,SiLU+Muon,1040,5.121574,0.000246,1.951950
fineweb,2027,SiLU+Muon,1050,5.095229,0.000245,1.728549
fineweb,2027,SiLU+Muon,1060,5.093274,0.000244,1.940292
fineweb,2027,SiLU+Muon,1070,5.091316,0.000243,1.971209
fineweb,2027,SiLU+Muon,1080,5.050011,0.000241,1.939307
fineweb,2027,SiLU+Muon,1090,5.086754,0.000240,2.022198
fineweb,2027,SiLU+Muon,1100,5.087087,0.000239,2.011890
fineweb,2027,SiLU+Muon,1110,5.052636,0.000238,1.593908
fineweb,2027,SiLU+Muon,1120,5.084207,0.000236,1.806972
fineweb,2027,SiLU+Muon,1130,5.053833,0.000235,1.958585
fineweb,2027,SiLU+Muon,1140,5.034186,0.000234,1.830183
fineweb,2027,SiLU+Muon,1150,5.027678,0.000233,1.939063
fineweb,2027,SiLU+Muon,1160,5.010824,0.000231,1.966240
fineweb,2027,SiLU+Muon,1170,4.997666,0.000230,1.722500
fineweb,2027,SiLU+Muon,1180,5.010915,0.000229,1.870391
fineweb,2027,SiLU+Muon,1190,5.018961,0.000227,1.953492
fineweb,2027,SiLU+Muon,1200,4.958694,0.000226,1.865276
fineweb,2027,SiLU+Muon,1210,4.965538,0.000225,1.820599
fineweb,2027,SiLU+Muon,1220,4.953349,0.000223,1.637538
fineweb,2027,SiLU+Muon,1230,4.955200,0.000222,1.965103
fineweb,2027,SiLU+Muon,1240,4.941373,0.000221,1.545978
fineweb,2027,SiLU+Muon,1250,4.949003,0.000219,1.915681
fineweb,2027,SiLU+Muon,1260,4.931855,0.000218,1.925786
fineweb,2027,SiLU+Muon,1270,4.936323,0.000217,1.734902
fineweb,2027,SiLU+Muon,1280,4.912216,0.000215,1.896892
fineweb,2027,SiLU+Muon,1290,4.897574,0.000214,1.867514
fineweb,2027,SiLU+Muon,1300,4.915015,0.000212,1.750578
fineweb,2027,SiLU+Muon,1310,4.907476,0.000211,1.744136
fineweb,2027,SiLU+Muon,1320,4.902741,0.000210,1.933745
fineweb,2027,SiLU+Muon,1330,4.867609,0.000208,2.019081
fineweb,2027,SiLU+Muon,1340,4.868502,0.000207,1.863307
fineweb,2027,SiLU+Muon,1350,4.861037,0.000205,1.852159
fineweb,2027,SiLU+Muon,1360,4.859639,0.000204,1.902211
fineweb,2027,SiLU+Muon,1370,4.805447,0.000203,1.800102
fineweb,2027,SiLU+Muon,1380,4.842747,0.000201,1.988555
fineweb,2027,SiLU+Muon,1390,4.831286,0.000200,1.888499
fineweb,2027,SiLU+Muon,1400,4.854950,0.000198,1.936172
fineweb,2027,SiLU+Muon,1410,4.859390,0.000197,1.941592
fineweb,2027,SiLU+Muon,1420,4.816837,0.000195,1.973800
fineweb,2027,SiLU+Muon,1430,4.811693,0.000194,1.640009
fineweb,2027,SiLU+Muon,1440,4.811083,0.000192,1.855628
fineweb,2027,SiLU+Muon,1450,4.788319,0.000191,1.887768
fineweb,2027,SiLU+Muon,1460,4.827415,0.000190,2.000289
fineweb,2027,SiLU+Muon,1470,4.798393,0.000188,1.887568
fineweb,2027,SiLU+Muon,1480,4.763748,0.000187,1.939052
fineweb,2027,SiLU+Muon,1490,4.784386,0.000185,1.797154
fineweb,2027,SiLU+Muon,1500,4.796230,0.000184,1.841530
fineweb,2027,SiLU+Muon,1510,4.754415,0.000182,1.993940
fineweb,2027,SiLU+Muon,1520,4.762253,0.000181,2.072868
fineweb,2027,SiLU+Muon,1530,4.745958,0.000179,1.934610
fineweb,2027,SiLU+Muon,1540,4.768140,0.000178,1.890820
fineweb,2027,SiLU+Muon,1550,4.717694,0.000176,1.901686
fineweb,2027,SiLU+Muon,1560,4.748476,0.000175,1.814773
fineweb,2027,SiLU+Muon,1570,4.747187,0.000173,1.905092
fineweb,2027,SiLU+Muon,1580,4.745427,0.000172,2.005257
fineweb,2027,SiLU+Muon,1590,4.748418,0.000170,1.779220
fineweb,2027,SiLU+Muon,1600,4.734349,0.000169,1.945449
fineweb,2027,SiLU+Muon,1610,4.712342,0.000167,2.032797
fineweb,2027,SiLU+Muon,1620,4.694138,0.000166,1.677301
fineweb,2027,SiLU+Muon,1630,4.677146,0.000164,1.938668
fineweb,2027,SiLU+Muon,1640,4.713516,0.000163,1.830732
fineweb,2027,SiLU+Muon,1650,4.707490,0.000161,1.941498
fineweb,2027,SiLU+Muon,1660,4.694639,0.000160,1.904495
fineweb,2027,SiLU+Muon,1670,4.680505,0.000158,1.873495
fineweb,2027,SiLU+Muon,1680,4.680954,0.000157,1.626747
fineweb,2027,SiLU+Muon,1690,4.692245,0.000155,1.891956
fineweb,2027,SiLU+Muon,1700,4.690572,0.000154,1.938506
fineweb,2027,SiLU+Muon,1710,4.663333,0.000153,1.907805
fineweb,2027,SiLU+Muon,1720,4.660190,0.000151,2.066469
fineweb,2027,SiLU+Muon,1730,4.648814,0.000150,1.939236
fineweb,2027,SiLU+Muon,1740,4.662055,0.000148,1.688495
fineweb,2027,SiLU+Muon,1750,4.652147,0.000147,1.700691
fineweb,2027,SiLU+Muon,1760,4.642494,0.000145,2.016516
fineweb,2027,SiLU+Muon,1770,4.642073,0.000144,2.008149
fineweb,2027,SiLU+Muon,1780,4.627925,0.000142,1.769593
fineweb,2027,SiLU+Muon,1790,4.634490,0.000141,1.726870
fineweb,2027,SiLU+Muon,1800,4.629547,0.000139,1.938012
fineweb,2027,SiLU+Muon,1810,4.624021,0.000138,1.675223
fineweb,2027,SiLU+Muon,1820,4.605420,0.000136,1.927243
fineweb,2027,SiLU+Muon,1830,4.630688,0.000135,2.047064
fineweb,2027,SiLU+Muon,1840,4.608339,0.000133,1.868081
fineweb,2027,SiLU+Muon,1850,4.600246,0.000132,2.018306
fineweb,2027,SiLU+Muon,1860,4.612730,0.000131,1.993824
fineweb,2027,SiLU+Muon,1870,4.614791,0.000129,1.557495
fineweb,2027,SiLU+Muon,1880,4.627944,0.000128,1.683533
fineweb,2027,SiLU+Muon,1890,4.611004,0.000126,1.801864
fineweb,2027,SiLU+Muon,1900,4.592105,0.000125,1.972796
fineweb,2027,SiLU+Muon,1910,4.596282,0.000123,1.939891
fineweb,2027,SiLU+Muon,1920,4.591003,0.000122,1.723964
fineweb,2027,SiLU+Muon,1930,4.603844,0.000121,1.914742
fineweb,2027,SiLU+Muon,1940,4.573219,0.000119,1.663624
fineweb,2027,SiLU+Muon,1950,4.598210,0.000118,1.792653
fineweb,2027,SiLU+Muon,1960,4.562211,0.000116,2.041719
fineweb,2027,SiLU+Muon,1970,4.575956,0.000115,1.997033
fineweb,2027,SiLU+Muon,1980,4.576398,0.000114,1.928729
fineweb,2027,SiLU+Muon,1990,4.571247,0.000112,2.009250
fineweb,2027,SiLU+Muon,2000,4.565897,0.000111,1.749146
fineweb,2027,SiLU+Muon,2010,4.565539,0.000110,1.968150
fineweb,2027,SiLU+Muon,2020,4.541429,0.000108,1.774565
fineweb,2027,SiLU+Muon,2030,4.537902,0.000107,1.997932
fineweb,2027,SiLU+Muon,2040,4.531450,0.000106,2.009511
fineweb,2027,SiLU+Muon,2050,4.545234,0.000104,1.880776
fineweb,2027,SiLU+Muon,2060,4.525143,0.000103,1.781339
fineweb,2027,SiLU+Muon,2070,4.526687,0.000102,1.901013
fineweb,2027,SiLU+Muon,2080,4.533323,0.000100,1.999200
fineweb,2027,SiLU+Muon,2090,4.551907,0.000099,1.891656
fineweb,2027,SiLU+Muon,2100,4.527459,0.000098,1.760737
fineweb,2027,SiLU+Muon,2110,4.523605,0.000096,2.006342
fineweb,2027,SiLU+Muon,2120,4.501492,0.000095,1.913721
fineweb,2027,SiLU+Muon,2130,4.520847,0.000094,1.754876
fineweb,2027,SiLU+Muon,2140,4.541001,0.000093,1.944787
fineweb,2027,SiLU+Muon,2150,4.498093,0.000091,1.809323
fineweb,2027,SiLU+Muon,2160,4.514148,0.000090,1.980576
fineweb,2027,SiLU+Muon,2170,4.482613,0.000089,2.034868
fineweb,2027,SiLU+Muon,2180,4.506195,0.000088,1.930425
fineweb,2027,SiLU+Muon,2190,4.493151,0.000086,1.673849
fineweb,2027,SiLU+Muon,2200,4.548053,0.000085,1.921035
fineweb,2027,SiLU+Muon,2210,4.496100,0.000084,1.945018
fineweb,2027,SiLU+Muon,2220,4.501506,0.000083,1.883779
fineweb,2027,SiLU+Muon,2230,4.493720,0.000082,1.954753
fineweb,2027,SiLU+Muon,2240,4.495496,0.000080,1.905040
fineweb,2027,SiLU+Muon,2250,4.500111,0.000079,1.768724
fineweb,2027,SiLU+Muon,2260,4.499957,0.000078,1.777516
fineweb,2027,SiLU+Muon,2270,4.479951,0.000077,1.872962
fineweb,2027,SiLU+Muon,2280,4.466527,0.000076,1.922964
fineweb,2027,SiLU+Muon,2290,4.508400,0.000075,2.015624
fineweb,2027,SiLU+Muon,2300,4.484461,0.000074,1.887245
fineweb,2027,SiLU+Muon,2310,4.489223,0.000073,1.889004
fineweb,2027,SiLU+Muon,2320,4.455826,0.000072,1.582350
fineweb,2027,SiLU+Muon,2330,4.480425,0.000070,1.821641
fineweb,2027,SiLU+Muon,2340,4.472491,0.000069,1.934645
fineweb,2027,SiLU+Muon,2350,4.450682,0.000068,1.930042
fineweb,2027,SiLU+Muon,2360,4.462484,0.000067,1.888803
fineweb,2027,SiLU+Muon,2370,4.476017,0.000066,2.069579
fineweb,2027,SiLU+Muon,2380,4.466928,0.000065,1.658969
fineweb,2027,SiLU+Muon,2390,4.441439,0.000064,1.892227
fineweb,2027,SiLU+Muon,2400,4.454280,0.000063,1.948566
fineweb,2027,SiLU+Muon,2410,4.448209,0.000062,1.967696
fineweb,2027,SiLU+Muon,2420,4.457942,0.000061,1.948050
fineweb,2027,SiLU+Muon,2430,4.449684,0.000060,1.943980
fineweb,2027,SiLU+Muon,2440,4.456274,0.000059,1.781459
fineweb,2027,SiLU+Muon,2450,4.447562,0.000059,1.808190
fineweb,2027,SiLU+Muon,2460,4.450937,0.000058,1.936356
fineweb,2027,SiLU+Muon,2470,4.453804,0.000057,1.951107
fineweb,2027,SiLU+Muon,2480,4.427255,0.000056,1.866943
fineweb,2027,SiLU+Muon,2490,4.472510,0.000055,1.881715
fineweb,2027,SiLU+Muon,2500,4.425354,0.000054,1.883919
fineweb,2027,SiLU+Muon,2510,4.484646,0.000053,1.707663
fineweb,2027,SiLU+Muon,2520,4.443825,0.000052,1.979348
fineweb,2027,SiLU+Muon,2530,4.438438,0.000052,1.890856
fineweb,2027,SiLU+Muon,2540,4.447421,0.000051,1.943918
fineweb,2027,SiLU+Muon,2550,4.458533,0.000050,1.986296
fineweb,2027,SiLU+Muon,2560,4.422903,0.000049,1.984015
fineweb,2027,SiLU+Muon,2570,4.426209,0.000049,1.676615
fineweb,2027,SiLU+Muon,2580,4.449599,0.000048,1.914433
fineweb,2027,SiLU+Muon,2590,4.442805,0.000047,1.979828
fineweb,2027,SiLU+Muon,2600,4.450637,0.000046,1.918398
fineweb,2027,SiLU+Muon,2610,4.423443,0.000046,1.895487
fineweb,2027,SiLU+Muon,2620,4.375884,0.000045,2.057690
fineweb,2027,SiLU+Muon,2630,4.423630,0.000044,1.750742
fineweb,2027,SiLU+Muon,2640,4.445501,0.000044,1.896685
fineweb,2027,SiLU+Muon,2650,4.408399,0.000043,1.877027
fineweb,2027,SiLU+Muon,2660,4.395295,0.000042,1.870200
fineweb,2027,SiLU+Muon,2670,4.397706,0.000042,1.877704
fineweb,2027,SiLU+Muon,2680,4.411669,0.000041,2.013882
fineweb,2027,SiLU+Muon,2690,4.425349,0.000041,1.957252
fineweb,2027,SiLU+Muon,2700,4.391114,0.000040,1.653141
fineweb,2027,SiLU+Muon,2710,4.416734,0.000039,1.968657
fineweb,2027,SiLU+Muon,2720,4.408791,0.000039,1.950229
fineweb,2027,SiLU+Muon,2730,4.434364,0.000038,1.871663
fineweb,2027,SiLU+Muon,2740,4.414996,0.000038,1.985803
fineweb,2027,SiLU+Muon,2750,4.421155,0.000037,1.881187
fineweb,2027,SiLU+Muon,2760,4.410103,0.000037,1.672360
fineweb,2027,SiLU+Muon,2770,4.429002,0.000036,1.898505
fineweb,2027,SiLU+Muon,2780,4.387786,0.000036,1.956528
fineweb,2027,SiLU+Muon,2790,4.400578,0.000036,1.888010
fineweb,2027,SiLU+Muon,2800,4.432318,0.000035,1.888454
fineweb,2027,SiLU+Muon,2810,4.391122,0.000035,1.996015
fineweb,2027,SiLU+Muon,2820,4.423099,0.000034,1.753206
fineweb,2027,SiLU+Muon,2830,4.393696,0.000034,1.906850
fineweb,2027,SiLU+Muon,2840,4.393955,0.000034,2.061670
fineweb,2027,SiLU+Muon,2850,4.405740,0.000033,1.875979
fineweb,2027,SiLU+Muon,2860,4.406380,0.000033,1.858940
fineweb,2027,SiLU+Muon,2870,4.387060,0.000033,1.961066
fineweb,2027,SiLU+Muon,2880,4.385370,0.000032,1.871078
