row_index,row_id,phase,dataset,dataset_name,dataset_config,dataset_revision,dataset_streaming,text_column,train_split,val_split,train_skip_documents,validation_skip_documents,train_skip_tokens,val_skip_tokens,cache_dir,model,layers,d_model,heads,ffn_dim,seq_len,batch_size,grad_accum,global_tokens_per_step,train_tokens,val_tokens,steps,eval_interval,eval_batches,log_interval,seed,method,activation,optimizer,lr,min_lr,weight_decay,warmup_steps,beta1,beta2,eps,grad_clip,muon_momentum,muon_ns_steps,muon_adjust_lr_fn,init_std,rational_init,post_rational_init,rational_group_size,rational_max_groups,probe_batch_size,matrix_spectrum_interval,telemetry_rlb_stat_every,sam_rho,sam_adaptive,tokenizer,tokenizer_revision,extra_args
159,12l_768d_100m_tokens_3050_steps_dolma_sample_seed2027_rlb_ademamix,12l_768d_100m_tokens_3050_steps,dolma_sample,allenai/dolma,v1_6-sample,7f48140530a023e9ea4c5cfb141160922727d4d3,true,text,train,train,0,0,0,210000000,experiments/cache/tokens_iclr26_main/dolma_sample,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,2027,rlb_ademamix,rlb_fused_global_rational,ademamix,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--ademamix-alpha 5.0 --ademamix-beta3 0.9999
160,12l_768d_100m_tokens_3050_steps_dolma_sample_seed2027_silu_came,12l_768d_100m_tokens_3050_steps,dolma_sample,allenai/dolma,v1_6-sample,7f48140530a023e9ea4c5cfb141160922727d4d3,true,text,train,train,0,0,0,210000000,experiments/cache/tokens_iclr26_main/dolma_sample,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,2027,silu_came,silu,adafactor_came,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--came-confidence-scale 1.0
161,12l_768d_100m_tokens_3050_steps_dolma_sample_seed2027_rlb_came,12l_768d_100m_tokens_3050_steps,dolma_sample,allenai/dolma,v1_6-sample,7f48140530a023e9ea4c5cfb141160922727d4d3,true,text,train,train,0,0,0,210000000,experiments/cache/tokens_iclr26_main/dolma_sample,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,2027,rlb_came,rlb_fused_global_rational,adafactor_came,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--came-confidence-scale 1.0
162,12l_768d_100m_tokens_3050_steps_dolma_sample_seed2027_silu_schedulefree,12l_768d_100m_tokens_3050_steps,dolma_sample,allenai/dolma,v1_6-sample,7f48140530a023e9ea4c5cfb141160922727d4d3,true,text,train,train,0,0,0,210000000,experiments/cache/tokens_iclr26_main/dolma_sample,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,2027,silu_schedulefree,silu,schedule_free_adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--schedule-free-beta1 0.90 --schedule-free-warmup-steps 0
163,12l_768d_100m_tokens_3050_steps_dolma_sample_seed2027_rlb_schedulefree,12l_768d_100m_tokens_3050_steps,dolma_sample,allenai/dolma,v1_6-sample,7f48140530a023e9ea4c5cfb141160922727d4d3,true,text,train,train,0,0,0,210000000,experiments/cache/tokens_iclr26_main/dolma_sample,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,2027,rlb_schedulefree,rlb_fused_global_rational,schedule_free_adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--schedule-free-beta1 0.90 --schedule-free-warmup-steps 0
164,12l_768d_100m_tokens_3050_steps_dolma_sample_seed3407_silu_adamw,12l_768d_100m_tokens_3050_steps,dolma_sample,allenai/dolma,v1_6-sample,7f48140530a023e9ea4c5cfb141160922727d4d3,true,text,train,train,0,0,0,210000000,experiments/cache/tokens_iclr26_main/dolma_sample,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,3407,silu_adamw,silu,adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,
165,12l_768d_100m_tokens_3050_steps_dolma_sample_seed3407_rlb_adamw,12l_768d_100m_tokens_3050_steps,dolma_sample,allenai/dolma,v1_6-sample,7f48140530a023e9ea4c5cfb141160922727d4d3,true,text,train,train,0,0,0,210000000,experiments/cache/tokens_iclr26_main/dolma_sample,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,3407,rlb_adamw,rlb_fused_global_rational,adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,
166,12l_768d_100m_tokens_3050_steps_dolma_sample_seed3407_silu_muon,12l_768d_100m_tokens_3050_steps,dolma_sample,allenai/dolma,v1_6-sample,7f48140530a023e9ea4c5cfb141160922727d4d3,true,text,train,train,0,0,0,210000000,experiments/cache/tokens_iclr26_main/dolma_sample,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,3407,silu_muon,silu,muon,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--muon-momentum 0.95 --muon-ns-steps 5 --muon-adjust-lr-fn match_rms_adamw
167,12l_768d_100m_tokens_3050_steps_dolma_sample_seed3407_rlb_muon,12l_768d_100m_tokens_3050_steps,dolma_sample,allenai/dolma,v1_6-sample,7f48140530a023e9ea4c5cfb141160922727d4d3,true,text,train,train,0,0,0,210000000,experiments/cache/tokens_iclr26_main/dolma_sample,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,3407,rlb_muon,rlb_fused_global_rational,muon,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--muon-momentum 0.95 --muon-ns-steps 5 --muon-adjust-lr-fn match_rms_adamw
168,12l_768d_100m_tokens_3050_steps_dolma_sample_seed3407_silu_lion,12l_768d_100m_tokens_3050_steps,dolma_sample,allenai/dolma,v1_6-sample,7f48140530a023e9ea4c5cfb141160922727d4d3,true,text,train,train,0,0,0,210000000,experiments/cache/tokens_iclr26_main/dolma_sample,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,3407,silu_lion,silu,lion,0.0001,0.00001,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,
169,12l_768d_100m_tokens_3050_steps_dolma_sample_seed3407_rlb_lion,12l_768d_100m_tokens_3050_steps,dolma_sample,allenai/dolma,v1_6-sample,7f48140530a023e9ea4c5cfb141160922727d4d3,true,text,train,train,0,0,0,210000000,experiments/cache/tokens_iclr26_main/dolma_sample,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,3407,rlb_lion,rlb_fused_global_rational,lion,0.0001,0.00001,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,
170,12l_768d_100m_tokens_3050_steps_dolma_sample_seed3407_silu_soap,12l_768d_100m_tokens_3050_steps,dolma_sample,allenai/dolma,v1_6-sample,7f48140530a023e9ea4c5cfb141160922727d4d3,true,text,train,train,0,0,0,210000000,experiments/cache/tokens_iclr26_main/dolma_sample,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,3407,silu_soap,silu,soap_adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--soap-precondition-frequency 50 --no-soap-one-sided
171,12l_768d_100m_tokens_3050_steps_dolma_sample_seed3407_rlb_soap,12l_768d_100m_tokens_3050_steps,dolma_sample,allenai/dolma,v1_6-sample,7f48140530a023e9ea4c5cfb141160922727d4d3,true,text,train,train,0,0,0,210000000,experiments/cache/tokens_iclr26_main/dolma_sample,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,3407,rlb_soap,rlb_fused_global_rational,soap_adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--soap-precondition-frequency 50 --no-soap-one-sided
172,12l_768d_100m_tokens_3050_steps_dolma_sample_seed3407_silu_ademamix,12l_768d_100m_tokens_3050_steps,dolma_sample,allenai/dolma,v1_6-sample,7f48140530a023e9ea4c5cfb141160922727d4d3,true,text,train,train,0,0,0,210000000,experiments/cache/tokens_iclr26_main/dolma_sample,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,3407,silu_ademamix,silu,ademamix,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--ademamix-alpha 5.0 --ademamix-beta3 0.9999
173,12l_768d_100m_tokens_3050_steps_dolma_sample_seed3407_rlb_ademamix,12l_768d_100m_tokens_3050_steps,dolma_sample,allenai/dolma,v1_6-sample,7f48140530a023e9ea4c5cfb141160922727d4d3,true,text,train,train,0,0,0,210000000,experiments/cache/tokens_iclr26_main/dolma_sample,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,3407,rlb_ademamix,rlb_fused_global_rational,ademamix,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--ademamix-alpha 5.0 --ademamix-beta3 0.9999
174,12l_768d_100m_tokens_3050_steps_dolma_sample_seed3407_silu_came,12l_768d_100m_tokens_3050_steps,dolma_sample,allenai/dolma,v1_6-sample,7f48140530a023e9ea4c5cfb141160922727d4d3,true,text,train,train,0,0,0,210000000,experiments/cache/tokens_iclr26_main/dolma_sample,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,3407,silu_came,silu,adafactor_came,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--came-confidence-scale 1.0
175,12l_768d_100m_tokens_3050_steps_dolma_sample_seed3407_rlb_came,12l_768d_100m_tokens_3050_steps,dolma_sample,allenai/dolma,v1_6-sample,7f48140530a023e9ea4c5cfb141160922727d4d3,true,text,train,train,0,0,0,210000000,experiments/cache/tokens_iclr26_main/dolma_sample,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,3407,rlb_came,rlb_fused_global_rational,adafactor_came,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--came-confidence-scale 1.0
176,12l_768d_100m_tokens_3050_steps_dolma_sample_seed3407_silu_schedulefree,12l_768d_100m_tokens_3050_steps,dolma_sample,allenai/dolma,v1_6-sample,7f48140530a023e9ea4c5cfb141160922727d4d3,true,text,train,train,0,0,0,210000000,experiments/cache/tokens_iclr26_main/dolma_sample,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,3407,silu_schedulefree,silu,schedule_free_adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--schedule-free-beta1 0.90 --schedule-free-warmup-steps 0
177,12l_768d_100m_tokens_3050_steps_dolma_sample_seed3407_rlb_schedulefree,12l_768d_100m_tokens_3050_steps,dolma_sample,allenai/dolma,v1_6-sample,7f48140530a023e9ea4c5cfb141160922727d4d3,true,text,train,train,0,0,0,210000000,experiments/cache/tokens_iclr26_main/dolma_sample,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,3407,rlb_schedulefree,rlb_fused_global_rational,schedule_free_adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--schedule-free-beta1 0.90 --schedule-free-warmup-steps 0
178,12l_768d_100m_tokens_3050_steps_c4_en_seed1337_silu_adamw,12l_768d_100m_tokens_3050_steps,c4_en,allenai/c4,en,1588ec454efa1a09f29cd18ddd04fe05fc8653a2,true,text,train,validation,0,0,0,0,experiments/cache/tokens_iclr26_main/c4_en,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,1337,silu_adamw,silu,adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,
179,12l_768d_100m_tokens_3050_steps_c4_en_seed1337_rlb_adamw,12l_768d_100m_tokens_3050_steps,c4_en,allenai/c4,en,1588ec454efa1a09f29cd18ddd04fe05fc8653a2,true,text,train,validation,0,0,0,0,experiments/cache/tokens_iclr26_main/c4_en,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,1337,rlb_adamw,rlb_fused_global_rational,adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,
180,12l_768d_100m_tokens_3050_steps_c4_en_seed1337_silu_muon,12l_768d_100m_tokens_3050_steps,c4_en,allenai/c4,en,1588ec454efa1a09f29cd18ddd04fe05fc8653a2,true,text,train,validation,0,0,0,0,experiments/cache/tokens_iclr26_main/c4_en,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,1337,silu_muon,silu,muon,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--muon-momentum 0.95 --muon-ns-steps 5 --muon-adjust-lr-fn match_rms_adamw
181,12l_768d_100m_tokens_3050_steps_c4_en_seed1337_rlb_muon,12l_768d_100m_tokens_3050_steps,c4_en,allenai/c4,en,1588ec454efa1a09f29cd18ddd04fe05fc8653a2,true,text,train,validation,0,0,0,0,experiments/cache/tokens_iclr26_main/c4_en,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,1337,rlb_muon,rlb_fused_global_rational,muon,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--muon-momentum 0.95 --muon-ns-steps 5 --muon-adjust-lr-fn match_rms_adamw
182,12l_768d_100m_tokens_3050_steps_c4_en_seed1337_silu_lion,12l_768d_100m_tokens_3050_steps,c4_en,allenai/c4,en,1588ec454efa1a09f29cd18ddd04fe05fc8653a2,true,text,train,validation,0,0,0,0,experiments/cache/tokens_iclr26_main/c4_en,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,1337,silu_lion,silu,lion,0.0001,0.00001,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,
183,12l_768d_100m_tokens_3050_steps_c4_en_seed1337_rlb_lion,12l_768d_100m_tokens_3050_steps,c4_en,allenai/c4,en,1588ec454efa1a09f29cd18ddd04fe05fc8653a2,true,text,train,validation,0,0,0,0,experiments/cache/tokens_iclr26_main/c4_en,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,1337,rlb_lion,rlb_fused_global_rational,lion,0.0001,0.00001,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,
184,12l_768d_100m_tokens_3050_steps_c4_en_seed1337_silu_soap,12l_768d_100m_tokens_3050_steps,c4_en,allenai/c4,en,1588ec454efa1a09f29cd18ddd04fe05fc8653a2,true,text,train,validation,0,0,0,0,experiments/cache/tokens_iclr26_main/c4_en,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,1337,silu_soap,silu,soap_adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--soap-precondition-frequency 50 --no-soap-one-sided
185,12l_768d_100m_tokens_3050_steps_c4_en_seed1337_rlb_soap,12l_768d_100m_tokens_3050_steps,c4_en,allenai/c4,en,1588ec454efa1a09f29cd18ddd04fe05fc8653a2,true,text,train,validation,0,0,0,0,experiments/cache/tokens_iclr26_main/c4_en,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,1337,rlb_soap,rlb_fused_global_rational,soap_adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--soap-precondition-frequency 50 --no-soap-one-sided
186,12l_768d_100m_tokens_3050_steps_c4_en_seed1337_silu_ademamix,12l_768d_100m_tokens_3050_steps,c4_en,allenai/c4,en,1588ec454efa1a09f29cd18ddd04fe05fc8653a2,true,text,train,validation,0,0,0,0,experiments/cache/tokens_iclr26_main/c4_en,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,1337,silu_ademamix,silu,ademamix,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--ademamix-alpha 5.0 --ademamix-beta3 0.9999
187,12l_768d_100m_tokens_3050_steps_c4_en_seed1337_rlb_ademamix,12l_768d_100m_tokens_3050_steps,c4_en,allenai/c4,en,1588ec454efa1a09f29cd18ddd04fe05fc8653a2,true,text,train,validation,0,0,0,0,experiments/cache/tokens_iclr26_main/c4_en,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,1337,rlb_ademamix,rlb_fused_global_rational,ademamix,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--ademamix-alpha 5.0 --ademamix-beta3 0.9999
188,12l_768d_100m_tokens_3050_steps_c4_en_seed1337_silu_came,12l_768d_100m_tokens_3050_steps,c4_en,allenai/c4,en,1588ec454efa1a09f29cd18ddd04fe05fc8653a2,true,text,train,validation,0,0,0,0,experiments/cache/tokens_iclr26_main/c4_en,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,1337,silu_came,silu,adafactor_came,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--came-confidence-scale 1.0
189,12l_768d_100m_tokens_3050_steps_c4_en_seed1337_rlb_came,12l_768d_100m_tokens_3050_steps,c4_en,allenai/c4,en,1588ec454efa1a09f29cd18ddd04fe05fc8653a2,true,text,train,validation,0,0,0,0,experiments/cache/tokens_iclr26_main/c4_en,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,1337,rlb_came,rlb_fused_global_rational,adafactor_came,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--came-confidence-scale 1.0
190,12l_768d_100m_tokens_3050_steps_c4_en_seed1337_silu_schedulefree,12l_768d_100m_tokens_3050_steps,c4_en,allenai/c4,en,1588ec454efa1a09f29cd18ddd04fe05fc8653a2,true,text,train,validation,0,0,0,0,experiments/cache/tokens_iclr26_main/c4_en,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,1337,silu_schedulefree,silu,schedule_free_adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--schedule-free-beta1 0.90 --schedule-free-warmup-steps 0
191,12l_768d_100m_tokens_3050_steps_c4_en_seed1337_rlb_schedulefree,12l_768d_100m_tokens_3050_steps,c4_en,allenai/c4,en,1588ec454efa1a09f29cd18ddd04fe05fc8653a2,true,text,train,validation,0,0,0,0,experiments/cache/tokens_iclr26_main/c4_en,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,1337,rlb_schedulefree,rlb_fused_global_rational,schedule_free_adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--schedule-free-beta1 0.90 --schedule-free-warmup-steps 0
192,12l_768d_100m_tokens_3050_steps_c4_en_seed2027_silu_adamw,12l_768d_100m_tokens_3050_steps,c4_en,allenai/c4,en,1588ec454efa1a09f29cd18ddd04fe05fc8653a2,true,text,train,validation,0,0,0,0,experiments/cache/tokens_iclr26_main/c4_en,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,2027,silu_adamw,silu,adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,
193,12l_768d_100m_tokens_3050_steps_c4_en_seed2027_rlb_adamw,12l_768d_100m_tokens_3050_steps,c4_en,allenai/c4,en,1588ec454efa1a09f29cd18ddd04fe05fc8653a2,true,text,train,validation,0,0,0,0,experiments/cache/tokens_iclr26_main/c4_en,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,2027,rlb_adamw,rlb_fused_global_rational,adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,
194,12l_768d_100m_tokens_3050_steps_c4_en_seed2027_silu_muon,12l_768d_100m_tokens_3050_steps,c4_en,allenai/c4,en,1588ec454efa1a09f29cd18ddd04fe05fc8653a2,true,text,train,validation,0,0,0,0,experiments/cache/tokens_iclr26_main/c4_en,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,2027,silu_muon,silu,muon,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--muon-momentum 0.95 --muon-ns-steps 5 --muon-adjust-lr-fn match_rms_adamw
195,12l_768d_100m_tokens_3050_steps_c4_en_seed2027_rlb_muon,12l_768d_100m_tokens_3050_steps,c4_en,allenai/c4,en,1588ec454efa1a09f29cd18ddd04fe05fc8653a2,true,text,train,validation,0,0,0,0,experiments/cache/tokens_iclr26_main/c4_en,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,2027,rlb_muon,rlb_fused_global_rational,muon,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--muon-momentum 0.95 --muon-ns-steps 5 --muon-adjust-lr-fn match_rms_adamw
196,12l_768d_100m_tokens_3050_steps_c4_en_seed2027_silu_lion,12l_768d_100m_tokens_3050_steps,c4_en,allenai/c4,en,1588ec454efa1a09f29cd18ddd04fe05fc8653a2,true,text,train,validation,0,0,0,0,experiments/cache/tokens_iclr26_main/c4_en,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,2027,silu_lion,silu,lion,0.0001,0.00001,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,
197,12l_768d_100m_tokens_3050_steps_c4_en_seed2027_rlb_lion,12l_768d_100m_tokens_3050_steps,c4_en,allenai/c4,en,1588ec454efa1a09f29cd18ddd04fe05fc8653a2,true,text,train,validation,0,0,0,0,experiments/cache/tokens_iclr26_main/c4_en,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,2027,rlb_lion,rlb_fused_global_rational,lion,0.0001,0.00001,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,
198,12l_768d_100m_tokens_3050_steps_c4_en_seed2027_silu_soap,12l_768d_100m_tokens_3050_steps,c4_en,allenai/c4,en,1588ec454efa1a09f29cd18ddd04fe05fc8653a2,true,text,train,validation,0,0,0,0,experiments/cache/tokens_iclr26_main/c4_en,12l_768d,12,768,12,2048,256,16,2,32768,100000000,4000000,3050,50,10,10,2027,silu_soap,silu,soap_adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--soap-precondition-frequency 50 --no-soap-one-sided
