row_index,row_id,phase,dataset,dataset_name,dataset_config,dataset_revision,dataset_streaming,text_column,train_split,val_split,train_skip_documents,validation_skip_documents,train_skip_tokens,val_skip_tokens,cache_dir,model,layers,d_model,heads,ffn_dim,seq_len,batch_size,grad_accum,global_tokens_per_step,train_tokens,val_tokens,steps,eval_interval,eval_batches,log_interval,seed,method,activation,optimizer,lr,min_lr,weight_decay,warmup_steps,beta1,beta2,eps,grad_clip,muon_momentum,muon_ns_steps,muon_adjust_lr_fn,init_std,rational_init,post_rational_init,rational_group_size,rational_max_groups,probe_batch_size,matrix_spectrum_interval,telemetry_rlb_stat_every,sam_rho,sam_adaptive,tokenizer,tokenizer_revision,extra_args
271,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed1337_rlb_ademamix,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,1337,rlb_ademamix,rlb_fused_global_rational,ademamix,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--ademamix-alpha 5.0 --ademamix-beta3 0.9999
272,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed1337_silu_came,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,1337,silu_came,silu,adafactor_came,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--came-confidence-scale 1.0
273,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed1337_rlb_came,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,1337,rlb_came,rlb_fused_global_rational,adafactor_came,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--came-confidence-scale 1.0
274,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed1337_silu_schedulefree,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,1337,silu_schedulefree,silu,schedule_free_adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--schedule-free-beta1 0.90 --schedule-free-warmup-steps 0
275,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed1337_rlb_schedulefree,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,1337,rlb_schedulefree,rlb_fused_global_rational,schedule_free_adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--schedule-free-beta1 0.90 --schedule-free-warmup-steps 0
276,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed2027_silu_adamw,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,2027,silu_adamw,silu,adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,
277,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed2027_rlb_adamw,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,2027,rlb_adamw,rlb_fused_global_rational,adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,
278,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed2027_silu_muon,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,2027,silu_muon,silu,muon,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--muon-momentum 0.95 --muon-ns-steps 5 --muon-adjust-lr-fn match_rms_adamw
279,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed2027_rlb_muon,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,2027,rlb_muon,rlb_fused_global_rational,muon,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--muon-momentum 0.95 --muon-ns-steps 5 --muon-adjust-lr-fn match_rms_adamw
280,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed2027_silu_lion,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,2027,silu_lion,silu,lion,0.0001,0.00001,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,
281,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed2027_rlb_lion,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,2027,rlb_lion,rlb_fused_global_rational,lion,0.0001,0.00001,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,
282,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed2027_silu_soap,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,2027,silu_soap,silu,soap_adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--soap-precondition-frequency 50 --no-soap-one-sided
283,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed2027_rlb_soap,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,2027,rlb_soap,rlb_fused_global_rational,soap_adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--soap-precondition-frequency 50 --no-soap-one-sided
284,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed2027_silu_ademamix,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,2027,silu_ademamix,silu,ademamix,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--ademamix-alpha 5.0 --ademamix-beta3 0.9999
285,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed2027_rlb_ademamix,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,2027,rlb_ademamix,rlb_fused_global_rational,ademamix,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--ademamix-alpha 5.0 --ademamix-beta3 0.9999
286,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed2027_silu_came,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,2027,silu_came,silu,adafactor_came,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--came-confidence-scale 1.0
287,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed2027_rlb_came,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,2027,rlb_came,rlb_fused_global_rational,adafactor_came,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--came-confidence-scale 1.0
288,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed2027_silu_schedulefree,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,2027,silu_schedulefree,silu,schedule_free_adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--schedule-free-beta1 0.90 --schedule-free-warmup-steps 0
289,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed2027_rlb_schedulefree,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,2027,rlb_schedulefree,rlb_fused_global_rational,schedule_free_adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--schedule-free-beta1 0.90 --schedule-free-warmup-steps 0
290,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed3407_silu_adamw,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,3407,silu_adamw,silu,adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,
291,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed3407_rlb_adamw,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,3407,rlb_adamw,rlb_fused_global_rational,adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,
292,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed3407_silu_muon,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,3407,silu_muon,silu,muon,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--muon-momentum 0.95 --muon-ns-steps 5 --muon-adjust-lr-fn match_rms_adamw
293,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed3407_rlb_muon,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,3407,rlb_muon,rlb_fused_global_rational,muon,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--muon-momentum 0.95 --muon-ns-steps 5 --muon-adjust-lr-fn match_rms_adamw
294,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed3407_silu_lion,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,3407,silu_lion,silu,lion,0.0001,0.00001,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,
295,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed3407_rlb_lion,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,3407,rlb_lion,rlb_fused_global_rational,lion,0.0001,0.00001,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,
296,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed3407_silu_soap,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,3407,silu_soap,silu,soap_adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--soap-precondition-frequency 50 --no-soap-one-sided
297,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed3407_rlb_soap,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,3407,rlb_soap,rlb_fused_global_rational,soap_adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--soap-precondition-frequency 50 --no-soap-one-sided
298,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed3407_silu_ademamix,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,3407,silu_ademamix,silu,ademamix,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--ademamix-alpha 5.0 --ademamix-beta3 0.9999
299,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed3407_rlb_ademamix,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,3407,rlb_ademamix,rlb_fused_global_rational,ademamix,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--ademamix-alpha 5.0 --ademamix-beta3 0.9999
300,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed3407_silu_came,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,3407,silu_came,silu,adafactor_came,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--came-confidence-scale 1.0
301,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed3407_rlb_came,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,3407,rlb_came,rlb_fused_global_rational,adafactor_came,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--came-confidence-scale 1.0
302,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed3407_silu_schedulefree,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,3407,silu_schedulefree,silu,schedule_free_adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--schedule-free-beta1 0.90 --schedule-free-warmup-steps 0
303,12l_768d_300m_tokens_9150_steps_fineweb_edu_seed3407_rlb_schedulefree,12l_768d_300m_tokens_9150_steps,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,87f09149ef4734204d70ed1d046ddc9ca3f2b8f9,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb_edu,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,3407,rlb_schedulefree,rlb_fused_global_rational,schedule_free_adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--schedule-free-beta1 0.90 --schedule-free-warmup-steps 0
304,12l_768d_300m_tokens_9150_steps_fineweb_seed1337_silu_adamw,12l_768d_300m_tokens_9150_steps,fineweb,HuggingFaceFW/fineweb,sample-10BT,9bb295ddab0e05d785b879661af7260fed5140fc,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,1337,silu_adamw,silu,adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,
305,12l_768d_300m_tokens_9150_steps_fineweb_seed1337_rlb_adamw,12l_768d_300m_tokens_9150_steps,fineweb,HuggingFaceFW/fineweb,sample-10BT,9bb295ddab0e05d785b879661af7260fed5140fc,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,1337,rlb_adamw,rlb_fused_global_rational,adamw,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,
306,12l_768d_300m_tokens_9150_steps_fineweb_seed1337_silu_muon,12l_768d_300m_tokens_9150_steps,fineweb,HuggingFaceFW/fineweb,sample-10BT,9bb295ddab0e05d785b879661af7260fed5140fc,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,1337,silu_muon,silu,muon,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--muon-momentum 0.95 --muon-ns-steps 5 --muon-adjust-lr-fn match_rms_adamw
307,12l_768d_300m_tokens_9150_steps_fineweb_seed1337_rlb_muon,12l_768d_300m_tokens_9150_steps,fineweb,HuggingFaceFW/fineweb,sample-10BT,9bb295ddab0e05d785b879661af7260fed5140fc,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,1337,rlb_muon,rlb_fused_global_rational,muon,0.0003,0.00003,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,--muon-momentum 0.95 --muon-ns-steps 5 --muon-adjust-lr-fn match_rms_adamw
308,12l_768d_300m_tokens_9150_steps_fineweb_seed1337_silu_lion,12l_768d_300m_tokens_9150_steps,fineweb,HuggingFaceFW/fineweb,sample-10BT,9bb295ddab0e05d785b879661af7260fed5140fc,true,text,train,train,0,0,0,610000000,experiments/cache/tokens_iclr26_main/fineweb,12l_768d,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,10,1337,silu_lion,silu,lion,0.0001,0.00001,0.10,200,0.90,0.95,0.00000001,1.0,0.95,5,match_rms_adamw,0.02,silu,identity,256,32,1,250,4,0.0,false,gpt2,607a30d783dfa663caf39e06633721c8d4cfcd7e,
