row_index,row_id,phase,dataset,dataset_name,dataset_config,text_column,train_split,val_split,val_skip_tokens,model,layers,d_model,heads,ffn_dim,seq_len,batch_size,grad_accum,global_tokens_per_step,train_tokens,val_tokens,steps,eval_interval,eval_batches,seed,method,activation,optimizer,lr,min_lr,weight_decay,extra_args
0,E2_matrixpolicyV2_300m_dclm_m0_300m_seed1337_rlb_matrixpolicyV2,E2_matrixpolicyV2_300m,dclm,mlfoundations/dclm-baseline-1.0,none,text,train,train,610000000,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,1337,rlb_matrixpolicyV2,rlb_fused_fixed_strong_ffn,matrixpolicyV2,0.0003,0.00003,0.10,
1,E2_matrixpolicyV2_300m_dclm_m0_300m_seed2027_rlb_matrixpolicyV2,E2_matrixpolicyV2_300m,dclm,mlfoundations/dclm-baseline-1.0,none,text,train,train,610000000,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,2027,rlb_matrixpolicyV2,rlb_fused_fixed_strong_ffn,matrixpolicyV2,0.0003,0.00003,0.10,
2,E2_matrixpolicyV2_300m_dclm_m0_300m_seed3407_rlb_matrixpolicyV2,E2_matrixpolicyV2_300m,dclm,mlfoundations/dclm-baseline-1.0,none,text,train,train,610000000,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,3407,rlb_matrixpolicyV2,rlb_fused_fixed_strong_ffn,matrixpolicyV2,0.0003,0.00003,0.10,
3,E2_matrixpolicyV2_300m_fineweb_edu_m0_300m_seed1337_rlb_matrixpolicyV2,E2_matrixpolicyV2_300m,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,text,train,train,610000000,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,1337,rlb_matrixpolicyV2,rlb_fused_fixed_strong_ffn,matrixpolicyV2,0.0003,0.00003,0.10,
4,E2_matrixpolicyV2_300m_fineweb_edu_m0_300m_seed2027_rlb_matrixpolicyV2,E2_matrixpolicyV2_300m,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,text,train,train,610000000,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,2027,rlb_matrixpolicyV2,rlb_fused_fixed_strong_ffn,matrixpolicyV2,0.0003,0.00003,0.10,
5,E2_matrixpolicyV2_300m_fineweb_edu_m0_300m_seed3407_rlb_matrixpolicyV2,E2_matrixpolicyV2_300m,fineweb_edu,HuggingFaceFW/fineweb-edu,sample-10BT,text,train,train,610000000,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,3407,rlb_matrixpolicyV2,rlb_fused_fixed_strong_ffn,matrixpolicyV2,0.0003,0.00003,0.10,
6,E2_matrixpolicyV2_300m_fineweb_m0_300m_seed1337_rlb_matrixpolicyV2,E2_matrixpolicyV2_300m,fineweb,HuggingFaceFW/fineweb,sample-10BT,text,train,train,610000000,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,1337,rlb_matrixpolicyV2,rlb_fused_fixed_strong_ffn,matrixpolicyV2,0.0003,0.00003,0.10,
7,E2_matrixpolicyV2_300m_fineweb_m0_300m_seed2027_rlb_matrixpolicyV2,E2_matrixpolicyV2_300m,fineweb,HuggingFaceFW/fineweb,sample-10BT,text,train,train,610000000,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,2027,rlb_matrixpolicyV2,rlb_fused_fixed_strong_ffn,matrixpolicyV2,0.0003,0.00003,0.10,
8,E2_matrixpolicyV2_300m_fineweb_m0_300m_seed3407_rlb_matrixpolicyV2,E2_matrixpolicyV2_300m,fineweb,HuggingFaceFW/fineweb,sample-10BT,text,train,train,610000000,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,3407,rlb_matrixpolicyV2,rlb_fused_fixed_strong_ffn,matrixpolicyV2,0.0003,0.00003,0.10,
9,E2_matrixpolicyV2_300m_dolma_sample_m0_300m_seed1337_rlb_matrixpolicyV2,E2_matrixpolicyV2_300m,dolma_sample,allenai/dolma,v1_6-sample,text,train,train,610000000,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,1337,rlb_matrixpolicyV2,rlb_fused_fixed_strong_ffn,matrixpolicyV2,0.0003,0.00003,0.10,
10,E2_matrixpolicyV2_300m_dolma_sample_m0_300m_seed2027_rlb_matrixpolicyV2,E2_matrixpolicyV2_300m,dolma_sample,allenai/dolma,v1_6-sample,text,train,train,610000000,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,2027,rlb_matrixpolicyV2,rlb_fused_fixed_strong_ffn,matrixpolicyV2,0.0003,0.00003,0.10,
11,E2_matrixpolicyV2_300m_dolma_sample_m0_300m_seed3407_rlb_matrixpolicyV2,E2_matrixpolicyV2_300m,dolma_sample,allenai/dolma,v1_6-sample,text,train,train,610000000,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,3407,rlb_matrixpolicyV2,rlb_fused_fixed_strong_ffn,matrixpolicyV2,0.0003,0.00003,0.10,
12,E2_matrixpolicyV2_300m_c4_en_m0_300m_seed1337_rlb_matrixpolicyV2,E2_matrixpolicyV2_300m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,1337,rlb_matrixpolicyV2,rlb_fused_fixed_strong_ffn,matrixpolicyV2,0.0003,0.00003,0.10,
13,E2_matrixpolicyV2_300m_c4_en_m0_300m_seed2027_rlb_matrixpolicyV2,E2_matrixpolicyV2_300m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,2027,rlb_matrixpolicyV2,rlb_fused_fixed_strong_ffn,matrixpolicyV2,0.0003,0.00003,0.10,
14,E2_matrixpolicyV2_300m_c4_en_m0_300m_seed3407_rlb_matrixpolicyV2,E2_matrixpolicyV2_300m,c4_en,allenai/c4,en,text,train,validation,0,M0,12,768,12,2048,256,16,2,32768,300000000,8000000,9150,50,10,3407,rlb_matrixpolicyV2,rlb_fused_fixed_strong_ffn,matrixpolicyV2,0.0003,0.00003,0.10,
