model_scale,dataset,train_tokens,steps_required,activation,activation_display_name,optimizer,optimizer_display_name,method,method_display_name,runs_total,runs_reached_required_step,runs_stopped_early,runs_non_finite,endpoint_seed_count,validation_loss_mean,validation_loss_sample_std,matched_control_seed_count,matched_control_validation_loss_mean,lead_vs_matched_control_mean,lead_vs_matched_control_sample_std,exact_time_ratio_seed_count,exact_total_time_ratio_mean,exact_total_time_ratio_sample_std,total_seconds_mean,total_seconds_sample_std,mean_seconds_per_step,tokens_per_second_mean,status
18l_1024d,c4_en,100000000,3050,rlb_fused_global_rational,GRAIN,tiller_then_muon_v1,TILLER→Muon,tiller_then_muon,TILLER→Muon,3,3,0,0,3,4.263356526692708,0.016350185457077393,3,4.321646531422933,0.05829000473022461,0.0025120363051330773,3,0.9973015500795807,0.049914929852362865,2387.080238185667,3.0428783036820555,0.7601550949429793,43106.99850175652,complete
18l_1024d,dclm,100000000,3050,rlb_fused_global_rational,GRAIN,tiller_then_muon_v1,TILLER→Muon,tiller_then_muon,TILLER→Muon,3,3,0,0,3,4.207692464192708,0.017723141954563423,3,4.2750396728515625,0.06734720865885417,0.00273916852210042,3,0.9577397767098087,0.008329266219902057,2418.1300702139997,12.2780750240019,0.7688714200906562,42618.313863466545,complete
18l_1024d,dolma_sample,100000000,3050,rlb_fused_global_rational,GRAIN,tiller_then_muon_v1,TILLER→Muon,tiller_then_muon,TILLER→Muon,3,3,0,0,3,4.308877309163411,0.022222502828167158,3,4.375892798105876,0.06701548894246419,0.0061412681639026806,3,0.9156879278089475,0.0591858314353666,2381.1733908666665,4.453134251269988,0.7601343410689593,43108.177788281195,complete
18l_1024d,fineweb,100000000,3050,rlb_fused_global_rational,GRAIN,tiller_then_muon_v1,TILLER→Muon,tiller_then_muon,TILLER→Muon,3,3,0,0,3,4.296616713205974,0.00770784973198158,3,4.362308661142985,0.06569194793701172,0.002779645190328035,3,0.9255162331154773,0.03564147991051303,2381.7657786526665,1.3221262103622038,0.7601632794117291,43106.53710070847,complete
18l_1024d,fineweb_edu,100000000,3050,rlb_fused_global_rational,GRAIN,tiller_then_muon_v1,TILLER→Muon,tiller_then_muon,TILLER→Muon,3,3,0,0,3,4.067383607228597,0.008331502861459237,3,4.128942648569743,0.061559041341145836,0.010056385391183012,3,0.9488409394764975,0.04825008649256249,2440.581267956,47.94405651185043,0.7663827883702824,42757.75646619199,complete
