budget_tokens,dataset,seed,target_loss,baseline,method,baseline_hit,method_hit,baseline_first_hit_step,method_first_hit_step,baseline_first_hit_tokens,method_first_hit_tokens,baseline_first_hit_ppl,method_first_hit_ppl,baseline_target_hit_minutes,method_target_hit_minutes,delta_method_minus_baseline_tokens,delta_method_minus_baseline_steps,delta_method_minus_baseline_tokens_percent,delta_method_minus_baseline_hit_minutes,baseline_total_minutes,method_total_minutes,delta_method_minus_baseline_total_minutes,baseline_final_val_loss,method_final_val_loss,delta_method_minus_baseline_final_loss,baseline_slurm_node,method_slurm_node,baseline_restart_count,method_restart_count
100000000,fineweb,3407,4.60,no_role_depth,role_depth_v5,1,1,1650,1600,54067200,52428800,98.573,98.788,12.113,12.272,-1638400,-50,-0.030303,0.159,23.666,24.817,1.151,4.336577,4.323008,-0.013569,damle-compute-01,badfellow,0,0
100000000,fineweb,3407,4.60,no_role_depth,role_depth_v6,1,1,1650,1600,54067200,52428800,98.573,98.790,12.113,13.096,-1638400,-50,-0.030303,0.983,23.666,26.306,2.640,4.336577,4.326974,-0.009603,damle-compute-01,nikola-compute-18,0,0
100000000,fineweb,3407,4.50,full,no_role_depth,1,1,1900,2000,62259200,65536000,89.980,88.655,13.195,14.683,3276800,100,0.052632,1.487,22.461,23.666,1.204,4.322407,4.336577,0.014170,,damle-compute-01,,0
100000000,fineweb,3407,4.50,full,role_depth_v2,1,1,1900,1900,62259200,62259200,89.980,89.849,13.195,12.148,0,0,0.000000,-1.047,22.461,20.703,-1.759,4.322407,4.321065,-0.001342,,abdelfattah-compute-03,,0
100000000,fineweb,3407,4.50,full,role_depth_v3,1,1,1900,1950,62259200,63897600,89.980,89.866,13.195,12.167,1638400,50,0.026316,-1.028,22.461,20.272,-2.190,4.322407,4.337388,0.014981,,elor-compute-01,,0
100000000,fineweb,3407,4.50,full,role_depth_v4,1,1,1900,1900,62259200,62259200,89.980,89.868,13.195,12.185,0,0,0.000000,-1.011,22.461,20.764,-1.697,4.322407,4.326502,0.004096,,elor-compute-01,,0
100000000,fineweb,3407,4.50,full,role_depth_v5,1,1,1900,1900,62259200,62259200,89.980,89.631,13.195,14.573,0,0,0.000000,1.378,22.461,24.817,2.356,4.322407,4.323008,0.000601,,badfellow,,0
100000000,fineweb,3407,4.50,full,role_depth_v6,1,1,1900,1900,62259200,62259200,89.980,89.737,13.195,15.552,0,0,0.000000,2.356,22.461,26.306,3.844,4.322407,4.326974,0.004567,,nikola-compute-18,,0
100000000,fineweb,3407,4.50,no_role_depth,full,1,1,2000,1900,65536000,62259200,88.655,89.980,14.683,13.195,-3276800,-100,-0.050000,-1.487,23.666,22.461,-1.204,4.336577,4.322407,-0.014170,damle-compute-01,,0,
100000000,fineweb,3407,4.50,no_role_depth,role_depth_v2,1,1,2000,1900,65536000,62259200,88.655,89.849,14.683,12.148,-3276800,-100,-0.050000,-2.535,23.666,20.703,-2.963,4.336577,4.321065,-0.015512,damle-compute-01,abdelfattah-compute-03,0,0
100000000,fineweb,3407,4.50,no_role_depth,role_depth_v3,1,1,2000,1950,65536000,63897600,88.655,89.866,14.683,12.167,-1638400,-50,-0.025000,-2.515,23.666,20.272,-3.394,4.336577,4.337388,0.000811,damle-compute-01,elor-compute-01,0,0
100000000,fineweb,3407,4.50,no_role_depth,role_depth_v4,1,1,2000,1900,65536000,62259200,88.655,89.868,14.683,12.185,-3276800,-100,-0.050000,-2.498,23.666,20.764,-2.902,4.336577,4.326502,-0.010075,damle-compute-01,elor-compute-01,0,0
100000000,fineweb,3407,4.50,no_role_depth,role_depth_v5,1,1,2000,1900,65536000,62259200,88.655,89.631,14.683,14.573,-3276800,-100,-0.050000,-0.110,23.666,24.817,1.151,4.336577,4.323008,-0.013569,damle-compute-01,badfellow,0,0
100000000,fineweb,3407,4.50,no_role_depth,role_depth_v6,1,1,2000,1900,65536000,62259200,88.655,89.737,14.683,15.552,-3276800,-100,-0.050000,0.869,23.666,26.306,2.640,4.336577,4.326974,-0.009603,damle-compute-01,nikola-compute-18,0,0
100000000,fineweb,3407,4.40,full,no_role_depth,1,1,2350,2450,77004800,80281600,81.314,81.296,16.321,17.986,3276800,100,0.042553,1.666,22.461,23.666,1.204,4.322407,4.336577,0.014170,,damle-compute-01,,0
100000000,fineweb,3407,4.40,full,role_depth_v2,1,1,2350,2350,77004800,77004800,81.314,81.268,16.321,15.025,0,0,0.000000,-1.295,22.461,20.703,-1.759,4.322407,4.321065,-0.001342,,abdelfattah-compute-03,,0
100000000,fineweb,3407,4.40,full,role_depth_v3,1,1,2350,2450,77004800,80281600,81.314,81.254,16.321,15.287,3276800,100,0.042553,-1.034,22.461,20.272,-2.190,4.322407,4.337388,0.014981,,elor-compute-01,,0
100000000,fineweb,3407,4.40,full,role_depth_v4,1,1,2350,2350,77004800,77004800,81.314,81.400,16.321,15.071,0,0,0.000000,-1.250,22.461,20.764,-1.697,4.322407,4.326502,0.004096,,elor-compute-01,,0
100000000,fineweb,3407,4.40,full,role_depth_v5,1,1,2350,2350,77004800,77004800,81.314,81.211,16.321,18.025,0,0,0.000000,1.704,22.461,24.817,2.356,4.322407,4.323008,0.000601,,badfellow,,0
100000000,fineweb,3407,4.40,full,role_depth_v6,1,1,2350,2350,77004800,77004800,81.314,81.396,16.321,19.235,0,0,0.000000,2.915,22.461,26.306,3.844,4.322407,4.326974,0.004567,,nikola-compute-18,,0
100000000,fineweb,3407,4.40,no_role_depth,full,1,1,2450,2350,80281600,77004800,81.296,81.314,17.986,16.321,-3276800,-100,-0.040816,-1.666,23.666,22.461,-1.204,4.336577,4.322407,-0.014170,damle-compute-01,,0,
100000000,fineweb,3407,4.40,no_role_depth,role_depth_v2,1,1,2450,2350,80281600,77004800,81.296,81.268,17.986,15.025,-3276800,-100,-0.040816,-2.961,23.666,20.703,-2.963,4.336577,4.321065,-0.015512,damle-compute-01,abdelfattah-compute-03,0,0
100000000,fineweb,3407,4.40,no_role_depth,role_depth_v3,1,1,2450,2450,80281600,80281600,81.296,81.254,17.986,15.287,0,0,0.000000,-2.699,23.666,20.272,-3.394,4.336577,4.337388,0.000811,damle-compute-01,elor-compute-01,0,0
100000000,fineweb,3407,4.40,no_role_depth,role_depth_v4,1,1,2450,2350,80281600,77004800,81.296,81.400,17.986,15.071,-3276800,-100,-0.040816,-2.915,23.666,20.764,-2.902,4.336577,4.326502,-0.010075,damle-compute-01,elor-compute-01,0,0
100000000,fineweb,3407,4.40,no_role_depth,role_depth_v5,1,1,2450,2350,80281600,77004800,81.296,81.211,17.986,18.025,-3276800,-100,-0.040816,0.038,23.666,24.817,1.151,4.336577,4.323008,-0.013569,damle-compute-01,badfellow,0,0
100000000,fineweb,3407,4.40,no_role_depth,role_depth_v6,1,1,2450,2350,80281600,77004800,81.296,81.396,17.986,19.235,-3276800,-100,-0.040816,1.249,23.666,26.306,2.640,4.336577,4.326974,-0.009603,damle-compute-01,nikola-compute-18,0,0
100000000,fineweb,3407,4.35,full,no_role_depth,1,1,2700,2900,88473600,95027200,77.461,77.153,18.751,21.290,6553600,200,0.074074,2.538,22.461,23.666,1.204,4.322407,4.336577,0.014170,,damle-compute-01,,0
100000000,fineweb,3407,4.35,full,role_depth_v2,1,1,2700,2700,88473600,88473600,77.461,77.353,18.751,17.263,0,0,0.000000,-1.488,22.461,20.703,-1.759,4.322407,4.321065,-0.001342,,abdelfattah-compute-03,,0
100000000,fineweb,3407,4.35,full,role_depth_v3,1,1,2700,2900,88473600,95027200,77.461,77.249,18.751,18.095,6553600,200,0.074074,-0.657,22.461,20.272,-2.190,4.322407,4.337388,0.014981,,elor-compute-01,,0
100000000,fineweb,3407,4.35,full,role_depth_v4,1,1,2700,2750,88473600,90112000,77.461,77.354,18.751,17.636,1638400,50,0.018519,-1.115,22.461,20.764,-1.697,4.322407,4.326502,0.004096,,elor-compute-01,,0
100000000,fineweb,3407,4.35,full,role_depth_v5,1,1,2700,2700,88473600,88473600,77.461,77.452,18.751,20.709,0,0,0.000000,1.958,22.461,24.817,2.356,4.322407,4.323008,0.000601,,badfellow,,0
100000000,fineweb,3407,4.35,full,role_depth_v6,1,1,2700,2750,88473600,90112000,77.461,77.333,18.751,22.509,1638400,50,0.018519,3.758,22.461,26.306,3.844,4.322407,4.326974,0.004567,,nikola-compute-18,,0
100000000,fineweb,3407,4.35,no_role_depth,full,1,1,2900,2700,95027200,88473600,77.153,77.461,21.290,18.751,-6553600,-200,-0.068966,-2.538,23.666,22.461,-1.204,4.336577,4.322407,-0.014170,damle-compute-01,,0,
100000000,fineweb,3407,4.35,no_role_depth,role_depth_v2,1,1,2900,2700,95027200,88473600,77.153,77.353,21.290,17.263,-6553600,-200,-0.068966,-4.027,23.666,20.703,-2.963,4.336577,4.321065,-0.015512,damle-compute-01,abdelfattah-compute-03,0,0
100000000,fineweb,3407,4.35,no_role_depth,role_depth_v3,1,1,2900,2900,95027200,95027200,77.153,77.249,21.290,18.095,0,0,0.000000,-3.195,23.666,20.272,-3.394,4.336577,4.337388,0.000811,damle-compute-01,elor-compute-01,0,0
100000000,fineweb,3407,4.35,no_role_depth,role_depth_v4,1,1,2900,2750,95027200,90112000,77.153,77.354,21.290,17.636,-4915200,-150,-0.051724,-3.654,23.666,20.764,-2.902,4.336577,4.326502,-0.010075,damle-compute-01,elor-compute-01,0,0
100000000,fineweb,3407,4.35,no_role_depth,role_depth_v5,1,1,2900,2700,95027200,88473600,77.153,77.452,21.290,20.709,-6553600,-200,-0.068966,-0.581,23.666,24.817,1.151,4.336577,4.323008,-0.013569,damle-compute-01,badfellow,0,0
100000000,fineweb,3407,4.35,no_role_depth,role_depth_v6,1,1,2900,2750,95027200,90112000,77.153,77.333,21.290,22.509,-4915200,-150,-0.051724,1.220,23.666,26.306,2.640,4.336577,4.326974,-0.009603,damle-compute-01,nikola-compute-18,0,0
100000000,dolma_sample,1337,5.00,full,no_role_depth,1,1,1000,1000,32768000,32768000,145.106,146.898,7.588,6.257,0,0,0.000000,-1.331,24.401,20.303,-4.097,4.320515,4.332900,0.012385,,seo-compute-01,,0
100000000,dolma_sample,1337,5.00,full,role_depth_v2,1,1,1000,1000,32768000,32768000,145.106,143.167,7.588,6.457,0,0,0.000000,-1.131,24.401,20.886,-3.515,4.320515,4.316649,-0.003865,,seo-compute-01,,0
100000000,dolma_sample,1337,5.00,full,role_depth_v3,1,1,1000,1000,32768000,32768000,145.106,145.032,7.588,6.504,0,0,0.000000,-1.084,24.401,21.076,-3.325,4.320515,4.331314,0.010799,,zabih-compute-01,,0
100000000,dolma_sample,1337,5.00,full,role_depth_v4,1,1,1000,1000,32768000,32768000,145.106,143.212,7.588,7.691,0,0,0.000000,0.103,24.401,24.710,0.309,4.320515,4.321208,0.000693,,badfellow,,0
100000000,dolma_sample,1337,5.00,full,role_depth_v5,1,1,1000,1000,32768000,32768000,145.106,143.794,7.588,6.735,0,0,0.000000,-0.853,24.401,21.740,-2.661,4.320515,4.318536,-0.001979,,elor-compute-01,,0
100000000,dolma_sample,1337,5.00,full,role_depth_v6,1,1,1000,1000,32768000,32768000,145.106,142.497,7.588,7.532,0,0,0.000000,-0.056,24.401,24.219,-0.182,4.320515,4.322700,0.002185,,rush-compute-02,,0
100000000,dolma_sample,1337,5.00,no_role_depth,full,1,1,1000,1000,32768000,32768000,146.898,145.106,6.257,7.588,0,0,0.000000,1.331,20.303,24.401,4.097,4.332900,4.320515,-0.012385,seo-compute-01,,0,
100000000,dolma_sample,1337,5.00,no_role_depth,role_depth_v2,1,1,1000,1000,32768000,32768000,146.898,143.167,6.257,6.457,0,0,0.000000,0.200,20.303,20.886,0.582,4.332900,4.316649,-0.016250,seo-compute-01,seo-compute-01,0,0
100000000,dolma_sample,1337,5.00,no_role_depth,role_depth_v3,1,1,1000,1000,32768000,32768000,146.898,145.032,6.257,6.504,0,0,0.000000,0.246,20.303,21.076,0.772,4.332900,4.331314,-0.001585,seo-compute-01,zabih-compute-01,0,0
100000000,dolma_sample,1337,5.00,no_role_depth,role_depth_v4,1,1,1000,1000,32768000,32768000,146.898,143.212,6.257,7.691,0,0,0.000000,1.433,20.303,24.710,4.407,4.332900,4.321208,-0.011692,seo-compute-01,badfellow,0,0
100000000,dolma_sample,1337,5.00,no_role_depth,role_depth_v5,1,1,1000,1000,32768000,32768000,146.898,143.794,6.257,6.735,0,0,0.000000,0.478,20.303,21.740,1.437,4.332900,4.318536,-0.014364,seo-compute-01,elor-compute-01,0,0
100000000,dolma_sample,1337,5.00,no_role_depth,role_depth_v6,1,1,1000,1000,32768000,32768000,146.898,142.497,6.257,7.532,0,0,0.000000,1.275,20.303,24.219,3.915,4.332900,4.322700,-0.010200,seo-compute-01,rush-compute-02,0,0
100000000,dolma_sample,1337,4.80,full,no_role_depth,1,1,1250,1250,40960000,40960000,119.592,121.035,9.485,7.822,0,0,0.000000,-1.663,24.401,20.303,-4.097,4.320515,4.332900,0.012385,,seo-compute-01,,0
100000000,dolma_sample,1337,4.80,full,role_depth_v2,1,1,1250,1250,40960000,40960000,119.592,118.969,9.485,8.072,0,0,0.000000,-1.413,24.401,20.886,-3.515,4.320515,4.316649,-0.003865,,seo-compute-01,,0
100000000,dolma_sample,1337,4.80,full,role_depth_v3,1,1,1250,1250,40960000,40960000,119.592,120.351,9.485,8.130,0,0,0.000000,-1.355,24.401,21.076,-3.325,4.320515,4.331314,0.010799,,zabih-compute-01,,0
100000000,dolma_sample,1337,4.80,full,role_depth_v4,1,1,1250,1250,40960000,40960000,119.592,118.777,9.485,9.614,0,0,0.000000,0.129,24.401,24.710,0.309,4.320515,4.321208,0.000693,,badfellow,,0
100000000,dolma_sample,1337,4.80,full,role_depth_v5,1,1,1250,1250,40960000,40960000,119.592,118.546,9.485,8.419,0,0,0.000000,-1.066,24.401,21.740,-2.661,4.320515,4.318536,-0.001979,,elor-compute-01,,0
100000000,dolma_sample,1337,4.80,full,role_depth_v6,1,1,1250,1250,40960000,40960000,119.592,118.417,9.485,9.415,0,0,0.000000,-0.070,24.401,24.219,-0.182,4.320515,4.322700,0.002185,,rush-compute-02,,0
100000000,dolma_sample,1337,4.80,no_role_depth,full,1,1,1250,1250,40960000,40960000,121.035,119.592,7.822,9.485,0,0,0.000000,1.663,20.303,24.401,4.097,4.332900,4.320515,-0.012385,seo-compute-01,,0,
100000000,dolma_sample,1337,4.80,no_role_depth,role_depth_v2,1,1,1250,1250,40960000,40960000,121.035,118.969,7.822,8.072,0,0,0.000000,0.250,20.303,20.886,0.582,4.332900,4.316649,-0.016250,seo-compute-01,seo-compute-01,0,0
100000000,dolma_sample,1337,4.80,no_role_depth,role_depth_v3,1,1,1250,1250,40960000,40960000,121.035,120.351,7.822,8.130,0,0,0.000000,0.308,20.303,21.076,0.772,4.332900,4.331314,-0.001585,seo-compute-01,zabih-compute-01,0,0
100000000,dolma_sample,1337,4.80,no_role_depth,role_depth_v4,1,1,1250,1250,40960000,40960000,121.035,118.777,7.822,9.614,0,0,0.000000,1.792,20.303,24.710,4.407,4.332900,4.321208,-0.011692,seo-compute-01,badfellow,0,0
100000000,dolma_sample,1337,4.80,no_role_depth,role_depth_v5,1,1,1250,1250,40960000,40960000,121.035,118.546,7.822,8.419,0,0,0.000000,0.597,20.303,21.740,1.437,4.332900,4.318536,-0.014364,seo-compute-01,elor-compute-01,0,0
100000000,dolma_sample,1337,4.80,no_role_depth,role_depth_v6,1,1,1250,1250,40960000,40960000,121.035,118.417,7.822,9.415,0,0,0.000000,1.593,20.303,24.219,3.915,4.332900,4.322700,-0.010200,seo-compute-01,rush-compute-02,0,0
100000000,dolma_sample,1337,4.60,full,no_role_depth,1,1,1650,1650,54067200,54067200,98.260,99.281,12.520,10.325,0,0,0.000000,-2.195,24.401,20.303,-4.097,4.320515,4.332900,0.012385,,seo-compute-01,,0
100000000,dolma_sample,1337,4.60,full,role_depth_v2,1,1,1650,1650,54067200,54067200,98.260,97.948,12.520,10.655,0,0,0.000000,-1.865,24.401,20.886,-3.515,4.320515,4.316649,-0.003865,,seo-compute-01,,0
100000000,dolma_sample,1337,4.60,full,role_depth_v3,1,1,1650,1650,54067200,54067200,98.260,99.176,12.520,10.731,0,0,0.000000,-1.789,24.401,21.076,-3.325,4.320515,4.331314,0.010799,,zabih-compute-01,,0
100000000,dolma_sample,1337,4.60,full,role_depth_v4,1,1,1650,1650,54067200,54067200,98.260,97.937,12.520,12.690,0,0,0.000000,0.170,24.401,24.710,0.309,4.320515,4.321208,0.000693,,badfellow,,0
100000000,dolma_sample,1337,4.60,full,role_depth_v5,1,1,1650,1650,54067200,54067200,98.260,97.869,12.520,11.113,0,0,0.000000,-1.407,24.401,21.740,-2.661,4.320515,4.318536,-0.001979,,elor-compute-01,,0
100000000,dolma_sample,1337,4.60,full,role_depth_v6,1,1,1650,1650,54067200,54067200,98.260,97.777,12.520,12.428,0,0,0.000000,-0.092,24.401,24.219,-0.182,4.320515,4.322700,0.002185,,rush-compute-02,,0
100000000,dolma_sample,1337,4.60,no_role_depth,full,1,1,1650,1650,54067200,54067200,99.281,98.260,10.325,12.520,0,0,0.000000,2.195,20.303,24.401,4.097,4.332900,4.320515,-0.012385,seo-compute-01,,0,
100000000,dolma_sample,1337,4.60,no_role_depth,role_depth_v2,1,1,1650,1650,54067200,54067200,99.281,97.948,10.325,10.655,0,0,0.000000,0.330,20.303,20.886,0.582,4.332900,4.316649,-0.016250,seo-compute-01,seo-compute-01,0,0
100000000,dolma_sample,1337,4.60,no_role_depth,role_depth_v3,1,1,1650,1650,54067200,54067200,99.281,99.176,10.325,10.731,0,0,0.000000,0.406,20.303,21.076,0.772,4.332900,4.331314,-0.001585,seo-compute-01,zabih-compute-01,0,0
100000000,dolma_sample,1337,4.60,no_role_depth,role_depth_v4,1,1,1650,1650,54067200,54067200,99.281,97.937,10.325,12.690,0,0,0.000000,2.365,20.303,24.710,4.407,4.332900,4.321208,-0.011692,seo-compute-01,badfellow,0,0
100000000,dolma_sample,1337,4.60,no_role_depth,role_depth_v5,1,1,1650,1650,54067200,54067200,99.281,97.869,10.325,11.113,0,0,0.000000,0.788,20.303,21.740,1.437,4.332900,4.318536,-0.014364,seo-compute-01,elor-compute-01,0,0
100000000,dolma_sample,1337,4.60,no_role_depth,role_depth_v6,1,1,1650,1650,54067200,54067200,99.281,97.777,10.325,12.428,0,0,0.000000,2.103,20.303,24.219,3.915,4.332900,4.322700,-0.010200,seo-compute-01,rush-compute-02,0,0
100000000,dolma_sample,1337,4.50,full,no_role_depth,1,1,1950,1950,63897600,63897600,88.771,89.926,14.797,12.202,0,0,0.000000,-2.595,24.401,20.303,-4.097,4.320515,4.332900,0.012385,,seo-compute-01,,0
100000000,dolma_sample,1337,4.50,full,role_depth_v2,1,1,1950,1900,63897600,62259200,88.771,89.949,14.797,12.269,-1638400,-50,-0.025641,-2.528,24.401,20.886,-3.515,4.320515,4.316649,-0.003865,,seo-compute-01,,0
100000000,dolma_sample,1337,4.50,full,role_depth_v3,1,1,1950,1950,63897600,63897600,88.771,89.790,14.797,12.682,0,0,0.000000,-2.114,24.401,21.076,-3.325,4.320515,4.331314,0.010799,,zabih-compute-01,,0
100000000,dolma_sample,1337,4.50,full,role_depth_v4,1,1,1950,1950,63897600,63897600,88.771,88.753,14.797,14.997,0,0,0.000000,0.201,24.401,24.710,0.309,4.320515,4.321208,0.000693,,badfellow,,0
100000000,dolma_sample,1337,4.50,full,role_depth_v5,1,1,1950,1950,63897600,63897600,88.771,88.680,14.797,13.134,0,0,0.000000,-1.663,24.401,21.740,-2.661,4.320515,4.318536,-0.001979,,elor-compute-01,,0
100000000,dolma_sample,1337,4.50,full,role_depth_v6,1,1,1950,1950,63897600,63897600,88.771,88.788,14.797,14.688,0,0,0.000000,-0.109,24.401,24.219,-0.182,4.320515,4.322700,0.002185,,rush-compute-02,,0
100000000,dolma_sample,1337,4.50,no_role_depth,full,1,1,1950,1950,63897600,63897600,89.926,88.771,12.202,14.797,0,0,0.000000,2.595,20.303,24.401,4.097,4.332900,4.320515,-0.012385,seo-compute-01,,0,
100000000,dolma_sample,1337,4.50,no_role_depth,role_depth_v2,1,1,1950,1900,63897600,62259200,89.926,89.949,12.202,12.269,-1638400,-50,-0.025641,0.067,20.303,20.886,0.582,4.332900,4.316649,-0.016250,seo-compute-01,seo-compute-01,0,0
100000000,dolma_sample,1337,4.50,no_role_depth,role_depth_v3,1,1,1950,1950,63897600,63897600,89.926,89.790,12.202,12.682,0,0,0.000000,0.480,20.303,21.076,0.772,4.332900,4.331314,-0.001585,seo-compute-01,zabih-compute-01,0,0
100000000,dolma_sample,1337,4.50,no_role_depth,role_depth_v4,1,1,1950,1950,63897600,63897600,89.926,88.753,12.202,14.997,0,0,0.000000,2.795,20.303,24.710,4.407,4.332900,4.321208,-0.011692,seo-compute-01,badfellow,0,0
100000000,dolma_sample,1337,4.50,no_role_depth,role_depth_v5,1,1,1950,1950,63897600,63897600,89.926,88.680,12.202,13.134,0,0,0.000000,0.932,20.303,21.740,1.437,4.332900,4.318536,-0.014364,seo-compute-01,elor-compute-01,0,0
100000000,dolma_sample,1337,4.50,no_role_depth,role_depth_v6,1,1,1950,1950,63897600,63897600,89.926,88.788,12.202,14.688,0,0,0.000000,2.486,20.303,24.219,3.915,4.332900,4.322700,-0.010200,seo-compute-01,rush-compute-02,0,0
100000000,dolma_sample,1337,4.40,full,no_role_depth,1,1,2350,2450,77004800,80281600,81.374,80.897,17.832,15.331,3276800,100,0.042553,-2.501,24.401,20.303,-4.097,4.320515,4.332900,0.012385,,seo-compute-01,,0
100000000,dolma_sample,1337,4.40,full,role_depth_v2,1,1,2350,2350,77004800,77004800,81.374,81.112,17.832,15.175,0,0,0.000000,-2.657,24.401,20.886,-3.515,4.320515,4.316649,-0.003865,,seo-compute-01,,0
100000000,dolma_sample,1337,4.40,full,role_depth_v3,1,1,2350,2450,77004800,80281600,81.374,80.785,17.832,15.934,3276800,100,0.042553,-1.897,24.401,21.076,-3.325,4.320515,4.331314,0.010799,,zabih-compute-01,,0
100000000,dolma_sample,1337,4.40,full,role_depth_v4,1,1,2350,2350,77004800,77004800,81.374,81.375,17.832,18.074,0,0,0.000000,0.242,24.401,24.710,0.309,4.320515,4.321208,0.000693,,badfellow,,0
100000000,dolma_sample,1337,4.40,full,role_depth_v5,1,1,2350,2350,77004800,77004800,81.374,81.225,17.832,15.828,0,0,0.000000,-2.004,24.401,21.740,-2.661,4.320515,4.318536,-0.001979,,elor-compute-01,,0
100000000,dolma_sample,1337,4.40,full,role_depth_v6,1,1,2350,2350,77004800,77004800,81.374,81.404,17.832,17.701,0,0,0.000000,-0.131,24.401,24.219,-0.182,4.320515,4.322700,0.002185,,rush-compute-02,,0
100000000,dolma_sample,1337,4.40,no_role_depth,full,1,1,2450,2350,80281600,77004800,80.897,81.374,15.331,17.832,-3276800,-100,-0.040816,2.501,20.303,24.401,4.097,4.332900,4.320515,-0.012385,seo-compute-01,,0,
100000000,dolma_sample,1337,4.40,no_role_depth,role_depth_v2,1,1,2450,2350,80281600,77004800,80.897,81.112,15.331,15.175,-3276800,-100,-0.040816,-0.156,20.303,20.886,0.582,4.332900,4.316649,-0.016250,seo-compute-01,seo-compute-01,0,0
100000000,dolma_sample,1337,4.40,no_role_depth,role_depth_v3,1,1,2450,2450,80281600,80281600,80.897,80.785,15.331,15.934,0,0,0.000000,0.604,20.303,21.076,0.772,4.332900,4.331314,-0.001585,seo-compute-01,zabih-compute-01,0,0
100000000,dolma_sample,1337,4.40,no_role_depth,role_depth_v4,1,1,2450,2350,80281600,77004800,80.897,81.375,15.331,18.074,-3276800,-100,-0.040816,2.743,20.303,24.710,4.407,4.332900,4.321208,-0.011692,seo-compute-01,badfellow,0,0
100000000,dolma_sample,1337,4.40,no_role_depth,role_depth_v5,1,1,2450,2350,80281600,77004800,80.897,81.225,15.331,15.828,-3276800,-100,-0.040816,0.497,20.303,21.740,1.437,4.332900,4.318536,-0.014364,seo-compute-01,elor-compute-01,0,0
100000000,dolma_sample,1337,4.40,no_role_depth,role_depth_v6,1,1,2450,2350,80281600,77004800,80.897,81.404,15.331,17.701,-3276800,-100,-0.040816,2.370,20.303,24.219,3.915,4.332900,4.322700,-0.010200,seo-compute-01,rush-compute-02,0,0
100000000,dolma_sample,1337,4.35,full,no_role_depth,1,1,2750,2850,90112000,93388800,77.049,77.237,20.867,17.834,3276800,100,0.036364,-3.033,24.401,20.303,-4.097,4.320515,4.332900,0.012385,,seo-compute-01,,0
100000000,dolma_sample,1337,4.35,full,role_depth_v2,1,1,2750,2700,90112000,88473600,77.049,77.206,20.867,17.435,-1638400,-50,-0.018182,-3.432,24.401,20.886,-3.515,4.320515,4.316649,-0.003865,,seo-compute-01,,0
100000000,dolma_sample,1337,4.35,full,role_depth_v3,1,1,2750,2850,90112000,93388800,77.049,77.152,20.867,18.536,3276800,100,0.036364,-2.331,24.401,21.076,-3.325,4.320515,4.331314,0.010799,,zabih-compute-01,,0
100000000,dolma_sample,1337,4.35,full,role_depth_v4,1,1,2750,2750,90112000,90112000,77.049,77.013,20.867,21.150,0,0,0.000000,0.283,24.401,24.710,0.309,4.320515,4.321208,0.000693,,badfellow,,0
100000000,dolma_sample,1337,4.35,full,role_depth_v5,1,1,2750,2700,90112000,88473600,77.049,77.267,20.867,18.185,-1638400,-50,-0.018182,-2.682,24.401,21.740,-2.661,4.320515,4.318536,-0.001979,,elor-compute-01,,0
100000000,dolma_sample,1337,4.35,full,role_depth_v6,1,1,2750,2750,90112000,90112000,77.049,77.137,20.867,20.714,0,0,0.000000,-0.153,24.401,24.219,-0.182,4.320515,4.322700,0.002185,,rush-compute-02,,0
100000000,dolma_sample,1337,4.35,no_role_depth,full,1,1,2850,2750,93388800,90112000,77.237,77.049,17.834,20.867,-3276800,-100,-0.035088,3.033,20.303,24.401,4.097,4.332900,4.320515,-0.012385,seo-compute-01,,0,
100000000,dolma_sample,1337,4.35,no_role_depth,role_depth_v2,1,1,2850,2700,93388800,88473600,77.237,77.206,17.834,17.435,-4915200,-150,-0.052632,-0.399,20.303,20.886,0.582,4.332900,4.316649,-0.016250,seo-compute-01,seo-compute-01,0,0
100000000,dolma_sample,1337,4.35,no_role_depth,role_depth_v3,1,1,2850,2850,93388800,93388800,77.237,77.152,17.834,18.536,0,0,0.000000,0.702,20.303,21.076,0.772,4.332900,4.331314,-0.001585,seo-compute-01,zabih-compute-01,0,0
100000000,dolma_sample,1337,4.35,no_role_depth,role_depth_v4,1,1,2850,2750,93388800,90112000,77.237,77.013,17.834,21.150,-3276800,-100,-0.035088,3.316,20.303,24.710,4.407,4.332900,4.321208,-0.011692,seo-compute-01,badfellow,0,0
100000000,dolma_sample,1337,4.35,no_role_depth,role_depth_v5,1,1,2850,2700,93388800,88473600,77.237,77.267,17.834,18.185,-4915200,-150,-0.052632,0.351,20.303,21.740,1.437,4.332900,4.318536,-0.014364,seo-compute-01,elor-compute-01,0,0
100000000,dolma_sample,1337,4.35,no_role_depth,role_depth_v6,1,1,2850,2750,93388800,90112000,77.237,77.137,17.834,20.714,-3276800,-100,-0.035088,2.880,20.303,24.219,3.915,4.332900,4.322700,-0.010200,seo-compute-01,rush-compute-02,0,0
100000000,dolma_sample,2027,5.00,full,no_role_depth,1,1,950,1000,31129600,32768000,146.585,143.337,6.587,8.129,1638400,50,0.052632,1.542,22.439,26.119,3.680,4.331018,4.342288,0.011270,,ellis-compute-02,,0
100000000,dolma_sample,2027,5.00,full,role_depth_v2,1,1,950,950,31129600,31129600,146.585,146.663,6.587,6.079,0,0,0.000000,-0.508,22.439,20.741,-1.698,4.331018,4.326041,-0.004977,,elor-compute-01,,0
