budget_tokens,dataset,seed,target_loss,baseline,method,baseline_hit,method_hit,baseline_first_hit_step,method_first_hit_step,baseline_first_hit_tokens,method_first_hit_tokens,baseline_first_hit_ppl,method_first_hit_ppl,baseline_target_hit_minutes,method_target_hit_minutes,delta_method_minus_baseline_tokens,delta_method_minus_baseline_steps,delta_method_minus_baseline_tokens_percent,delta_method_minus_baseline_hit_minutes,baseline_total_minutes,method_total_minutes,delta_method_minus_baseline_total_minutes,baseline_final_val_loss,method_final_val_loss,delta_method_minus_baseline_final_loss,baseline_slurm_node,method_slurm_node,baseline_restart_count,method_restart_count
100000000,c4_en,2027,4.50,no_role_depth,role_depth_v4,1,1,1850,1800,60620800,58982400,89.942,89.986,11.603,11.563,-1638400,-50,-0.027027,-0.039,20.341,20.803,0.461,4.313735,4.302079,-0.011656,abdelfattah-compute-03,elor-compute-01,0,0
100000000,c4_en,2027,4.50,no_role_depth,role_depth_v5,1,1,1850,1800,60620800,58982400,89.942,89.911,11.603,13.953,-1638400,-50,-0.027027,2.350,20.341,25.016,4.675,4.313735,4.298565,-0.015170,abdelfattah-compute-03,damle-compute-01,0,0
100000000,c4_en,2027,4.50,no_role_depth,role_depth_v6,1,1,1850,1800,60620800,58982400,89.942,89.879,11.603,13.326,-1638400,-50,-0.027027,1.723,20.341,23.813,3.472,4.313735,4.302367,-0.011368,abdelfattah-compute-03,rush-compute-02,0,0
100000000,c4_en,2027,4.40,full,no_role_depth,1,1,2200,2300,72089600,75366400,81.410,81.042,16.780,14.425,3276800,100,0.045455,-2.355,24.509,20.341,-4.167,4.298457,4.313735,0.015278,,abdelfattah-compute-03,,0
100000000,c4_en,2027,4.40,full,role_depth_v2,1,1,2200,2250,72089600,73728000,81.410,80.601,16.780,20.859,1638400,50,0.022727,4.078,24.509,29.627,5.119,4.298457,4.299328,0.000871,,ellis-compute-02,,0
100000000,c4_en,2027,4.40,full,role_depth_v3,1,1,2200,2300,72089600,75366400,81.410,81.078,16.780,14.947,3276800,100,0.045455,-1.834,24.509,21.047,-3.462,4.298457,4.313629,0.015172,,zabih-compute-01,,0
100000000,c4_en,2027,4.40,full,role_depth_v4,1,1,2200,2250,72089600,73728000,81.410,80.813,16.780,14.454,1638400,50,0.022727,-2.326,24.509,20.803,-3.706,4.298457,4.302079,0.003622,,elor-compute-01,,0
100000000,c4_en,2027,4.40,full,role_depth_v5,1,1,2200,2200,72089600,72089600,81.410,81.402,16.780,17.054,0,0,0.000000,0.273,24.509,25.016,0.507,4.298457,4.298565,0.000108,,damle-compute-01,,0
100000000,c4_en,2027,4.40,full,role_depth_v6,1,1,2200,2250,72089600,73728000,81.410,80.666,16.780,16.658,1638400,50,0.022727,-0.123,24.509,23.813,-0.696,4.298457,4.302367,0.003910,,rush-compute-02,,0
100000000,c4_en,2027,4.40,no_role_depth,full,1,1,2300,2200,75366400,72089600,81.042,81.410,14.425,16.780,-3276800,-100,-0.043478,2.355,20.341,24.509,4.167,4.313735,4.298457,-0.015278,abdelfattah-compute-03,,0,
100000000,c4_en,2027,4.40,no_role_depth,role_depth_v2,1,1,2300,2250,75366400,73728000,81.042,80.601,14.425,20.859,-1638400,-50,-0.021739,6.433,20.341,29.627,9.286,4.313735,4.299328,-0.014407,abdelfattah-compute-03,ellis-compute-02,0,0
100000000,c4_en,2027,4.40,no_role_depth,role_depth_v3,1,1,2300,2300,75366400,75366400,81.042,81.078,14.425,14.947,0,0,0.000000,0.522,20.341,21.047,0.705,4.313735,4.313629,-0.000106,abdelfattah-compute-03,zabih-compute-01,0,0
100000000,c4_en,2027,4.40,no_role_depth,role_depth_v4,1,1,2300,2250,75366400,73728000,81.042,80.813,14.425,14.454,-1638400,-50,-0.021739,0.029,20.341,20.803,0.461,4.313735,4.302079,-0.011656,abdelfattah-compute-03,elor-compute-01,0,0
100000000,c4_en,2027,4.40,no_role_depth,role_depth_v5,1,1,2300,2200,75366400,72089600,81.042,81.402,14.425,17.054,-3276800,-100,-0.043478,2.629,20.341,25.016,4.675,4.313735,4.298565,-0.015170,abdelfattah-compute-03,damle-compute-01,0,0
100000000,c4_en,2027,4.40,no_role_depth,role_depth_v6,1,1,2300,2250,75366400,73728000,81.042,80.666,14.425,16.658,-1638400,-50,-0.021739,2.233,20.341,23.813,3.472,4.313735,4.302367,-0.011368,abdelfattah-compute-03,rush-compute-02,0,0
100000000,c4_en,2027,4.30,full,no_role_depth,1,0,3050,,99942400,,73.586,,23.264,,,,,,24.509,20.341,-4.167,4.298457,4.313735,0.015278,,abdelfattah-compute-03,,0
100000000,c4_en,2027,4.30,full,role_depth_v2,1,1,3050,3050,99942400,99942400,73.586,73.650,23.264,28.275,0,0,0.000000,5.011,24.509,29.627,5.119,4.298457,4.299328,0.000871,,ellis-compute-02,,0
100000000,c4_en,2027,4.30,full,role_depth_v3,1,0,3050,,99942400,,73.586,,23.264,,,,,,24.509,21.047,-3.462,4.298457,4.313629,0.015172,,zabih-compute-01,,0
100000000,c4_en,2027,4.30,full,role_depth_v4,1,0,3050,,99942400,,73.586,,23.264,,,,,,24.509,20.803,-3.706,4.298457,4.302079,0.003622,,elor-compute-01,,0
100000000,c4_en,2027,4.30,full,role_depth_v5,1,1,3050,3050,99942400,99942400,73.586,73.594,23.264,23.643,0,0,0.000000,0.379,24.509,25.016,0.507,4.298457,4.298565,0.000108,,damle-compute-01,,0
100000000,c4_en,2027,4.30,full,role_depth_v6,1,0,3050,,99942400,,73.586,,23.264,,,,,,24.509,23.813,-0.696,4.298457,4.302367,0.003910,,rush-compute-02,,0
100000000,c4_en,2027,4.30,no_role_depth,full,0,1,,3050,,99942400,,73.586,,23.264,,,,,20.341,24.509,4.167,4.313735,4.298457,-0.015278,abdelfattah-compute-03,,0,
100000000,c4_en,2027,4.30,no_role_depth,role_depth_v2,0,1,,3050,,99942400,,73.650,,28.275,,,,,20.341,29.627,9.286,4.313735,4.299328,-0.014407,abdelfattah-compute-03,ellis-compute-02,0,0
100000000,c4_en,2027,4.30,no_role_depth,role_depth_v3,0,0,,,,,,,,,,,,,20.341,21.047,0.705,4.313735,4.313629,-0.000106,abdelfattah-compute-03,zabih-compute-01,0,0
100000000,c4_en,2027,4.30,no_role_depth,role_depth_v4,0,0,,,,,,,,,,,,,20.341,20.803,0.461,4.313735,4.302079,-0.011656,abdelfattah-compute-03,elor-compute-01,0,0
100000000,c4_en,2027,4.30,no_role_depth,role_depth_v5,0,1,,3050,,99942400,,73.594,,23.643,,,,,20.341,25.016,4.675,4.313735,4.298565,-0.015170,abdelfattah-compute-03,damle-compute-01,0,0
100000000,c4_en,2027,4.30,no_role_depth,role_depth_v6,0,0,,,,,,,,,,,,,20.341,23.813,3.472,4.313735,4.302367,-0.011368,abdelfattah-compute-03,rush-compute-02,0,0
100000000,c4_en,3407,5.00,full,no_role_depth,1,1,900,950,29491200,31129600,146.505,141.771,6.239,5.947,1638400,50,0.055556,-0.292,22.414,20.363,-2.051,4.291322,4.305235,0.013913,,seo-compute-01,,0
100000000,c4_en,3407,5.00,full,role_depth_v2,1,1,900,900,29491200,29491200,146.505,146.910,6.239,6.954,0,0,0.000000,0.715,22.414,24.950,2.536,4.291322,4.293108,0.001786,,damle-compute-01,,0
100000000,c4_en,3407,5.00,full,role_depth_v3,1,1,900,950,29491200,31129600,146.505,142.817,6.239,7.098,1638400,50,0.055556,0.860,22.414,24.294,1.880,4.291322,4.307411,0.016089,,damle-compute-01,,0
100000000,c4_en,3407,5.00,full,role_depth_v4,1,1,900,900,29491200,29491200,146.505,148.150,6.239,7.023,0,0,0.000000,0.784,22.414,25.064,2.650,4.291322,4.296788,0.005466,,badfellow,,0
100000000,c4_en,3407,5.00,full,role_depth_v5,1,1,900,900,29491200,29491200,146.505,147.535,6.239,6.064,0,0,0.000000,-0.175,22.414,21.754,-0.660,4.291322,4.292103,0.000781,,elor-compute-01,,0
100000000,c4_en,3407,5.00,full,role_depth_v6,1,1,900,900,29491200,29491200,146.505,147.814,6.239,6.390,0,0,0.000000,0.151,22.414,22.858,0.444,4.291322,4.297265,0.005943,,elor-compute-01,,0
100000000,c4_en,3407,5.00,no_role_depth,full,1,1,950,900,31129600,29491200,141.771,146.505,5.947,6.239,-1638400,-50,-0.052632,0.292,20.363,22.414,2.051,4.305235,4.291322,-0.013913,seo-compute-01,,0,
100000000,c4_en,3407,5.00,no_role_depth,role_depth_v2,1,1,950,900,31129600,29491200,141.771,146.910,5.947,6.954,-1638400,-50,-0.052632,1.006,20.363,24.950,4.588,4.305235,4.293108,-0.012127,seo-compute-01,damle-compute-01,0,0
100000000,c4_en,3407,5.00,no_role_depth,role_depth_v3,1,1,950,950,31129600,31129600,141.771,142.817,5.947,7.098,0,0,0.000000,1.151,20.363,24.294,3.931,4.305235,4.307411,0.002176,seo-compute-01,damle-compute-01,0,0
100000000,c4_en,3407,5.00,no_role_depth,role_depth_v4,1,1,950,900,31129600,29491200,141.771,148.150,5.947,7.023,-1638400,-50,-0.052632,1.076,20.363,25.064,4.702,4.305235,4.296788,-0.008447,seo-compute-01,badfellow,0,0
100000000,c4_en,3407,5.00,no_role_depth,role_depth_v5,1,1,950,900,31129600,29491200,141.771,147.535,5.947,6.064,-1638400,-50,-0.052632,0.117,20.363,21.754,1.391,4.305235,4.292103,-0.013132,seo-compute-01,elor-compute-01,0,0
100000000,c4_en,3407,5.00,no_role_depth,role_depth_v6,1,1,950,900,31129600,29491200,141.771,147.814,5.947,6.390,-1638400,-50,-0.052632,0.443,20.363,22.858,2.495,4.305235,4.297265,-0.007970,seo-compute-01,elor-compute-01,0,0
100000000,c4_en,3407,4.80,full,no_role_depth,1,1,1150,1150,37683200,37683200,121.043,121.105,7.972,7.199,0,0,0.000000,-0.773,22.414,20.363,-2.051,4.291322,4.305235,0.013913,,seo-compute-01,,0
100000000,c4_en,3407,4.80,full,role_depth_v2,1,1,1150,1150,37683200,37683200,121.043,120.972,7.972,8.885,0,0,0.000000,0.913,22.414,24.950,2.536,4.291322,4.293108,0.001786,,damle-compute-01,,0
100000000,c4_en,3407,4.80,full,role_depth_v3,1,1,1150,1200,37683200,39321600,121.043,117.681,7.972,8.966,1638400,50,0.043478,0.995,22.414,24.294,1.880,4.291322,4.307411,0.016089,,damle-compute-01,,0
100000000,c4_en,3407,4.80,full,role_depth_v4,1,1,1150,1150,37683200,37683200,121.043,120.337,7.972,8.974,0,0,0.000000,1.002,22.414,25.064,2.650,4.291322,4.296788,0.005466,,badfellow,,0
100000000,c4_en,3407,4.80,full,role_depth_v5,1,1,1150,1150,37683200,37683200,121.043,120.265,7.972,7.749,0,0,0.000000,-0.223,22.414,21.754,-0.660,4.291322,4.292103,0.000781,,elor-compute-01,,0
100000000,c4_en,3407,4.80,full,role_depth_v6,1,1,1150,1150,37683200,37683200,121.043,119.858,7.972,8.165,0,0,0.000000,0.193,22.414,22.858,0.444,4.291322,4.297265,0.005943,,elor-compute-01,,0
100000000,c4_en,3407,4.80,no_role_depth,full,1,1,1150,1150,37683200,37683200,121.105,121.043,7.199,7.972,0,0,0.000000,0.773,20.363,22.414,2.051,4.305235,4.291322,-0.013913,seo-compute-01,,0,
100000000,c4_en,3407,4.80,no_role_depth,role_depth_v2,1,1,1150,1150,37683200,37683200,121.105,120.972,7.199,8.885,0,0,0.000000,1.686,20.363,24.950,4.588,4.305235,4.293108,-0.012127,seo-compute-01,damle-compute-01,0,0
100000000,c4_en,3407,4.80,no_role_depth,role_depth_v3,1,1,1150,1200,37683200,39321600,121.105,117.681,7.199,8.966,1638400,50,0.043478,1.767,20.363,24.294,3.931,4.305235,4.307411,0.002176,seo-compute-01,damle-compute-01,0,0
100000000,c4_en,3407,4.80,no_role_depth,role_depth_v4,1,1,1150,1150,37683200,37683200,121.105,120.337,7.199,8.974,0,0,0.000000,1.775,20.363,25.064,4.702,4.305235,4.296788,-0.008447,seo-compute-01,badfellow,0,0
100000000,c4_en,3407,4.80,no_role_depth,role_depth_v5,1,1,1150,1150,37683200,37683200,121.105,120.265,7.199,7.749,0,0,0.000000,0.549,20.363,21.754,1.391,4.305235,4.292103,-0.013132,seo-compute-01,elor-compute-01,0,0
100000000,c4_en,3407,4.80,no_role_depth,role_depth_v6,1,1,1150,1150,37683200,37683200,121.105,119.858,7.199,8.165,0,0,0.000000,0.966,20.363,22.858,2.495,4.305235,4.297265,-0.007970,seo-compute-01,elor-compute-01,0,0
100000000,c4_en,3407,4.60,full,no_role_depth,1,1,1550,1550,50790400,50790400,97.696,98.688,10.745,9.703,0,0,0.000000,-1.041,22.414,20.363,-2.051,4.291322,4.305235,0.013913,,seo-compute-01,,0
100000000,c4_en,3407,4.60,full,role_depth_v2,1,1,1550,1550,50790400,50790400,97.696,97.968,10.745,11.976,0,0,0.000000,1.231,22.414,24.950,2.536,4.291322,4.293108,0.001786,,damle-compute-01,,0
100000000,c4_en,3407,4.60,full,role_depth_v3,1,1,1550,1550,50790400,50790400,97.696,98.788,10.745,11.582,0,0,0.000000,0.837,22.414,24.294,1.880,4.291322,4.307411,0.016089,,damle-compute-01,,0
100000000,c4_en,3407,4.60,full,role_depth_v4,1,1,1550,1550,50790400,50790400,97.696,97.865,10.745,12.096,0,0,0.000000,1.351,22.414,25.064,2.650,4.291322,4.296788,0.005466,,badfellow,,0
100000000,c4_en,3407,4.60,full,role_depth_v5,1,1,1550,1550,50790400,50790400,97.696,97.727,10.745,10.444,0,0,0.000000,-0.301,22.414,21.754,-0.660,4.291322,4.292103,0.000781,,elor-compute-01,,0
100000000,c4_en,3407,4.60,full,role_depth_v6,1,1,1550,1500,50790400,49152000,97.696,99.441,10.745,10.650,-1638400,-50,-0.032258,-0.095,22.414,22.858,0.444,4.291322,4.297265,0.005943,,elor-compute-01,,0
100000000,c4_en,3407,4.60,no_role_depth,full,1,1,1550,1550,50790400,50790400,98.688,97.696,9.703,10.745,0,0,0.000000,1.041,20.363,22.414,2.051,4.305235,4.291322,-0.013913,seo-compute-01,,0,
100000000,c4_en,3407,4.60,no_role_depth,role_depth_v2,1,1,1550,1550,50790400,50790400,98.688,97.968,9.703,11.976,0,0,0.000000,2.272,20.363,24.950,4.588,4.305235,4.293108,-0.012127,seo-compute-01,damle-compute-01,0,0
100000000,c4_en,3407,4.60,no_role_depth,role_depth_v3,1,1,1550,1550,50790400,50790400,98.688,98.788,9.703,11.582,0,0,0.000000,1.878,20.363,24.294,3.931,4.305235,4.307411,0.002176,seo-compute-01,damle-compute-01,0,0
100000000,c4_en,3407,4.60,no_role_depth,role_depth_v4,1,1,1550,1550,50790400,50790400,98.688,97.865,9.703,12.096,0,0,0.000000,2.392,20.363,25.064,4.702,4.305235,4.296788,-0.008447,seo-compute-01,badfellow,0,0
100000000,c4_en,3407,4.60,no_role_depth,role_depth_v5,1,1,1550,1550,50790400,50790400,98.688,97.727,9.703,10.444,0,0,0.000000,0.740,20.363,21.754,1.391,4.305235,4.292103,-0.013132,seo-compute-01,elor-compute-01,0,0
100000000,c4_en,3407,4.60,no_role_depth,role_depth_v6,1,1,1550,1500,50790400,49152000,98.688,99.441,9.703,10.650,-1638400,-50,-0.032258,0.947,20.363,22.858,2.495,4.305235,4.297265,-0.007970,seo-compute-01,elor-compute-01,0,0
100000000,c4_en,3407,4.50,full,no_role_depth,1,1,1800,1850,58982400,60620800,89.657,89.435,12.478,11.582,1638400,50,0.027778,-0.896,22.414,20.363,-2.051,4.291322,4.305235,0.013913,,seo-compute-01,,0
100000000,c4_en,3407,4.50,full,role_depth_v2,1,1,1800,1800,58982400,58982400,89.657,89.816,12.478,13.908,0,0,0.000000,1.430,22.414,24.950,2.536,4.291322,4.293108,0.001786,,damle-compute-01,,0
100000000,c4_en,3407,4.50,full,role_depth_v3,1,1,1800,1850,58982400,60620800,89.657,89.481,12.478,13.823,1638400,50,0.027778,1.346,22.414,24.294,1.880,4.291322,4.307411,0.016089,,damle-compute-01,,0
100000000,c4_en,3407,4.50,full,role_depth_v4,1,1,1800,1800,58982400,58982400,89.657,90.012,12.478,14.047,0,0,0.000000,1.569,22.414,25.064,2.650,4.291322,4.296788,0.005466,,badfellow,,0
100000000,c4_en,3407,4.50,full,role_depth_v5,1,1,1800,1800,58982400,58982400,89.657,89.770,12.478,12.128,0,0,0.000000,-0.350,22.414,21.754,-0.660,4.291322,4.292103,0.000781,,elor-compute-01,,0
100000000,c4_en,3407,4.50,full,role_depth_v6,1,1,1800,1800,58982400,58982400,89.657,89.686,12.478,12.780,0,0,0.000000,0.302,22.414,22.858,0.444,4.291322,4.297265,0.005943,,elor-compute-01,,0
100000000,c4_en,3407,4.50,no_role_depth,full,1,1,1850,1800,60620800,58982400,89.435,89.657,11.582,12.478,-1638400,-50,-0.027027,0.896,20.363,22.414,2.051,4.305235,4.291322,-0.013913,seo-compute-01,,0,
100000000,c4_en,3407,4.50,no_role_depth,role_depth_v2,1,1,1850,1800,60620800,58982400,89.435,89.816,11.582,13.908,-1638400,-50,-0.027027,2.326,20.363,24.950,4.588,4.305235,4.293108,-0.012127,seo-compute-01,damle-compute-01,0,0
100000000,c4_en,3407,4.50,no_role_depth,role_depth_v3,1,1,1850,1850,60620800,60620800,89.435,89.481,11.582,13.823,0,0,0.000000,2.242,20.363,24.294,3.931,4.305235,4.307411,0.002176,seo-compute-01,damle-compute-01,0,0
100000000,c4_en,3407,4.50,no_role_depth,role_depth_v4,1,1,1850,1800,60620800,58982400,89.435,90.012,11.582,14.047,-1638400,-50,-0.027027,2.465,20.363,25.064,4.702,4.305235,4.296788,-0.008447,seo-compute-01,badfellow,0,0
100000000,c4_en,3407,4.50,no_role_depth,role_depth_v5,1,1,1850,1800,60620800,58982400,89.435,89.770,11.582,12.128,-1638400,-50,-0.027027,0.547,20.363,21.754,1.391,4.305235,4.292103,-0.013132,seo-compute-01,elor-compute-01,0,0
100000000,c4_en,3407,4.50,no_role_depth,role_depth_v6,1,1,1850,1800,60620800,58982400,89.435,89.686,11.582,12.780,-1638400,-50,-0.027027,1.198,20.363,22.858,2.495,4.305235,4.297265,-0.007970,seo-compute-01,elor-compute-01,0,0
100000000,c4_en,3407,4.40,full,no_role_depth,1,1,2200,2250,72089600,73728000,81.032,81.286,15.251,14.086,1638400,50,0.022727,-1.165,22.414,20.363,-2.051,4.291322,4.305235,0.013913,,seo-compute-01,,0
100000000,c4_en,3407,4.40,full,role_depth_v2,1,1,2200,2200,72089600,72089600,81.032,81.191,15.251,16.998,0,0,0.000000,1.748,22.414,24.950,2.536,4.291322,4.293108,0.001786,,damle-compute-01,,0
100000000,c4_en,3407,4.40,full,role_depth_v3,1,1,2200,2250,72089600,73728000,81.032,81.384,15.251,16.812,1638400,50,0.022727,1.562,22.414,24.294,1.880,4.291322,4.307411,0.016089,,damle-compute-01,,0
100000000,c4_en,3407,4.40,full,role_depth_v4,1,1,2200,2200,72089600,72089600,81.032,81.402,15.251,17.168,0,0,0.000000,1.917,22.414,25.064,2.650,4.291322,4.296788,0.005466,,badfellow,,0
100000000,c4_en,3407,4.40,full,role_depth_v5,1,1,2200,2200,72089600,72089600,81.032,81.196,15.251,14.823,0,0,0.000000,-0.427,22.414,21.754,-0.660,4.291322,4.292103,0.000781,,elor-compute-01,,0
100000000,c4_en,3407,4.40,full,role_depth_v6,1,1,2200,2200,72089600,72089600,81.032,81.264,15.251,15.620,0,0,0.000000,0.369,22.414,22.858,0.444,4.291322,4.297265,0.005943,,elor-compute-01,,0
100000000,c4_en,3407,4.40,no_role_depth,full,1,1,2250,2200,73728000,72089600,81.286,81.032,14.086,15.251,-1638400,-50,-0.022222,1.165,20.363,22.414,2.051,4.305235,4.291322,-0.013913,seo-compute-01,,0,
100000000,c4_en,3407,4.40,no_role_depth,role_depth_v2,1,1,2250,2200,73728000,72089600,81.286,81.191,14.086,16.998,-1638400,-50,-0.022222,2.912,20.363,24.950,4.588,4.305235,4.293108,-0.012127,seo-compute-01,damle-compute-01,0,0
100000000,c4_en,3407,4.40,no_role_depth,role_depth_v3,1,1,2250,2250,73728000,73728000,81.286,81.384,14.086,16.812,0,0,0.000000,2.726,20.363,24.294,3.931,4.305235,4.307411,0.002176,seo-compute-01,damle-compute-01,0,0
100000000,c4_en,3407,4.40,no_role_depth,role_depth_v4,1,1,2250,2200,73728000,72089600,81.286,81.402,14.086,17.168,-1638400,-50,-0.022222,3.082,20.363,25.064,4.702,4.305235,4.296788,-0.008447,seo-compute-01,badfellow,0,0
100000000,c4_en,3407,4.40,no_role_depth,role_depth_v5,1,1,2250,2200,73728000,72089600,81.286,81.196,14.086,14.823,-1638400,-50,-0.022222,0.738,20.363,21.754,1.391,4.305235,4.292103,-0.013132,seo-compute-01,elor-compute-01,0,0
100000000,c4_en,3407,4.40,no_role_depth,role_depth_v6,1,1,2250,2200,73728000,72089600,81.286,81.264,14.086,15.620,-1638400,-50,-0.022222,1.534,20.363,22.858,2.495,4.305235,4.297265,-0.007970,seo-compute-01,elor-compute-01,0,0
100000000,c4_en,3407,4.30,full,no_role_depth,1,0,2950,,96665600,,73.563,,20.450,,,,,,22.414,20.363,-2.051,4.291322,4.305235,0.013913,,seo-compute-01,,0
100000000,c4_en,3407,4.30,full,role_depth_v2,1,1,2950,2950,96665600,96665600,73.563,73.667,20.450,22.793,0,0,0.000000,2.343,22.414,24.950,2.536,4.291322,4.293108,0.001786,,damle-compute-01,,0
100000000,c4_en,3407,4.30,full,role_depth_v3,1,0,2950,,96665600,,73.563,,20.450,,,,,,22.414,24.294,1.880,4.291322,4.307411,0.016089,,damle-compute-01,,0
100000000,c4_en,3407,4.30,full,role_depth_v4,1,1,2950,3000,96665600,98304000,73.563,73.655,20.450,23.411,1638400,50,0.016949,2.961,22.414,25.064,2.650,4.291322,4.296788,0.005466,,badfellow,,0
100000000,c4_en,3407,4.30,full,role_depth_v5,1,1,2950,2950,96665600,96665600,73.563,73.634,20.450,19.877,0,0,0.000000,-0.573,22.414,21.754,-0.660,4.291322,4.292103,0.000781,,elor-compute-01,,0
100000000,c4_en,3407,4.30,full,role_depth_v6,1,1,2950,3000,96665600,98304000,73.563,73.658,20.450,21.300,1638400,50,0.016949,0.850,22.414,22.858,0.444,4.291322,4.297265,0.005943,,elor-compute-01,,0
100000000,c4_en,3407,4.30,no_role_depth,full,0,1,,2950,,96665600,,73.563,,20.450,,,,,20.363,22.414,2.051,4.305235,4.291322,-0.013913,seo-compute-01,,0,
100000000,c4_en,3407,4.30,no_role_depth,role_depth_v2,0,1,,2950,,96665600,,73.667,,22.793,,,,,20.363,24.950,4.588,4.305235,4.293108,-0.012127,seo-compute-01,damle-compute-01,0,0
100000000,c4_en,3407,4.30,no_role_depth,role_depth_v3,0,0,,,,,,,,,,,,,20.363,24.294,3.931,4.305235,4.307411,0.002176,seo-compute-01,damle-compute-01,0,0
100000000,c4_en,3407,4.30,no_role_depth,role_depth_v4,0,1,,3000,,98304000,,73.655,,23.411,,,,,20.363,25.064,4.702,4.305235,4.296788,-0.008447,seo-compute-01,badfellow,0,0
100000000,c4_en,3407,4.30,no_role_depth,role_depth_v5,0,1,,2950,,96665600,,73.634,,19.877,,,,,20.363,21.754,1.391,4.305235,4.292103,-0.013132,seo-compute-01,elor-compute-01,0,0
100000000,c4_en,3407,4.30,no_role_depth,role_depth_v6,0,1,,3000,,98304000,,73.658,,21.300,,,,,20.363,22.858,2.495,4.305235,4.297265,-0.007970,seo-compute-01,elor-compute-01,0,0
300000000,dclm,1337,4.40,full,no_role_depth,1,1,2350,2400,77004800,78643200,81.032,81.280,17.873,15.924,1638400,50,0.021277,-1.948,73.189,64.231,-8.958,3.958206,3.963464,0.005258,,seo-compute-01,,0
300000000,dclm,1337,4.40,full,role_depth_v2,1,1,2350,2350,77004800,77004800,81.032,81.019,17.873,21.743,0,0,0.000000,3.871,73.189,89.778,16.588,3.958206,3.957419,-0.000787,,ellis-compute-02,,0
300000000,dclm,1337,4.40,full,role_depth_v3,1,1,2350,2450,77004800,80281600,81.032,80.650,17.873,15.920,3276800,100,0.042553,-1.952,73.189,62.903,-10.286,3.958206,3.965834,0.007628,,zabih-compute-01,,0
300000000,dclm,1337,4.40,full,role_depth_v4,1,1,2350,2450,77004800,80281600,81.032,80.658,17.873,16.199,3276800,100,0.042553,-1.673,73.189,64.029,-9.160,3.958206,3.959833,0.001627,,zabih-compute-01,,0
300000000,dclm,1337,4.40,full,role_depth_v5,1,1,2350,2400,77004800,78643200,81.032,81.082,17.873,17.540,1638400,50,0.021277,-0.332,73.189,70.654,-2.536,3.958206,3.959412,0.001206,,rush-compute-02,,0
300000000,dclm,1337,4.40,full,role_depth_v6,1,1,2350,2400,77004800,78643200,81.032,81.174,17.873,18.357,1638400,50,0.021277,0.484,73.189,73.883,0.693,3.958206,3.963066,0.004860,,damle-compute-01,,0
300000000,dclm,1337,4.40,no_role_depth,full,1,1,2400,2350,78643200,77004800,81.280,81.032,15.924,17.873,-1638400,-50,-0.020833,1.948,64.231,73.189,8.958,3.963464,3.958206,-0.005258,seo-compute-01,,0,
300000000,dclm,1337,4.40,no_role_depth,role_depth_v2,1,1,2400,2350,78643200,77004800,81.280,81.019,15.924,21.743,-1638400,-50,-0.020833,5.819,64.231,89.778,25.547,3.963464,3.957419,-0.006045,seo-compute-01,ellis-compute-02,0,0
300000000,dclm,1337,4.40,no_role_depth,role_depth_v3,1,1,2400,2450,78643200,80281600,81.280,80.650,15.924,15.920,1638400,50,0.020833,-0.004,64.231,62.903,-1.328,3.963464,3.965834,0.002370,seo-compute-01,zabih-compute-01,0,0
300000000,dclm,1337,4.40,no_role_depth,role_depth_v4,1,1,2400,2450,78643200,80281600,81.280,80.658,15.924,16.199,1638400,50,0.020833,0.275,64.231,64.029,-0.202,3.963464,3.959833,-0.003631,seo-compute-01,zabih-compute-01,0,0
300000000,dclm,1337,4.40,no_role_depth,role_depth_v5,1,1,2400,2400,78643200,78643200,81.280,81.082,15.924,17.540,0,0,0.000000,1.616,64.231,70.654,6.423,3.963464,3.959412,-0.004052,seo-compute-01,rush-compute-02,0,0
300000000,dclm,1337,4.40,no_role_depth,role_depth_v6,1,1,2400,2400,78643200,78643200,81.280,81.174,15.924,18.357,0,0,0.000000,2.432,64.231,73.883,9.652,3.963464,3.963066,-0.000398,seo-compute-01,damle-compute-01,0,0
300000000,dclm,1337,4.30,full,no_role_depth,1,1,3150,3150,103219200,103219200,73.576,73.162,23.957,20.901,0,0,0.000000,-3.056,73.189,64.231,-8.958,3.958206,3.963464,0.005258,,seo-compute-01,,0
300000000,dclm,1337,4.30,full,role_depth_v2,1,1,3150,3150,103219200,103219200,73.576,73.580,23.957,29.145,0,0,0.000000,5.188,73.189,89.778,16.588,3.958206,3.957419,-0.000787,,ellis-compute-02,,0
300000000,dclm,1337,4.30,full,role_depth_v3,1,1,3150,3100,103219200,101580800,73.576,73.489,23.957,20.144,-1638400,-50,-0.015873,-3.813,73.189,62.903,-10.286,3.958206,3.965834,0.007628,,zabih-compute-01,,0
300000000,dclm,1337,4.30,full,role_depth_v4,1,1,3150,3100,103219200,101580800,73.576,73.419,23.957,20.497,-1638400,-50,-0.015873,-3.460,73.189,64.029,-9.160,3.958206,3.959833,0.001627,,zabih-compute-01,,0
300000000,dclm,1337,4.30,full,role_depth_v5,1,1,3150,3150,103219200,103219200,73.576,73.372,23.957,23.021,0,0,0.000000,-0.935,73.189,70.654,-2.536,3.958206,3.959412,0.001206,,rush-compute-02,,0
300000000,dclm,1337,4.30,full,role_depth_v6,1,1,3150,3100,103219200,101580800,73.576,73.263,23.957,23.711,-1638400,-50,-0.015873,-0.246,73.189,73.883,0.693,3.958206,3.963066,0.004860,,damle-compute-01,,0
