budget_tokens,dataset,seed,method,target_loss,first_hit_step,first_hit_tokens,first_hit_ppl,hit_status,target_hit_minutes,total_minutes,mean_seconds_per_step,tokens_per_second,final_val_loss,slurm_job_id,slurm_restart_count,slurm_node
100000000,dclm,3407,role_depth_v2,4.70,1200,39321600,109.538,hit,7.714,20.815,0.385700,84957.218,4.251755,676425,0,elor-compute-01
100000000,dclm,3407,role_depth_v2,4.55,1500,49152000,94.630,hit,9.643,20.815,0.385700,84957.218,4.251755,676425,0,elor-compute-01
100000000,dclm,3407,role_depth_v2,4.45,1850,60620800,84.206,hit,11.892,20.815,0.385700,84957.218,4.251755,676425,0,elor-compute-01
100000000,dclm,3407,role_depth_v2,4.35,2250,73728000,77.013,hit,14.464,20.815,0.385700,84957.218,4.251755,676425,0,elor-compute-01
100000000,dclm,3407,role_depth_v2,4.30,2550,83558400,73.334,hit,16.392,20.815,0.385700,84957.218,4.251755,676425,0,elor-compute-01
100000000,dclm,3407,role_depth_v3,4.90,950,31129600,130.772,hit,7.177,24.324,0.453289,72289.382,4.267403,707329,1,badfellow
100000000,dclm,3407,role_depth_v3,4.70,1250,40960000,107.411,hit,9.444,24.324,0.453289,72289.382,4.267403,707329,1,badfellow
100000000,dclm,3407,role_depth_v3,4.55,1550,50790400,93.832,hit,11.710,24.324,0.453289,72289.382,4.267403,707329,1,badfellow
100000000,dclm,3407,role_depth_v3,4.45,1850,60620800,85.208,hit,13.976,24.324,0.453289,72289.382,4.267403,707329,1,badfellow
100000000,dclm,3407,role_depth_v3,4.35,2300,75366400,77.195,hit,17.376,24.324,0.453289,72289.382,4.267403,707329,1,badfellow
100000000,dclm,3407,role_depth_v3,4.30,2650,86835200,73.514,hit,20.020,24.324,0.453289,72289.382,4.267403,707329,1,badfellow
100000000,dclm,3407,role_depth_v4,4.90,950,31129600,129.524,hit,6.327,21.515,0.399574,82007.317,4.255749,707588,0,zabih-compute-01
100000000,dclm,3407,role_depth_v4,4.70,1200,39321600,109.287,hit,7.991,21.515,0.399574,82007.317,4.255749,707588,0,zabih-compute-01
100000000,dclm,3407,role_depth_v4,4.55,1550,50790400,92.999,hit,10.322,21.515,0.399574,82007.317,4.255749,707588,0,zabih-compute-01
100000000,dclm,3407,role_depth_v4,4.45,1850,60620800,84.266,hit,12.320,21.515,0.399574,82007.317,4.255749,707588,0,zabih-compute-01
100000000,dclm,3407,role_depth_v4,4.35,2250,73728000,77.162,hit,14.984,21.515,0.399574,82007.317,4.255749,707588,0,zabih-compute-01
100000000,dclm,3407,role_depth_v4,4.30,2550,83558400,73.554,hit,16.982,21.515,0.399574,82007.317,4.255749,707588,0,zabih-compute-01
100000000,dclm,3407,role_depth_v5,4.90,950,31129600,129.964,hit,6.196,21.172,0.391297,83742.084,4.254425,749316,0,elor-compute-01
100000000,dclm,3407,role_depth_v5,4.70,1200,39321600,109.015,hit,7.826,21.172,0.391297,83742.084,4.254425,749316,0,elor-compute-01
100000000,dclm,3407,role_depth_v5,4.55,1500,49152000,94.623,hit,9.782,21.172,0.391297,83742.084,4.254425,749316,0,elor-compute-01
100000000,dclm,3407,role_depth_v5,4.45,1850,60620800,84.263,hit,12.065,21.172,0.391297,83742.084,4.254425,749316,0,elor-compute-01
100000000,dclm,3407,role_depth_v5,4.35,2250,73728000,77.046,hit,14.674,21.172,0.391297,83742.084,4.254425,749316,0,elor-compute-01
100000000,dclm,3407,role_depth_v5,4.30,2550,83558400,73.405,hit,16.630,21.172,0.391297,83742.084,4.254425,749316,0,elor-compute-01
100000000,dclm,3407,role_depth_v6,4.90,900,29491200,134.277,hit,6.388,22.838,0.425888,76940.348,4.258430,749331,0,elor-compute-01
