budget_tokens,dataset,target_loss,baseline,method,n_pairs,common_hits,baseline_only_hits,method_only_hits,both_missing,wins_method_earlier,ties_same_tokens,losses_method_later,mean_delta_method_minus_baseline_tokens,median_delta_method_minus_baseline_tokens,mean_delta_method_minus_baseline_hit_minutes,mean_delta_method_minus_baseline_final_loss
100000000,fineweb_edu,4.60,no_role_depth,role_depth_v6,3,3,0,0,0,2,1,0,-1092266.667,-1638400.000,0.968,-0.009918
100000000,fineweb_edu,4.80,full,no_role_depth,3,3,0,0,0,0,1,2,1092266.667,1638400.000,-0.905,0.010961
100000000,fineweb_edu,4.80,full,role_depth_v2,3,3,0,0,0,0,3,0,0.000,0.000,-1.393,-0.002028
100000000,fineweb_edu,4.80,full,role_depth_v3,3,3,0,0,0,0,1,2,1092266.667,1638400.000,-0.457,0.011467
100000000,fineweb_edu,4.80,full,role_depth_v4,3,3,0,0,0,0,3,0,0.000,0.000,-1.041,0.002405
100000000,fineweb_edu,4.80,full,role_depth_v5,3,3,0,0,0,0,3,0,0.000,0.000,-0.187,-0.002540
100000000,fineweb_edu,4.80,full,role_depth_v6,3,3,0,0,0,0,3,0,0.000,0.000,-0.203,0.001042
100000000,fineweb_edu,4.80,no_role_depth,full,3,3,0,0,0,2,1,0,-1092266.667,-1638400.000,0.905,-0.010961
100000000,fineweb_edu,4.80,no_role_depth,role_depth_v2,3,3,0,0,0,2,1,0,-1092266.667,-1638400.000,-0.488,-0.012988
100000000,fineweb_edu,4.80,no_role_depth,role_depth_v3,3,3,0,0,0,0,3,0,0.000,0.000,0.447,0.000506
100000000,fineweb_edu,4.80,no_role_depth,role_depth_v4,3,3,0,0,0,2,1,0,-1092266.667,-1638400.000,-0.135,-0.008556
100000000,fineweb_edu,4.80,no_role_depth,role_depth_v5,3,3,0,0,0,2,1,0,-1092266.667,-1638400.000,0.718,-0.013500
100000000,fineweb_edu,4.80,no_role_depth,role_depth_v6,3,3,0,0,0,2,1,0,-1092266.667,-1638400.000,0.702,-0.009918
300000000,c4_en,4.00,full,no_role_depth,3,3,0,0,0,3,0,0,-1638400.000,-1638400.000,3.265,0.003949
300000000,c4_en,4.00,full,role_depth_v2,3,3,0,0,0,1,2,0,-546133.333,0.000,6.058,-0.000708
300000000,c4_en,4.00,full,role_depth_v3,3,3,0,0,0,2,1,0,-1092266.667,-1638400.000,5.443,0.006247
300000000,c4_en,4.00,full,role_depth_v4,3,3,0,0,0,2,1,0,-1092266.667,-1638400.000,1.203,0.000309
300000000,c4_en,4.00,full,role_depth_v5,3,3,0,0,0,2,1,0,-1092266.667,-1638400.000,5.147,-0.001772
300000000,c4_en,4.00,full,role_depth_v6,3,3,0,0,0,3,0,0,-2730666.667,-3276800.000,3.723,0.001253
300000000,c4_en,4.00,no_role_depth,full,3,3,0,0,0,0,0,3,1638400.000,1638400.000,-3.265,-0.003949
300000000,c4_en,4.00,no_role_depth,role_depth_v2,3,3,0,0,0,0,1,2,1092266.667,1638400.000,2.793,-0.004657
300000000,c4_en,4.00,no_role_depth,role_depth_v3,3,3,0,0,0,0,2,1,546133.333,0.000,2.178,0.002298
300000000,c4_en,4.00,no_role_depth,role_depth_v4,3,3,0,0,0,0,2,1,546133.333,0.000,-2.062,-0.003640
300000000,c4_en,4.00,no_role_depth,role_depth_v5,3,3,0,0,0,0,2,1,546133.333,0.000,1.882,-0.005721
300000000,c4_en,4.00,no_role_depth,role_depth_v6,3,3,0,0,0,2,1,0,-1092266.667,-1638400.000,0.457,-0.002696
300000000,c4_en,4.05,full,no_role_depth,3,3,0,0,0,2,1,0,-2184533.333,-3276800.000,2.695,0.003949
300000000,c4_en,4.05,full,role_depth_v2,3,3,0,0,0,0,3,0,0.000,0.000,5.426,-0.000708
300000000,c4_en,4.05,full,role_depth_v3,3,3,0,0,0,1,2,0,-546133.333,0.000,4.859,0.006247
300000000,c4_en,4.05,full,role_depth_v4,3,3,0,0,0,2,1,0,-1092266.667,-1638400.000,1.038,0.000309
300000000,c4_en,4.05,full,role_depth_v5,3,3,0,0,0,1,2,0,-546133.333,0.000,4.592,-0.001772
300000000,c4_en,4.05,full,role_depth_v6,3,3,0,0,0,3,0,0,-3276800.000,-3276800.000,3.072,0.001253
300000000,c4_en,4.05,no_role_depth,full,3,3,0,0,0,0,1,2,2184533.333,3276800.000,-2.695,-0.003949
300000000,c4_en,4.05,no_role_depth,role_depth_v2,3,3,0,0,0,0,1,2,2184533.333,3276800.000,2.731,-0.004657
300000000,c4_en,4.05,no_role_depth,role_depth_v3,3,3,0,0,0,0,1,2,1638400.000,1638400.000,2.164,0.002298
300000000,c4_en,4.05,no_role_depth,role_depth_v4,3,3,0,0,0,0,1,2,1092266.667,1638400.000,-1.657,-0.003640
300000000,c4_en,4.05,no_role_depth,role_depth_v5,3,3,0,0,0,0,1,2,1638400.000,1638400.000,1.897,-0.005721
300000000,c4_en,4.05,no_role_depth,role_depth_v6,3,3,0,0,0,1,2,0,-1092266.667,0.000,0.377,-0.002696
300000000,c4_en,4.10,full,no_role_depth,3,3,0,0,0,3,0,0,-3276800.000,-3276800.000,2.077,0.003949
300000000,c4_en,4.10,full,role_depth_v2,3,3,0,0,0,0,3,0,0.000,0.000,4.788,-0.000708
300000000,c4_en,4.10,full,role_depth_v3,3,3,0,0,0,3,0,0,-1638400.000,-1638400.000,4.014,0.006247
300000000,c4_en,4.10,full,role_depth_v4,3,3,0,0,0,3,0,0,-1638400.000,-1638400.000,0.765,0.000309
300000000,c4_en,4.10,full,role_depth_v5,3,3,0,0,0,2,1,0,-1092266.667,-1638400.000,3.908,-0.001772
300000000,c4_en,4.10,full,role_depth_v6,3,3,0,0,0,3,0,0,-3822933.333,-3276800.000,2.500,0.001253
300000000,c4_en,4.10,no_role_depth,full,3,3,0,0,0,0,0,3,3276800.000,3276800.000,-2.077,-0.003949
300000000,c4_en,4.10,no_role_depth,role_depth_v2,3,3,0,0,0,0,0,3,3276800.000,3276800.000,2.712,-0.004657
300000000,c4_en,4.10,no_role_depth,role_depth_v3,3,3,0,0,0,0,0,3,1638400.000,1638400.000,1.938,0.002298
300000000,c4_en,4.10,no_role_depth,role_depth_v4,3,3,0,0,0,0,0,3,1638400.000,1638400.000,-1.311,-0.003640
300000000,c4_en,4.10,no_role_depth,role_depth_v5,3,3,0,0,0,0,0,3,2184533.333,1638400.000,1.832,-0.005721
300000000,c4_en,4.10,no_role_depth,role_depth_v6,3,3,0,0,0,1,2,0,-546133.333,0.000,0.424,-0.002696
300000000,c4_en,4.20,full,no_role_depth,3,3,0,0,0,3,0,0,-2730666.667,-3276800.000,1.591,0.003949
300000000,c4_en,4.20,full,role_depth_v2,3,3,0,0,0,0,2,1,546133.333,0.000,3.839,-0.000708
300000000,c4_en,4.20,full,role_depth_v3,3,3,0,0,0,3,0,0,-2730666.667,-3276800.000,2.808,0.006247
300000000,c4_en,4.20,full,role_depth_v4,3,3,0,0,0,3,0,0,-2184533.333,-1638400.000,0.411,0.000309
300000000,c4_en,4.20,full,role_depth_v5,3,3,0,0,0,2,1,0,-1092266.667,-1638400.000,3.002,-0.001772
300000000,c4_en,4.20,full,role_depth_v6,3,3,0,0,0,3,0,0,-3276800.000,-3276800.000,1.895,0.001253
300000000,c4_en,4.20,no_role_depth,full,3,3,0,0,0,0,0,3,2730666.667,3276800.000,-1.591,-0.003949
300000000,c4_en,4.20,no_role_depth,role_depth_v2,3,3,0,0,0,0,0,3,3276800.000,3276800.000,2.247,-0.004657
300000000,c4_en,4.20,no_role_depth,role_depth_v3,3,3,0,0,0,0,3,0,0.000,0.000,1.217,0.002298
300000000,c4_en,4.20,no_role_depth,role_depth_v4,3,3,0,0,0,0,2,1,546133.333,0.000,-1.181,-0.003640
300000000,c4_en,4.20,no_role_depth,role_depth_v5,3,3,0,0,0,0,0,3,1638400.000,1638400.000,1.410,-0.005721
300000000,c4_en,4.20,no_role_depth,role_depth_v6,3,3,0,0,0,1,2,0,-546133.333,0.000,0.304,-0.002696
300000000,c4_en,4.30,full,no_role_depth,3,3,0,0,0,2,1,0,-2184533.333,-1638400.000,1.223,0.003949
300000000,c4_en,4.30,full,role_depth_v2,3,3,0,0,0,1,2,0,-546133.333,0.000,2.758,-0.000708
300000000,c4_en,4.30,full,role_depth_v3,3,3,0,0,0,1,2,0,-1092266.667,0.000,2.428,0.006247
300000000,c4_en,4.30,full,role_depth_v4,3,3,0,0,0,1,2,0,-1092266.667,0.000,0.452,0.000309
300000000,c4_en,4.30,full,role_depth_v5,3,3,0,0,0,0,1,2,1092266.667,1638400.000,2.787,-0.001772
300000000,c4_en,4.30,full,role_depth_v6,3,3,0,0,0,2,1,0,-1638400.000,-1638400.000,1.678,0.001253
300000000,c4_en,4.30,no_role_depth,full,3,3,0,0,0,0,1,2,2184533.333,1638400.000,-1.223,-0.003949
300000000,c4_en,4.30,no_role_depth,role_depth_v2,3,3,0,0,0,0,1,2,1638400.000,1638400.000,1.535,-0.004657
300000000,c4_en,4.30,no_role_depth,role_depth_v3,3,3,0,0,0,0,1,2,1092266.667,1638400.000,1.205,0.002298
300000000,c4_en,4.30,no_role_depth,role_depth_v4,3,3,0,0,0,0,1,2,1092266.667,1638400.000,-0.771,-0.003640
300000000,c4_en,4.30,no_role_depth,role_depth_v5,3,3,0,0,0,0,0,3,3276800.000,3276800.000,1.564,-0.005721
300000000,c4_en,4.30,no_role_depth,role_depth_v6,3,3,0,0,0,1,0,2,546133.333,1638400.000,0.455,-0.002696
300000000,c4_en,4.40,full,no_role_depth,3,3,0,0,0,0,0,3,3276800.000,3276800.000,2.000,0.003949
300000000,c4_en,4.40,full,role_depth_v2,3,3,0,0,0,0,3,0,0.000,0.000,2.182,-0.000708
300000000,c4_en,4.40,full,role_depth_v3,3,3,0,0,0,0,0,3,3276800.000,3276800.000,2.760,0.006247
300000000,c4_en,4.40,full,role_depth_v4,3,3,0,0,0,0,0,3,3276800.000,3276800.000,1.195,0.000309
300000000,c4_en,4.40,full,role_depth_v5,3,3,0,0,0,0,0,3,1638400.000,1638400.000,2.269,-0.001772
300000000,c4_en,4.40,full,role_depth_v6,3,3,0,0,0,0,0,3,2730666.667,3276800.000,2.140,0.001253
300000000,c4_en,4.40,no_role_depth,full,3,3,0,0,0,3,0,0,-3276800.000,-3276800.000,-2.000,-0.003949
300000000,c4_en,4.40,no_role_depth,role_depth_v2,3,3,0,0,0,3,0,0,-3276800.000,-3276800.000,0.181,-0.004657
300000000,c4_en,4.40,no_role_depth,role_depth_v3,3,3,0,0,0,0,3,0,0.000,0.000,0.759,0.002298
300000000,c4_en,4.40,no_role_depth,role_depth_v4,3,3,0,0,0,0,3,0,0.000,0.000,-0.806,-0.003640
300000000,c4_en,4.40,no_role_depth,role_depth_v5,3,3,0,0,0,3,0,0,-1638400.000,-1638400.000,0.269,-0.005721
300000000,c4_en,4.40,no_role_depth,role_depth_v6,3,3,0,0,0,1,2,0,-546133.333,0.000,0.140,-0.002696
300000000,dclm,4.00,full,no_role_depth,3,3,0,0,0,1,0,2,1638400.000,3276800.000,-2.173,0.003230
300000000,dclm,4.00,full,role_depth_v2,3,3,0,0,0,0,3,0,0.000,0.000,2.490,-0.001284
300000000,dclm,4.00,full,role_depth_v3,3,3,0,0,0,0,1,2,3276800.000,4915200.000,-0.114,0.005807
300000000,dclm,4.00,full,role_depth_v4,3,3,0,0,0,1,2,0,-546133.333,0.000,-1.703,-0.000076
300000000,dclm,4.00,full,role_depth_v5,3,3,0,0,0,1,1,1,0.000,0.000,1.290,-0.000397
300000000,dclm,4.00,full,role_depth_v6,3,3,0,0,0,1,0,2,1092266.667,1638400.000,6.541,0.002571
300000000,dclm,4.00,no_role_depth,full,3,3,0,0,0,2,0,1,-1638400.000,-3276800.000,2.173,-0.003230
300000000,dclm,4.00,no_role_depth,role_depth_v2,3,3,0,0,0,2,0,1,-1638400.000,-3276800.000,4.662,-0.004514
300000000,dclm,4.00,no_role_depth,role_depth_v3,3,3,0,0,0,0,0,3,1638400.000,1638400.000,2.059,0.002576
300000000,dclm,4.00,no_role_depth,role_depth_v4,3,3,0,0,0,2,1,0,-2184533.333,-3276800.000,0.469,-0.003306
300000000,dclm,4.00,no_role_depth,role_depth_v5,3,3,0,0,0,2,1,0,-1638400.000,-1638400.000,3.463,-0.003628
300000000,dclm,4.00,no_role_depth,role_depth_v6,3,3,0,0,0,1,2,0,-546133.333,0.000,8.714,-0.000659
300000000,dclm,4.05,full,no_role_depth,3,3,0,0,0,1,1,1,0.000,0.000,-2.071,0.003230
300000000,dclm,4.05,full,role_depth_v2,3,3,0,0,0,0,3,0,0.000,0.000,2.153,-0.001284
300000000,dclm,4.05,full,role_depth_v3,3,3,0,0,0,0,1,2,1638400.000,1638400.000,-0.395,0.005807
300000000,dclm,4.05,full,role_depth_v4,3,3,0,0,0,1,2,0,-546133.333,0.000,-1.430,-0.000076
300000000,dclm,4.05,full,role_depth_v5,3,3,0,0,0,0,2,1,546133.333,0.000,1.244,-0.000397
300000000,dclm,4.05,full,role_depth_v6,3,3,0,0,0,2,1,0,-1092266.667,-1638400.000,5.044,0.002571
300000000,dclm,4.05,no_role_depth,full,3,3,0,0,0,1,1,1,0.000,0.000,2.071,-0.003230
300000000,dclm,4.05,no_role_depth,role_depth_v2,3,3,0,0,0,1,1,1,0.000,0.000,4.224,-0.004514
300000000,dclm,4.05,no_role_depth,role_depth_v3,3,3,0,0,0,0,1,2,1638400.000,1638400.000,1.676,0.002576
300000000,dclm,4.05,no_role_depth,role_depth_v4,3,3,0,0,0,1,2,0,-546133.333,0.000,0.641,-0.003306
300000000,dclm,4.05,no_role_depth,role_depth_v5,3,3,0,0,0,1,0,2,546133.333,1638400.000,3.315,-0.003628
300000000,dclm,4.05,no_role_depth,role_depth_v6,3,3,0,0,0,2,1,0,-1092266.667,-1638400.000,7.115,-0.000659
300000000,dclm,4.10,full,no_role_depth,3,3,0,0,0,2,1,0,-1638400.000,-1638400.000,-2.135,0.003230
300000000,dclm,4.10,full,role_depth_v2,3,3,0,0,0,1,2,0,-546133.333,0.000,1.738,-0.001284
300000000,dclm,4.10,full,role_depth_v3,3,3,0,0,0,1,1,1,-546133.333,0.000,-0.766,0.005807
300000000,dclm,4.10,full,role_depth_v4,3,3,0,0,0,2,1,0,-1638400.000,-1638400.000,-1.487,-0.000076
300000000,dclm,4.10,full,role_depth_v5,3,3,0,0,0,2,1,0,-1638400.000,-1638400.000,0.623,-0.000397
300000000,dclm,4.10,full,role_depth_v6,3,3,0,0,0,3,0,0,-3276800.000,-3276800.000,3.832,0.002571
300000000,dclm,4.10,no_role_depth,full,3,3,0,0,0,0,1,2,1638400.000,1638400.000,2.135,-0.003230
300000000,dclm,4.10,no_role_depth,role_depth_v2,3,3,0,0,0,0,2,1,1092266.667,0.000,3.873,-0.004514
300000000,dclm,4.10,no_role_depth,role_depth_v3,3,3,0,0,0,0,1,2,1092266.667,1638400.000,1.369,0.002576
300000000,dclm,4.10,no_role_depth,role_depth_v4,3,3,0,0,0,0,3,0,0.000,0.000,0.649,-0.003306
300000000,dclm,4.10,no_role_depth,role_depth_v5,3,3,0,0,0,1,1,1,0.000,0.000,2.758,-0.003628
300000000,dclm,4.10,no_role_depth,role_depth_v6,3,3,0,0,0,2,1,0,-1638400.000,-1638400.000,5.967,-0.000659
300000000,dclm,4.20,full,no_role_depth,3,3,0,0,0,3,0,0,-2184533.333,-1638400.000,-1.785,0.003230
300000000,dclm,4.20,full,role_depth_v2,3,3,0,0,0,0,2,1,546133.333,0.000,1.510,-0.001284
300000000,dclm,4.20,full,role_depth_v3,3,3,0,0,0,2,1,0,-1092266.667,-1638400.000,-0.742,0.005807
300000000,dclm,4.20,full,role_depth_v4,3,3,0,0,0,3,0,0,-2730666.667,-3276800.000,-1.392,-0.000076
300000000,dclm,4.20,full,role_depth_v5,3,3,0,0,0,0,3,0,0.000,0.000,0.753,-0.000397
300000000,dclm,4.20,full,role_depth_v6,3,3,0,0,0,3,0,0,-3276800.000,-3276800.000,2.685,0.002571
300000000,dclm,4.20,no_role_depth,full,3,3,0,0,0,0,0,3,2184533.333,1638400.000,1.785,-0.003230
300000000,dclm,4.20,no_role_depth,role_depth_v2,3,3,0,0,0,0,0,3,2730666.667,1638400.000,3.295,-0.004514
300000000,dclm,4.20,no_role_depth,role_depth_v3,3,3,0,0,0,0,1,2,1092266.667,1638400.000,1.043,0.002576
300000000,dclm,4.20,no_role_depth,role_depth_v4,3,3,0,0,0,2,0,1,-546133.333,-1638400.000,0.393,-0.003306
300000000,dclm,4.20,no_role_depth,role_depth_v5,3,3,0,0,0,0,0,3,2184533.333,1638400.000,2.538,-0.003628
300000000,dclm,4.20,no_role_depth,role_depth_v6,3,3,0,0,0,2,1,0,-1092266.667,-1638400.000,4.469,-0.000659
300000000,dclm,4.30,full,no_role_depth,3,3,0,0,0,2,1,0,-1638400.000,-1638400.000,-1.372,0.003230
300000000,dclm,4.30,full,role_depth_v2,3,3,0,0,0,0,3,0,0.000,0.000,1.072,-0.001284
300000000,dclm,4.30,full,role_depth_v3,3,3,0,0,0,3,0,0,-2184533.333,-1638400.000,-0.848,0.005807
300000000,dclm,4.30,full,role_depth_v4,3,3,0,0,0,2,1,0,-1638400.000,-1638400.000,-0.989,-0.000076
300000000,dclm,4.30,full,role_depth_v5,3,3,0,0,0,1,2,0,-546133.333,0.000,0.442,-0.000397
300000000,dclm,4.30,full,role_depth_v6,3,3,0,0,0,2,1,0,-2184533.333,-1638400.000,2.129,0.002571
300000000,dclm,4.30,no_role_depth,full,3,3,0,0,0,0,1,2,1638400.000,1638400.000,1.372,-0.003230
300000000,dclm,4.30,no_role_depth,role_depth_v2,3,3,0,0,0,0,1,2,1638400.000,1638400.000,2.444,-0.004514
300000000,dclm,4.30,no_role_depth,role_depth_v3,3,3,0,0,0,1,2,0,-546133.333,0.000,0.524,0.002576
300000000,dclm,4.30,no_role_depth,role_depth_v4,3,3,0,0,0,1,1,1,0.000,0.000,0.383,-0.003306
300000000,dclm,4.30,no_role_depth,role_depth_v5,3,3,0,0,0,0,1,2,1092266.667,1638400.000,1.814,-0.003628
300000000,dclm,4.30,no_role_depth,role_depth_v6,3,3,0,0,0,2,0,1,-546133.333,-1638400.000,3.502,-0.000659
300000000,dclm,4.40,full,no_role_depth,3,3,0,0,0,0,0,3,2184533.333,1638400.000,-0.304,0.003230
300000000,dclm,4.40,full,role_depth_v2,3,3,0,0,0,0,3,0,0.000,0.000,0.812,-0.001284
300000000,dclm,4.40,full,role_depth_v3,3,3,0,0,0,0,0,3,2730666.667,3276800.000,0.257,0.005807
300000000,dclm,4.40,full,role_depth_v4,3,3,0,0,0,0,0,3,3276800.000,3276800.000,0.200,-0.000076
300000000,dclm,4.40,full,role_depth_v5,3,3,0,0,0,0,0,3,2184533.333,1638400.000,0.891,-0.000397
300000000,dclm,4.40,full,role_depth_v6,3,3,0,0,0,0,0,3,2184533.333,1638400.000,2.490,0.002571
300000000,dclm,4.40,no_role_depth,full,3,3,0,0,0,3,0,0,-2184533.333,-1638400.000,0.304,-0.003230
300000000,dclm,4.40,no_role_depth,role_depth_v2,3,3,0,0,0,3,0,0,-2184533.333,-1638400.000,1.115,-0.004514
300000000,dclm,4.40,no_role_depth,role_depth_v3,3,3,0,0,0,0,2,1,546133.333,0.000,0.561,0.002576
300000000,dclm,4.40,no_role_depth,role_depth_v4,3,3,0,0,0,0,1,2,1092266.667,1638400.000,0.503,-0.003306
300000000,dclm,4.40,no_role_depth,role_depth_v5,3,3,0,0,0,1,1,1,0.000,0.000,1.195,-0.003628
300000000,dclm,4.40,no_role_depth,role_depth_v6,3,3,0,0,0,0,3,0,0.000,0.000,2.793,-0.000659
300000000,dolma_sample,3.82,full,no_role_depth,3,3,0,0,0,0,0,3,4915200.000,3276800.000,-8.617,0.003254
300000000,dolma_sample,3.82,full,role_depth_v2,3,3,0,0,0,2,0,1,-1092266.667,-1638400.000,-10.190,-0.002282
300000000,dolma_sample,3.82,full,role_depth_v3,3,3,0,0,0,0,0,3,8738133.333,6553600.000,-5.610,0.005411
300000000,dolma_sample,3.82,full,role_depth_v4,3,3,0,0,0,2,1,0,-1092266.667,-1638400.000,-5.516,-0.001552
300000000,dolma_sample,3.82,full,role_depth_v5,3,3,0,0,0,2,1,0,-1092266.667,-1638400.000,-2.719,-0.001337
300000000,dolma_sample,3.82,full,role_depth_v6,3,3,0,0,0,0,1,2,2184533.333,1638400.000,0.305,0.001351
300000000,dolma_sample,3.82,no_role_depth,full,3,3,0,0,0,3,0,0,-4915200.000,-3276800.000,8.617,-0.003254
300000000,dolma_sample,3.82,no_role_depth,role_depth_v2,3,3,0,0,0,3,0,0,-6007466.667,-4915200.000,-1.573,-0.005536
300000000,dolma_sample,3.82,no_role_depth,role_depth_v3,3,3,0,0,0,0,0,3,3822933.333,3276800.000,3.008,0.002157
300000000,dolma_sample,3.82,no_role_depth,role_depth_v4,3,3,0,0,0,3,0,0,-6007466.667,-4915200.000,3.101,-0.004806
300000000,dolma_sample,3.82,no_role_depth,role_depth_v5,3,3,0,0,0,3,0,0,-6007466.667,-4915200.000,5.899,-0.004591
300000000,dolma_sample,3.82,no_role_depth,role_depth_v6,3,3,0,0,0,3,0,0,-2730666.667,-3276800.000,8.923,-0.001903
300000000,dolma_sample,3.85,full,no_role_depth,3,3,0,0,0,0,2,1,1092266.667,0.000,-8.353,0.003254
300000000,dolma_sample,3.85,full,role_depth_v2,3,3,0,0,0,1,2,0,-1092266.667,0.000,-9.108,-0.002282
300000000,dolma_sample,3.85,full,role_depth_v3,3,3,0,0,0,0,0,3,3276800.000,1638400.000,-5.973,0.005411
300000000,dolma_sample,3.85,full,role_depth_v4,3,3,0,0,0,2,1,0,-1638400.000,-1638400.000,-5.139,-0.001552
300000000,dolma_sample,3.85,full,role_depth_v5,3,3,0,0,0,2,1,0,-2184533.333,-1638400.000,-2.758,-0.001337
300000000,dolma_sample,3.85,full,role_depth_v6,3,3,0,0,0,2,0,1,-1092266.667,-1638400.000,-0.493,0.001351
300000000,dolma_sample,3.85,no_role_depth,full,3,3,0,0,0,1,2,0,-1092266.667,0.000,8.353,-0.003254
300000000,dolma_sample,3.85,no_role_depth,role_depth_v2,3,3,0,0,0,2,1,0,-2184533.333,-3276800.000,-0.755,-0.005536
300000000,dolma_sample,3.85,no_role_depth,role_depth_v3,3,3,0,0,0,0,0,3,2184533.333,1638400.000,2.380,0.002157
300000000,dolma_sample,3.85,no_role_depth,role_depth_v4,3,3,0,0,0,3,0,0,-2730666.667,-3276800.000,3.214,-0.004806
300000000,dolma_sample,3.85,no_role_depth,role_depth_v5,3,3,0,0,0,3,0,0,-3276800.000,-3276800.000,5.595,-0.004591
300000000,dolma_sample,3.85,no_role_depth,role_depth_v6,3,3,0,0,0,3,0,0,-2184533.333,-1638400.000,7.860,-0.001903
300000000,dolma_sample,3.90,full,no_role_depth,3,3,0,0,0,0,3,0,0.000,0.000,-7.315,0.003254
300000000,dolma_sample,3.90,full,role_depth_v2,3,3,0,0,0,0,2,1,546133.333,0.000,-7.479,-0.002282
300000000,dolma_sample,3.90,full,role_depth_v3,3,3,0,0,0,0,2,1,546133.333,0.000,-5.566,0.005411
300000000,dolma_sample,3.90,full,role_depth_v4,3,3,0,0,0,2,1,0,-1638400.000,-1638400.000,-4.431,-0.001552
300000000,dolma_sample,3.90,full,role_depth_v5,3,3,0,0,0,2,1,0,-1092266.667,-1638400.000,-2.181,-0.001337
300000000,dolma_sample,3.90,full,role_depth_v6,3,3,0,0,0,3,0,0,-2730666.667,-3276800.000,-0.850,0.001351
300000000,dolma_sample,3.90,no_role_depth,full,3,3,0,0,0,0,3,0,0.000,0.000,7.315,-0.003254
300000000,dolma_sample,3.90,no_role_depth,role_depth_v2,3,3,0,0,0,0,2,1,546133.333,0.000,-0.164,-0.005536
300000000,dolma_sample,3.90,no_role_depth,role_depth_v3,3,3,0,0,0,0,2,1,546133.333,0.000,1.749,0.002157
300000000,dolma_sample,3.90,no_role_depth,role_depth_v4,3,3,0,0,0,2,1,0,-1638400.000,-1638400.000,2.884,-0.004806
300000000,dolma_sample,3.90,no_role_depth,role_depth_v5,3,3,0,0,0,2,1,0,-1092266.667,-1638400.000,5.133,-0.004591
300000000,dolma_sample,3.90,no_role_depth,role_depth_v6,3,3,0,0,0,3,0,0,-2730666.667,-3276800.000,6.465,-0.001903
300000000,dolma_sample,3.95,full,no_role_depth,3,3,0,0,0,3,0,0,-2184533.333,-1638400.000,-6.852,0.003254
300000000,dolma_sample,3.95,full,role_depth_v2,3,3,0,0,0,0,3,0,0.000,0.000,-6.658,-0.002282
300000000,dolma_sample,3.95,full,role_depth_v3,3,3,0,0,0,2,1,0,-1638400.000,-1638400.000,-5.319,0.005411
300000000,dolma_sample,3.95,full,role_depth_v4,3,3,0,0,0,3,0,0,-2730666.667,-3276800.000,-4.185,-0.001552
300000000,dolma_sample,3.95,full,role_depth_v5,3,3,0,0,0,2,1,0,-2184533.333,-3276800.000,-2.212,-0.001337
300000000,dolma_sample,3.95,full,role_depth_v6,3,3,0,0,0,3,0,0,-3276800.000,-3276800.000,-0.976,0.001351
300000000,dolma_sample,3.95,no_role_depth,full,3,3,0,0,0,0,0,3,2184533.333,1638400.000,6.852,-0.003254
300000000,dolma_sample,3.95,no_role_depth,role_depth_v2,3,3,0,0,0,0,0,3,2184533.333,1638400.000,0.194,-0.005536
300000000,dolma_sample,3.95,no_role_depth,role_depth_v3,3,3,0,0,0,0,2,1,546133.333,0.000,1.533,0.002157
300000000,dolma_sample,3.95,no_role_depth,role_depth_v4,3,3,0,0,0,1,2,0,-546133.333,0.000,2.667,-0.004806
300000000,dolma_sample,3.95,no_role_depth,role_depth_v5,3,3,0,0,0,1,1,1,0.000,0.000,4.639,-0.004591
300000000,dolma_sample,3.95,no_role_depth,role_depth_v6,3,3,0,0,0,2,1,0,-1092266.667,-1638400.000,5.876,-0.001903
300000000,dolma_sample,4.00,full,no_role_depth,3,3,0,0,0,2,1,0,-2730666.667,-3276800.000,-6.147,0.003254
300000000,dolma_sample,4.00,full,role_depth_v2,3,3,0,0,0,0,3,0,0.000,0.000,-5.800,-0.002282
300000000,dolma_sample,4.00,full,role_depth_v3,3,3,0,0,0,2,1,0,-1092266.667,-1638400.000,-4.569,0.005411
300000000,dolma_sample,4.00,full,role_depth_v4,3,3,0,0,0,3,0,0,-2184533.333,-1638400.000,-3.583,-0.001552
300000000,dolma_sample,4.00,full,role_depth_v5,3,3,0,0,0,3,0,0,-2184533.333,-1638400.000,-1.955,-0.001337
300000000,dolma_sample,4.00,full,role_depth_v6,3,3,0,0,0,3,0,0,-3276800.000,-3276800.000,-0.912,0.001351
300000000,dolma_sample,4.00,no_role_depth,full,3,3,0,0,0,0,1,2,2730666.667,3276800.000,6.147,-0.003254
300000000,dolma_sample,4.00,no_role_depth,role_depth_v2,3,3,0,0,0,0,1,2,2730666.667,3276800.000,0.347,-0.005536
300000000,dolma_sample,4.00,no_role_depth,role_depth_v3,3,3,0,0,0,0,1,2,1638400.000,1638400.000,1.578,0.002157
300000000,dolma_sample,4.00,no_role_depth,role_depth_v4,3,3,0,0,0,1,1,1,546133.333,0.000,2.564,-0.004806
300000000,dolma_sample,4.00,no_role_depth,role_depth_v5,3,3,0,0,0,1,1,1,546133.333,0.000,4.192,-0.004591
300000000,dolma_sample,4.00,no_role_depth,role_depth_v6,3,3,0,0,0,1,2,0,-546133.333,0.000,5.234,-0.001903
300000000,dolma_sample,4.10,full,no_role_depth,3,3,0,0,0,3,0,0,-3822933.333,-3276800.000,-5.096,0.003254
300000000,dolma_sample,4.10,full,role_depth_v2,3,3,0,0,0,0,1,2,1092266.667,1638400.000,-4.288,-0.002282
