budget_tokens,dataset,seed,target_loss,comparator,full_tokens,comparator_tokens,full_saves_tokens,full_saves_percent_vs_comparator,full_total_minutes,comparator_total_minutes
100000000,fineweb,2027,4.40,role_depth_v4,78643200,78643200,0,0.0,27.847,24.979
100000000,fineweb,2027,4.40,role_depth_v5,78643200,78643200,0,0.0,27.847,25.837
100000000,fineweb,2027,4.40,role_depth_v6,78643200,78643200,0,0.0,27.847,24.840
100000000,fineweb,2027,4.35,no_role_depth,90112000,98304000,8192000,0.08333333333333333,27.847,23.559
100000000,fineweb,2027,4.35,role_depth_v2,90112000,90112000,0,0.0,27.847,21.601
100000000,fineweb,2027,4.35,role_depth_v3,90112000,95027200,4915200,0.05172413793103448,27.847,25.692
100000000,fineweb,2027,4.35,role_depth_v4,90112000,90112000,0,0.0,27.847,24.979
100000000,fineweb,2027,4.35,role_depth_v5,90112000,90112000,0,0.0,27.847,25.837
100000000,fineweb,2027,4.35,role_depth_v6,90112000,90112000,0,0.0,27.847,24.840
100000000,fineweb,3407,5.00,no_role_depth,31129600,31129600,0,0.0,22.461,23.666
100000000,fineweb,3407,5.00,role_depth_v2,31129600,31129600,0,0.0,22.461,20.703
100000000,fineweb,3407,5.00,role_depth_v3,31129600,31129600,0,0.0,22.461,20.272
100000000,fineweb,3407,5.00,role_depth_v4,31129600,31129600,0,0.0,22.461,20.764
100000000,fineweb,3407,5.00,role_depth_v5,31129600,31129600,0,0.0,22.461,24.817
100000000,fineweb,3407,5.00,role_depth_v6,31129600,31129600,0,0.0,22.461,26.306
100000000,fineweb,3407,4.80,no_role_depth,39321600,40960000,1638400,0.04,22.461,23.666
100000000,fineweb,3407,4.80,role_depth_v2,39321600,39321600,0,0.0,22.461,20.703
100000000,fineweb,3407,4.80,role_depth_v3,39321600,40960000,1638400,0.04,22.461,20.272
100000000,fineweb,3407,4.80,role_depth_v4,39321600,39321600,0,0.0,22.461,20.764
100000000,fineweb,3407,4.80,role_depth_v5,39321600,39321600,0,0.0,22.461,24.817
100000000,fineweb,3407,4.80,role_depth_v6,39321600,39321600,0,0.0,22.461,26.306
100000000,fineweb,3407,4.60,no_role_depth,52428800,54067200,1638400,0.030303030303030304,22.461,23.666
100000000,fineweb,3407,4.60,role_depth_v2,52428800,52428800,0,0.0,22.461,20.703
100000000,fineweb,3407,4.60,role_depth_v3,52428800,54067200,1638400,0.030303030303030304,22.461,20.272
100000000,fineweb,3407,4.60,role_depth_v4,52428800,52428800,0,0.0,22.461,20.764
100000000,fineweb,3407,4.60,role_depth_v5,52428800,52428800,0,0.0,22.461,24.817
100000000,fineweb,3407,4.60,role_depth_v6,52428800,52428800,0,0.0,22.461,26.306
100000000,fineweb,3407,4.50,no_role_depth,62259200,65536000,3276800,0.05,22.461,23.666
100000000,fineweb,3407,4.50,role_depth_v2,62259200,62259200,0,0.0,22.461,20.703
100000000,fineweb,3407,4.50,role_depth_v3,62259200,63897600,1638400,0.02564102564102564,22.461,20.272
100000000,fineweb,3407,4.50,role_depth_v4,62259200,62259200,0,0.0,22.461,20.764
100000000,fineweb,3407,4.50,role_depth_v5,62259200,62259200,0,0.0,22.461,24.817
100000000,fineweb,3407,4.50,role_depth_v6,62259200,62259200,0,0.0,22.461,26.306
100000000,fineweb,3407,4.40,no_role_depth,77004800,80281600,3276800,0.04081632653061224,22.461,23.666
100000000,fineweb,3407,4.40,role_depth_v2,77004800,77004800,0,0.0,22.461,20.703
100000000,fineweb,3407,4.40,role_depth_v3,77004800,80281600,3276800,0.04081632653061224,22.461,20.272
100000000,fineweb,3407,4.40,role_depth_v4,77004800,77004800,0,0.0,22.461,20.764
100000000,fineweb,3407,4.40,role_depth_v5,77004800,77004800,0,0.0,22.461,24.817
100000000,fineweb,3407,4.40,role_depth_v6,77004800,77004800,0,0.0,22.461,26.306
100000000,fineweb,3407,4.35,no_role_depth,88473600,95027200,6553600,0.06896551724137931,22.461,23.666
100000000,fineweb,3407,4.35,role_depth_v2,88473600,88473600,0,0.0,22.461,20.703
100000000,fineweb,3407,4.35,role_depth_v3,88473600,95027200,6553600,0.06896551724137931,22.461,20.272
100000000,fineweb,3407,4.35,role_depth_v4,88473600,90112000,1638400,0.01818181818181818,22.461,20.764
100000000,fineweb,3407,4.35,role_depth_v5,88473600,88473600,0,0.0,22.461,24.817
100000000,fineweb,3407,4.35,role_depth_v6,88473600,90112000,1638400,0.01818181818181818,22.461,26.306
100000000,dolma_sample,1337,5.00,no_role_depth,32768000,32768000,0,0.0,24.401,20.303
100000000,dolma_sample,1337,5.00,role_depth_v2,32768000,32768000,0,0.0,24.401,20.886
100000000,dolma_sample,1337,5.00,role_depth_v3,32768000,32768000,0,0.0,24.401,21.076
100000000,dolma_sample,1337,5.00,role_depth_v4,32768000,32768000,0,0.0,24.401,24.710
100000000,dolma_sample,1337,5.00,role_depth_v5,32768000,32768000,0,0.0,24.401,21.740
100000000,dolma_sample,1337,5.00,role_depth_v6,32768000,32768000,0,0.0,24.401,24.219
100000000,dolma_sample,1337,4.80,no_role_depth,40960000,40960000,0,0.0,24.401,20.303
100000000,dolma_sample,1337,4.80,role_depth_v2,40960000,40960000,0,0.0,24.401,20.886
100000000,dolma_sample,1337,4.80,role_depth_v3,40960000,40960000,0,0.0,24.401,21.076
100000000,dolma_sample,1337,4.80,role_depth_v4,40960000,40960000,0,0.0,24.401,24.710
100000000,dolma_sample,1337,4.80,role_depth_v5,40960000,40960000,0,0.0,24.401,21.740
100000000,dolma_sample,1337,4.80,role_depth_v6,40960000,40960000,0,0.0,24.401,24.219
100000000,dolma_sample,1337,4.60,no_role_depth,54067200,54067200,0,0.0,24.401,20.303
100000000,dolma_sample,1337,4.60,role_depth_v2,54067200,54067200,0,0.0,24.401,20.886
100000000,dolma_sample,1337,4.60,role_depth_v3,54067200,54067200,0,0.0,24.401,21.076
100000000,dolma_sample,1337,4.60,role_depth_v4,54067200,54067200,0,0.0,24.401,24.710
100000000,dolma_sample,1337,4.60,role_depth_v5,54067200,54067200,0,0.0,24.401,21.740
100000000,dolma_sample,1337,4.60,role_depth_v6,54067200,54067200,0,0.0,24.401,24.219
100000000,dolma_sample,1337,4.50,no_role_depth,63897600,63897600,0,0.0,24.401,20.303
100000000,dolma_sample,1337,4.50,role_depth_v2,63897600,62259200,-1638400,-0.02631578947368421,24.401,20.886
100000000,dolma_sample,1337,4.50,role_depth_v3,63897600,63897600,0,0.0,24.401,21.076
100000000,dolma_sample,1337,4.50,role_depth_v4,63897600,63897600,0,0.0,24.401,24.710
100000000,dolma_sample,1337,4.50,role_depth_v5,63897600,63897600,0,0.0,24.401,21.740
100000000,dolma_sample,1337,4.50,role_depth_v6,63897600,63897600,0,0.0,24.401,24.219
100000000,dolma_sample,1337,4.40,no_role_depth,77004800,80281600,3276800,0.04081632653061224,24.401,20.303
100000000,dolma_sample,1337,4.40,role_depth_v2,77004800,77004800,0,0.0,24.401,20.886
100000000,dolma_sample,1337,4.40,role_depth_v3,77004800,80281600,3276800,0.04081632653061224,24.401,21.076
100000000,dolma_sample,1337,4.40,role_depth_v4,77004800,77004800,0,0.0,24.401,24.710
100000000,dolma_sample,1337,4.40,role_depth_v5,77004800,77004800,0,0.0,24.401,21.740
100000000,dolma_sample,1337,4.40,role_depth_v6,77004800,77004800,0,0.0,24.401,24.219
100000000,dolma_sample,1337,4.35,no_role_depth,90112000,93388800,3276800,0.03508771929824561,24.401,20.303
100000000,dolma_sample,1337,4.35,role_depth_v2,90112000,88473600,-1638400,-0.018518518518518517,24.401,20.886
100000000,dolma_sample,1337,4.35,role_depth_v3,90112000,93388800,3276800,0.03508771929824561,24.401,21.076
100000000,dolma_sample,1337,4.35,role_depth_v4,90112000,90112000,0,0.0,24.401,24.710
100000000,dolma_sample,1337,4.35,role_depth_v5,90112000,88473600,-1638400,-0.018518518518518517,24.401,21.740
100000000,dolma_sample,1337,4.35,role_depth_v6,90112000,90112000,0,0.0,24.401,24.219
100000000,dolma_sample,2027,5.00,no_role_depth,31129600,32768000,1638400,0.05,22.439,26.119
100000000,dolma_sample,2027,5.00,role_depth_v2,31129600,31129600,0,0.0,22.439,20.741
100000000,dolma_sample,2027,5.00,role_depth_v3,31129600,32768000,1638400,0.05,22.439,24.197
100000000,dolma_sample,2027,5.00,role_depth_v4,31129600,31129600,0,0.0,22.439,21.620
100000000,dolma_sample,2027,5.00,role_depth_v5,31129600,31129600,0,0.0,22.439,23.584
100000000,dolma_sample,2027,5.00,role_depth_v6,31129600,31129600,0,0.0,22.439,22.824
100000000,dolma_sample,2027,4.80,no_role_depth,39321600,40960000,1638400,0.04,22.439,26.119
100000000,dolma_sample,2027,4.80,role_depth_v2,39321600,39321600,0,0.0,22.439,20.741
100000000,dolma_sample,2027,4.80,role_depth_v3,39321600,40960000,1638400,0.04,22.439,24.197
100000000,dolma_sample,2027,4.80,role_depth_v4,39321600,39321600,0,0.0,22.439,21.620
100000000,dolma_sample,2027,4.80,role_depth_v5,39321600,39321600,0,0.0,22.439,23.584
100000000,dolma_sample,2027,4.80,role_depth_v6,39321600,39321600,0,0.0,22.439,22.824
100000000,dolma_sample,2027,4.60,no_role_depth,54067200,55705600,1638400,0.029411764705882353,22.439,26.119
100000000,dolma_sample,2027,4.60,role_depth_v2,54067200,54067200,0,0.0,22.439,20.741
100000000,dolma_sample,2027,4.60,role_depth_v3,54067200,55705600,1638400,0.029411764705882353,22.439,24.197
100000000,dolma_sample,2027,4.60,role_depth_v4,54067200,54067200,0,0.0,22.439,21.620
100000000,dolma_sample,2027,4.60,role_depth_v5,54067200,54067200,0,0.0,22.439,23.584
100000000,dolma_sample,2027,4.60,role_depth_v6,54067200,54067200,0,0.0,22.439,22.824
100000000,dolma_sample,2027,4.50,no_role_depth,63897600,65536000,1638400,0.025,22.439,26.119
100000000,dolma_sample,2027,4.50,role_depth_v2,63897600,63897600,0,0.0,22.439,20.741
100000000,dolma_sample,2027,4.50,role_depth_v3,63897600,65536000,1638400,0.025,22.439,24.197
100000000,dolma_sample,2027,4.50,role_depth_v4,63897600,63897600,0,0.0,22.439,21.620
100000000,dolma_sample,2027,4.50,role_depth_v5,63897600,63897600,0,0.0,22.439,23.584
100000000,dolma_sample,2027,4.50,role_depth_v6,63897600,63897600,0,0.0,22.439,22.824
100000000,dolma_sample,2027,4.40,no_role_depth,78643200,81920000,3276800,0.04,22.439,26.119
100000000,dolma_sample,2027,4.40,role_depth_v2,78643200,78643200,0,0.0,22.439,20.741
100000000,dolma_sample,2027,4.40,role_depth_v3,78643200,81920000,3276800,0.04,22.439,24.197
100000000,dolma_sample,2027,4.40,role_depth_v4,78643200,78643200,0,0.0,22.439,21.620
100000000,dolma_sample,2027,4.40,role_depth_v5,78643200,78643200,0,0.0,22.439,23.584
100000000,dolma_sample,2027,4.40,role_depth_v6,78643200,78643200,0,0.0,22.439,22.824
100000000,dolma_sample,2027,4.35,no_role_depth,91750400,96665600,4915200,0.05084745762711865,22.439,26.119
100000000,dolma_sample,2027,4.35,role_depth_v2,91750400,90112000,-1638400,-0.01818181818181818,22.439,20.741
100000000,dolma_sample,2027,4.35,role_depth_v3,91750400,96665600,4915200,0.05084745762711865,22.439,24.197
100000000,dolma_sample,2027,4.35,role_depth_v4,91750400,91750400,0,0.0,22.439,21.620
100000000,dolma_sample,2027,4.35,role_depth_v5,91750400,91750400,0,0.0,22.439,23.584
100000000,dolma_sample,2027,4.35,role_depth_v6,91750400,93388800,1638400,0.017543859649122806,22.439,22.824
100000000,dolma_sample,3407,5.00,no_role_depth,32768000,32768000,0,0.0,24.314,21.083
100000000,dolma_sample,3407,5.00,role_depth_v2,32768000,32768000,0,0.0,24.314,21.572
100000000,dolma_sample,3407,5.00,role_depth_v3,32768000,32768000,0,0.0,24.314,25.261
100000000,dolma_sample,3407,5.00,role_depth_v4,32768000,32768000,0,0.0,24.314,26.235
100000000,dolma_sample,3407,5.00,role_depth_v5,32768000,32768000,0,0.0,24.314,23.620
100000000,dolma_sample,3407,5.00,role_depth_v6,32768000,32768000,0,0.0,24.314,24.891
100000000,dolma_sample,3407,4.80,no_role_depth,40960000,42598400,1638400,0.038461538461538464,24.314,21.083
100000000,dolma_sample,3407,4.80,role_depth_v2,40960000,40960000,0,0.0,24.314,21.572
100000000,dolma_sample,3407,4.80,role_depth_v3,40960000,42598400,1638400,0.038461538461538464,24.314,25.261
100000000,dolma_sample,3407,4.80,role_depth_v4,40960000,40960000,0,0.0,24.314,26.235
100000000,dolma_sample,3407,4.80,role_depth_v5,40960000,40960000,0,0.0,24.314,23.620
100000000,dolma_sample,3407,4.80,role_depth_v6,40960000,40960000,0,0.0,24.314,24.891
100000000,dolma_sample,3407,4.60,no_role_depth,54067200,55705600,1638400,0.029411764705882353,24.314,21.083
100000000,dolma_sample,3407,4.60,role_depth_v2,54067200,54067200,0,0.0,24.314,21.572
100000000,dolma_sample,3407,4.60,role_depth_v3,54067200,55705600,1638400,0.029411764705882353,24.314,25.261
100000000,dolma_sample,3407,4.60,role_depth_v4,54067200,54067200,0,0.0,24.314,26.235
100000000,dolma_sample,3407,4.60,role_depth_v5,54067200,54067200,0,0.0,24.314,23.620
100000000,dolma_sample,3407,4.60,role_depth_v6,54067200,54067200,0,0.0,24.314,24.891
100000000,dolma_sample,3407,4.50,no_role_depth,63897600,65536000,1638400,0.025,24.314,21.083
100000000,dolma_sample,3407,4.50,role_depth_v2,63897600,63897600,0,0.0,24.314,21.572
100000000,dolma_sample,3407,4.50,role_depth_v3,63897600,65536000,1638400,0.025,24.314,25.261
100000000,dolma_sample,3407,4.50,role_depth_v4,63897600,63897600,0,0.0,24.314,26.235
100000000,dolma_sample,3407,4.50,role_depth_v5,63897600,63897600,0,0.0,24.314,23.620
100000000,dolma_sample,3407,4.50,role_depth_v6,63897600,63897600,0,0.0,24.314,24.891
100000000,dolma_sample,3407,4.40,no_role_depth,78643200,80281600,1638400,0.02040816326530612,24.314,21.083
100000000,dolma_sample,3407,4.40,role_depth_v2,78643200,77004800,-1638400,-0.02127659574468085,24.314,21.572
100000000,dolma_sample,3407,4.40,role_depth_v3,78643200,80281600,1638400,0.02040816326530612,24.314,25.261
100000000,dolma_sample,3407,4.40,role_depth_v4,78643200,78643200,0,0.0,24.314,26.235
100000000,dolma_sample,3407,4.40,role_depth_v5,78643200,77004800,-1638400,-0.02127659574468085,24.314,23.620
100000000,dolma_sample,3407,4.40,role_depth_v6,78643200,78643200,0,0.0,24.314,24.891
100000000,dolma_sample,3407,4.35,no_role_depth,90112000,95027200,4915200,0.05172413793103448,24.314,21.083
100000000,dolma_sample,3407,4.35,role_depth_v2,90112000,88473600,-1638400,-0.018518518518518517,24.314,21.572
100000000,dolma_sample,3407,4.35,role_depth_v3,90112000,95027200,4915200,0.05172413793103448,24.314,25.261
100000000,dolma_sample,3407,4.35,role_depth_v4,90112000,90112000,0,0.0,24.314,26.235
100000000,dolma_sample,3407,4.35,role_depth_v5,90112000,90112000,0,0.0,24.314,23.620
100000000,dolma_sample,3407,4.35,role_depth_v6,90112000,91750400,1638400,0.017857142857142856,24.314,24.891
100000000,c4_en,1337,5.00,no_role_depth,29491200,29491200,0,0.0,22.481,24.962
100000000,c4_en,1337,5.00,role_depth_v2,29491200,29491200,0,0.0,22.481,22.122
100000000,c4_en,1337,5.00,role_depth_v3,29491200,29491200,0,0.0,22.481,20.194
100000000,c4_en,1337,5.00,role_depth_v4,29491200,29491200,0,0.0,22.481,25.020
100000000,c4_en,1337,5.00,role_depth_v5,29491200,29491200,0,0.0,22.481,24.744
100000000,c4_en,1337,5.00,role_depth_v6,29491200,29491200,0,0.0,22.481,26.648
100000000,c4_en,1337,4.80,no_role_depth,37683200,37683200,0,0.0,22.481,24.962
100000000,c4_en,1337,4.80,role_depth_v2,37683200,37683200,0,0.0,22.481,22.122
100000000,c4_en,1337,4.80,role_depth_v3,37683200,37683200,0,0.0,22.481,20.194
100000000,c4_en,1337,4.80,role_depth_v4,37683200,37683200,0,0.0,22.481,25.020
100000000,c4_en,1337,4.80,role_depth_v5,37683200,37683200,0,0.0,22.481,24.744
100000000,c4_en,1337,4.80,role_depth_v6,37683200,37683200,0,0.0,22.481,26.648
100000000,c4_en,1337,4.60,no_role_depth,49152000,49152000,0,0.0,22.481,24.962
100000000,c4_en,1337,4.60,role_depth_v2,49152000,49152000,0,0.0,22.481,22.122
100000000,c4_en,1337,4.60,role_depth_v3,49152000,49152000,0,0.0,22.481,20.194
100000000,c4_en,1337,4.60,role_depth_v4,49152000,49152000,0,0.0,22.481,25.020
100000000,c4_en,1337,4.60,role_depth_v5,49152000,49152000,0,0.0,22.481,24.744
100000000,c4_en,1337,4.60,role_depth_v6,49152000,49152000,0,0.0,22.481,26.648
100000000,c4_en,1337,4.50,no_role_depth,57344000,58982400,1638400,0.027777777777777776,22.481,24.962
100000000,c4_en,1337,4.50,role_depth_v2,57344000,57344000,0,0.0,22.481,22.122
100000000,c4_en,1337,4.50,role_depth_v3,57344000,57344000,0,0.0,22.481,20.194
100000000,c4_en,1337,4.50,role_depth_v4,57344000,57344000,0,0.0,22.481,25.020
100000000,c4_en,1337,4.50,role_depth_v5,57344000,57344000,0,0.0,22.481,24.744
100000000,c4_en,1337,4.50,role_depth_v6,57344000,57344000,0,0.0,22.481,26.648
100000000,c4_en,1337,4.40,no_role_depth,68812800,70451200,1638400,0.023255813953488372,22.481,24.962
100000000,c4_en,1337,4.40,role_depth_v2,68812800,68812800,0,0.0,22.481,22.122
100000000,c4_en,1337,4.40,role_depth_v3,68812800,70451200,1638400,0.023255813953488372,22.481,20.194
100000000,c4_en,1337,4.40,role_depth_v4,68812800,68812800,0,0.0,22.481,25.020
100000000,c4_en,1337,4.40,role_depth_v5,68812800,68812800,0,0.0,22.481,24.744
100000000,c4_en,1337,4.40,role_depth_v6,68812800,68812800,0,0.0,22.481,26.648
100000000,c4_en,1337,4.30,no_role_depth,86835200,91750400,4915200,0.05357142857142857,22.481,24.962
100000000,c4_en,1337,4.30,role_depth_v2,86835200,86835200,0,0.0,22.481,22.122
100000000,c4_en,1337,4.30,role_depth_v3,86835200,91750400,4915200,0.05357142857142857,22.481,20.194
100000000,c4_en,1337,4.30,role_depth_v4,86835200,86835200,0,0.0,22.481,25.020
100000000,c4_en,1337,4.30,role_depth_v5,86835200,86835200,0,0.0,22.481,24.744
100000000,c4_en,1337,4.30,role_depth_v6,86835200,88473600,1638400,0.018518518518518517,22.481,26.648
100000000,c4_en,2027,5.00,no_role_depth,29491200,31129600,1638400,0.05263157894736842,24.509,20.341
100000000,c4_en,2027,5.00,role_depth_v2,29491200,29491200,0,0.0,24.509,29.627
100000000,c4_en,2027,5.00,role_depth_v3,29491200,31129600,1638400,0.05263157894736842,24.509,21.047
100000000,c4_en,2027,5.00,role_depth_v4,29491200,29491200,0,0.0,24.509,20.803
100000000,c4_en,2027,5.00,role_depth_v5,29491200,29491200,0,0.0,24.509,25.016
100000000,c4_en,2027,5.00,role_depth_v6,29491200,29491200,0,0.0,24.509,23.813
100000000,c4_en,2027,4.80,no_role_depth,37683200,39321600,1638400,0.041666666666666664,24.509,20.341
100000000,c4_en,2027,4.80,role_depth_v2,37683200,37683200,0,0.0,24.509,29.627
100000000,c4_en,2027,4.80,role_depth_v3,37683200,39321600,1638400,0.041666666666666664,24.509,21.047
100000000,c4_en,2027,4.80,role_depth_v4,37683200,37683200,0,0.0,24.509,20.803
100000000,c4_en,2027,4.80,role_depth_v5,37683200,37683200,0,0.0,24.509,25.016
100000000,c4_en,2027,4.80,role_depth_v6,37683200,37683200,0,0.0,24.509,23.813
100000000,c4_en,2027,4.60,no_role_depth,50790400,52428800,1638400,0.03125,24.509,20.341
100000000,c4_en,2027,4.60,role_depth_v2,50790400,50790400,0,0.0,24.509,29.627
100000000,c4_en,2027,4.60,role_depth_v3,50790400,52428800,1638400,0.03125,24.509,21.047
100000000,c4_en,2027,4.60,role_depth_v4,50790400,50790400,0,0.0,24.509,20.803
100000000,c4_en,2027,4.60,role_depth_v5,50790400,50790400,0,0.0,24.509,25.016
100000000,c4_en,2027,4.60,role_depth_v6,50790400,50790400,0,0.0,24.509,23.813
100000000,c4_en,2027,4.50,no_role_depth,60620800,60620800,0,0.0,24.509,20.341
100000000,c4_en,2027,4.50,role_depth_v2,60620800,60620800,0,0.0,24.509,29.627
100000000,c4_en,2027,4.50,role_depth_v3,60620800,60620800,0,0.0,24.509,21.047
100000000,c4_en,2027,4.50,role_depth_v4,60620800,58982400,-1638400,-0.027777777777777776,24.509,20.803
100000000,c4_en,2027,4.50,role_depth_v5,60620800,58982400,-1638400,-0.027777777777777776,24.509,25.016
100000000,c4_en,2027,4.50,role_depth_v6,60620800,58982400,-1638400,-0.027777777777777776,24.509,23.813
100000000,c4_en,2027,4.40,no_role_depth,72089600,75366400,3276800,0.043478260869565216,24.509,20.341
100000000,c4_en,2027,4.40,role_depth_v2,72089600,73728000,1638400,0.022222222222222223,24.509,29.627
100000000,c4_en,2027,4.40,role_depth_v3,72089600,75366400,3276800,0.043478260869565216,24.509,21.047
100000000,c4_en,2027,4.40,role_depth_v4,72089600,73728000,1638400,0.022222222222222223,24.509,20.803
100000000,c4_en,2027,4.40,role_depth_v5,72089600,72089600,0,0.0,24.509,25.016
100000000,c4_en,2027,4.40,role_depth_v6,72089600,73728000,1638400,0.022222222222222223,24.509,23.813
100000000,c4_en,2027,4.30,role_depth_v2,99942400,99942400,0,0.0,24.509,29.627
100000000,c4_en,2027,4.30,role_depth_v5,99942400,99942400,0,0.0,24.509,25.016
100000000,c4_en,3407,5.00,no_role_depth,29491200,31129600,1638400,0.05263157894736842,22.414,20.363
100000000,c4_en,3407,5.00,role_depth_v2,29491200,29491200,0,0.0,22.414,24.950
100000000,c4_en,3407,5.00,role_depth_v3,29491200,31129600,1638400,0.05263157894736842,22.414,24.294
100000000,c4_en,3407,5.00,role_depth_v4,29491200,29491200,0,0.0,22.414,25.064
100000000,c4_en,3407,5.00,role_depth_v5,29491200,29491200,0,0.0,22.414,21.754
100000000,c4_en,3407,5.00,role_depth_v6,29491200,29491200,0,0.0,22.414,22.858
100000000,c4_en,3407,4.80,no_role_depth,37683200,37683200,0,0.0,22.414,20.363
100000000,c4_en,3407,4.80,role_depth_v2,37683200,37683200,0,0.0,22.414,24.950
100000000,c4_en,3407,4.80,role_depth_v3,37683200,39321600,1638400,0.041666666666666664,22.414,24.294
100000000,c4_en,3407,4.80,role_depth_v4,37683200,37683200,0,0.0,22.414,25.064
100000000,c4_en,3407,4.80,role_depth_v5,37683200,37683200,0,0.0,22.414,21.754
100000000,c4_en,3407,4.80,role_depth_v6,37683200,37683200,0,0.0,22.414,22.858
100000000,c4_en,3407,4.60,no_role_depth,50790400,50790400,0,0.0,22.414,20.363
100000000,c4_en,3407,4.60,role_depth_v2,50790400,50790400,0,0.0,22.414,24.950
100000000,c4_en,3407,4.60,role_depth_v3,50790400,50790400,0,0.0,22.414,24.294
100000000,c4_en,3407,4.60,role_depth_v4,50790400,50790400,0,0.0,22.414,25.064
100000000,c4_en,3407,4.60,role_depth_v5,50790400,50790400,0,0.0,22.414,21.754
100000000,c4_en,3407,4.60,role_depth_v6,50790400,49152000,-1638400,-0.03333333333333333,22.414,22.858
100000000,c4_en,3407,4.50,no_role_depth,58982400,60620800,1638400,0.02702702702702703,22.414,20.363
100000000,c4_en,3407,4.50,role_depth_v2,58982400,58982400,0,0.0,22.414,24.950
100000000,c4_en,3407,4.50,role_depth_v3,58982400,60620800,1638400,0.02702702702702703,22.414,24.294
100000000,c4_en,3407,4.50,role_depth_v4,58982400,58982400,0,0.0,22.414,25.064
100000000,c4_en,3407,4.50,role_depth_v5,58982400,58982400,0,0.0,22.414,21.754
100000000,c4_en,3407,4.50,role_depth_v6,58982400,58982400,0,0.0,22.414,22.858
100000000,c4_en,3407,4.40,no_role_depth,72089600,73728000,1638400,0.022222222222222223,22.414,20.363
100000000,c4_en,3407,4.40,role_depth_v2,72089600,72089600,0,0.0,22.414,24.950
100000000,c4_en,3407,4.40,role_depth_v3,72089600,73728000,1638400,0.022222222222222223,22.414,24.294
100000000,c4_en,3407,4.40,role_depth_v4,72089600,72089600,0,0.0,22.414,25.064
100000000,c4_en,3407,4.40,role_depth_v5,72089600,72089600,0,0.0,22.414,21.754
100000000,c4_en,3407,4.40,role_depth_v6,72089600,72089600,0,0.0,22.414,22.858
100000000,c4_en,3407,4.30,role_depth_v2,96665600,96665600,0,0.0,22.414,24.950
100000000,c4_en,3407,4.30,role_depth_v4,96665600,98304000,1638400,0.016666666666666666,22.414,25.064
100000000,c4_en,3407,4.30,role_depth_v5,96665600,96665600,0,0.0,22.414,21.754
100000000,c4_en,3407,4.30,role_depth_v6,96665600,98304000,1638400,0.016666666666666666,22.414,22.858
300000000,dclm,1337,4.40,no_role_depth,77004800,78643200,1638400,0.020833333333333332,73.189,64.231
300000000,dclm,1337,4.40,role_depth_v2,77004800,77004800,0,0.0,73.189,89.778
300000000,dclm,1337,4.40,role_depth_v3,77004800,80281600,3276800,0.04081632653061224,73.189,62.903
300000000,dclm,1337,4.40,role_depth_v4,77004800,80281600,3276800,0.04081632653061224,73.189,64.029
300000000,dclm,1337,4.40,role_depth_v5,77004800,78643200,1638400,0.020833333333333332,73.189,70.654
300000000,dclm,1337,4.40,role_depth_v6,77004800,78643200,1638400,0.020833333333333332,73.189,73.883
300000000,dclm,1337,4.30,no_role_depth,103219200,103219200,0,0.0,73.189,64.231
300000000,dclm,1337,4.30,role_depth_v2,103219200,103219200,0,0.0,73.189,89.778
300000000,dclm,1337,4.30,role_depth_v3,103219200,101580800,-1638400,-0.016129032258064516,73.189,62.903
300000000,dclm,1337,4.30,role_depth_v4,103219200,101580800,-1638400,-0.016129032258064516,73.189,64.029
300000000,dclm,1337,4.30,role_depth_v5,103219200,103219200,0,0.0,73.189,70.654
300000000,dclm,1337,4.30,role_depth_v6,103219200,101580800,-1638400,-0.016129032258064516,73.189,73.883
300000000,dclm,1337,4.20,no_role_depth,134348800,132710400,-1638400,-0.012345679012345678,73.189,64.231
300000000,dclm,1337,4.20,role_depth_v2,134348800,134348800,0,0.0,73.189,89.778
300000000,dclm,1337,4.20,role_depth_v3,134348800,134348800,0,0.0,73.189,62.903
300000000,dclm,1337,4.20,role_depth_v4,134348800,131072000,-3276800,-0.025,73.189,64.029
300000000,dclm,1337,4.20,role_depth_v5,134348800,134348800,0,0.0,73.189,70.654
300000000,dclm,1337,4.20,role_depth_v6,134348800,131072000,-3276800,-0.025,73.189,73.883
300000000,dclm,1337,4.10,no_role_depth,180224000,178585600,-1638400,-0.009174311926605505,73.189,64.231
300000000,dclm,1337,4.10,role_depth_v2,180224000,178585600,-1638400,-0.009174311926605505,73.189,89.778
300000000,dclm,1337,4.10,role_depth_v3,180224000,180224000,0,0.0,73.189,62.903
300000000,dclm,1337,4.10,role_depth_v4,180224000,178585600,-1638400,-0.009174311926605505,73.189,64.029
300000000,dclm,1337,4.10,role_depth_v5,180224000,176947200,-3276800,-0.018518518518518517,73.189,70.654
300000000,dclm,1337,4.10,role_depth_v6,180224000,175308800,-4915200,-0.028037383177570093,73.189,73.883
300000000,dclm,1337,4.05,no_role_depth,206438400,208076800,1638400,0.007874015748031496,73.189,64.231
300000000,dclm,1337,4.05,role_depth_v2,206438400,206438400,0,0.0,73.189,89.778
300000000,dclm,1337,4.05,role_depth_v3,206438400,208076800,1638400,0.007874015748031496,73.189,62.903
300000000,dclm,1337,4.05,role_depth_v4,206438400,206438400,0,0.0,73.189,64.029
300000000,dclm,1337,4.05,role_depth_v5,206438400,206438400,0,0.0,73.189,70.654
300000000,dclm,1337,4.05,role_depth_v6,206438400,206438400,0,0.0,73.189,73.883
