scope,method,method_label,activation,optimizer,runs,early_stop_runs,steps,train_tokens_per_run,total_seconds_mean,total_seconds_std,total_seconds_min,total_seconds_max,total_minutes_mean,total_hours_mean,mean_seconds_per_step,tokens_per_second_mean
E2_m0_300m_dolma_sample,rlb_came,RLB+CAME,rlb_fused_global_rational,adafactor_came,3,0,9150,300000000,4445.010823083964,354.05032201901076,4036.2107428489253,4653.085277662962,74.08351371806607,1.2347252286344346,0.46078730637357584,71450.66459047048
E2_m0_300m_dolma_sample,silu_schedulefree,SiLU+ScheduleFree,silu,schedule_free_adamw,3,0,9150,300000000,3616.5128082806787,115.92430902793386,3519.28723249,3744.805179399904,60.27521347134464,1.0045868911890774,0.377745296606909,86810.71726009653
E2_m0_300m_dolma_sample,rlb_schedulefree,RLB+ScheduleFree,rlb_fused_global_rational,schedule_free_adamw,3,0,9150,300000000,3964.075851264565,345.11697716132835,3759.9481560243294,4362.542534484994,66.06793085440941,1.1011321809068235,0.40849518808632557,80633.98671502153
E2_m0_300m_fineweb,rlb_matrixpolicy_original,RLB+MatrixPolicy,rlb_fused_global_rational,rational_matrix_policy_onpolicy,3,0,9150,300000000,3948.50087097,172.03600269502496,3750.4431765970076,4060.805579636013,65.8083478495,1.0968057974916667,0.4077603538763564,80467.93474693982
E2_m0_300m_fineweb,silu_adamw,SiLU+AdamW,silu,adamw,3,0,9150,300000000,4584.748009009015,1131.215755246556,3612.3072668480454,5826.228823352023,76.41246681681692,1.2735411136136152,0.48400441974209507,70588.24597408826
E2_m0_300m_fineweb,rlb_adamw,RLB+AdamW,rlb_fused_global_rational,adamw,3,0,9150,300000000,4173.8980874512345,206.18132647302943,3936.333878427744,4306.214383089915,69.56496812418725,1.1594161354031207,0.4308509520905147,76194.46330943653
E2_m0_300m_fineweb,silu_muon,SiLU+Muon,silu,muon,3,0,9150,300000000,4181.881345324684,370.7981110074531,3937.7108183060773,4608.559459091979,69.69802242207807,1.1616337070346345,0.43853062612944854,75078.58653458358
E2_m0_300m_fineweb,rlb_muon,RLB+Muon,rlb_fused_global_rational,muon,3,0,9150,300000000,4282.498070451315,291.15115895518215,4018.730795619078,4594.906265494996,71.37496784085525,1.1895827973475874,0.44301695472107044,74205.58784109805
E2_m0_300m_fineweb,silu_lion,SiLU+Lion,silu,lion,3,0,9150,300000000,3878.4000459080175,376.8520339713349,3660.688164833002,4313.551263974048,64.64000076513362,1.0773333460855605,0.40656504135723187,81108.93250724181
E2_m0_300m_fineweb,rlb_lion,RLB+Lion,rlb_fused_global_rational,lion,3,0,9150,300000000,4090.3833920315374,325.42248200101415,3714.6193968895823,4279.191001788015,68.17305653385895,1.1362176088976492,0.4219428400341703,78036.86830756973
